x y basis_0 basis_1 basis_2 basis_3
0.0 0.0 -0.861370552698304 -1.0506542968040478 0.3616623266852237 -0.47067068969675496
0.0 0.0416666679084301 -0.9353936077997105 -0.91732985100505 0.3766956550297529 -0.43849234160197526
0.0 0.0833333358168602 -1.0109108678803835 -0.7894268012177648 0.388930038697719 -0.40621445524243427
0.0 0.125 -1.0896366936327695 -0.6667749010425936 0.39776259757640986 -0.3737109603105395
0.0 0.1666666716337204 -1.1735873671131714 -0.5495670587401591 0.4023384729204871 -0.34068926741337435
0.0 0.2083333432674408 -1.2649925311616528 -0.4384738721746686 0.4015826502714326 -0.3066917806142868
0.0 0.25 -1.3660195417652687 -0.3347627299740097 0.3943389157641697 -0.27112937676430526
0.0 0.2916666865348816 -1.4781741552832983 -0.24038383151520293 0.37968157351416565 -0.23336766606449189
0.0 0.3333333432674408 -1.6013229646014793 -0.15794632236648454 0.3574221774788633 -0.19286276555442683
0.0 0.375 -1.7325810691860966 -0.0904638455021427 0.3286934990168433 -0.14929778803732674
0.0 0.4166666865348816 -1.8657589678292652 -0.0407656287263336 0.29626469836404823 -0.10261665558877553
0.0 0.4583333432674408 -1.9922601688251973 -0.010635105372060139 0.264143283330851 -0.05287850356397428
0.0 0.5 -2.103593275376454 0.0 0.23637703584053593 0.0
0.0 0.5416666269302368 -2.194236727837051 -0.00659685573678459 0.21566692618110395 0.05641914714134444
0.0 0.5833333134651184 -2.2630562259892884 -0.02628305527384356 0.2026897434788033 0.11705264398079507
0.0 0.625 -2.3126290865618415 -0.053796931821267435 0.19644316486379765 0.1826414147796207
0.0 0.6666666269302368 -2.34739760791129 -0.08361904944631249 0.19515164696666254 0.25378778141936564
0.0 0.7083333134651184 -2.371930700579057 -0.110696497715427 0.19709219387214816 0.3308632443673396
0.0 0.75 -2.3899243531738534 -0.1309310337670695 0.20102747724523695 0.4140332282787931
0.0 0.7916666865348816 -2.403901069993708 -0.14142448937271013 0.20628448763917007 0.503343094898856
0.0 0.8333333134651184 -2.415318363399024 -0.14049828938138376 0.2126333016297277 0.5988035894507142
0.0 0.875 -2.4248330765669834 -0.1275357370018071 0.22010323650613284 0.7004535169813373
0.0 0.9166666865348816 -2.4325817875789113 -0.10272834211115267 0.22881303365998473 0.8083864603662434
0.0 0.9583333134651184 -2.4384188584475908 -0.06681718459418562 0.2388508856127025 0.922742786246971
0.0 1.0 -2.4420926502868667 -0.02089389834411648 0.25021670742766844 1.043664805905884
0.040816325694322586 0.0 -0.7591761690429166 -1.041607188028948 0.3289004969497711 -0.4306283971274727
0.040816325694322586 0.0416666679084301 -0.8319380579953872 -0.909068953171996 0.3455747344133009 -0.4034764889412017
0.040816325694322586 0.0833333358168602 -0.9058383518652136 -0.7824039116184025 0.3595312473894907 -0.376064009714991
0.040816325694322586 0.125 -0.9825070987621132 -0.6613732720138259 0.3702315475408824 -0.34831200305857735
0.040816325694322586 0.1666666716337204 -1.0638795870455908 -0.546063253385185 0.3768932802094582 -0.31995552178070596
0.040816325694322586 0.2083333432674408 -1.1521409458489984 -0.43699534268031925 0.37850222763642805 -0.2905280398270378
0.040816325694322586 0.25 -1.249495639809055 -0.33523942258496753 0.373919088736443 -0.2593735543128872
0.040816325694322586 0.2916666865348816 -1.3576406309123001 -0.24250885123701948 0.3621444461009027 -0.22570992245843868
0.040816325694322586 0.3333333432674408 -1.4768403158733179 -0.16116625067017054 0.3427856152091735 -0.18876100641056937
0.040816325694322586 0.375 -1.6047789965978154 -0.09402689437154166 0.31665096674768023 -0.1479259058576332
0.040816325694322586 0.4166666865348816 -1.73580049521874 -0.043838134795507244 0.28616773099095383 -0.10289324691368051
0.040816325694322586 0.4583333432674408 -1.8614966920583242 -0.012455141030500272 0.25515898775436696 -0.05359467483384606
0.040816325694322586 0.5 -1.9730362588931882 0.0 0.22776924244016783 0.0
0.040816325694322586 0.5416666269302368 -2.064195336167529 -0.004452160970291885 0.2070294709842102 0.058080902191282036
0.040816325694322586 0.5833333134651184 -2.1331605143689103 -0.0219045939766076 0.1939935941030413 0.1210302707304578
0.040816325694322586 0.625 -2.1821501623162476 -0.04731502174402635 0.18792050802293403 0.18929240536118286
0.040816325694322586 0.6666666269302368 -2.2155949345676618 -0.07538261660113221 0.1871359808364481 0.2632156291904657
0.040816325694322586 0.7083333134651184 -2.238261141329616 -0.1012769563822431 0.1899012565406366 0.34297860306556416
0.040816325694322586 0.75 -2.2541021326557598 -0.12110873741033856 0.19490844584101552 0.4286110972521584
0.040816325694322586 0.7916666865348816 -2.265867895081186 -0.13213732015504576 0.20139791058036316 0.5200744406050894
0.040816325694322586 0.8333333134651184 -2.2751826108887485 -0.1327498055963332 0.2090535614448541 0.6173427976338779
0.040816325694322586 0.875 -2.2828081858122573 -0.12228622901307773 0.2178212210058117 0.7204661567037292
0.040816325694322586 0.9166666865348816 -2.288934716092683 -0.10079872364450893 0.22774294126739925 0.8295891890506368
0.040816325694322586 0.9583333134651184 -2.2934283739763828 -0.06883538247762289 0.23884566158262288 0.9449273912512623
0.040816325694322586 1.0 -2.2960299768170955 -0.02728571857545603 0.25108872851252073 1.0667029008526185
0.08163265138864517 0.0 -0.6607428634134394 -1.0325488676203065 0.2948514576930883 -0.3874328609368316
0.08163265138864517 0.0416666679084301 -0.732233460873104 -0.9006822358937114 0.3130438674272451 -0.36564166302929557
0.08163265138864517 0.0833333358168602 -0.8045495382646806 -0.7751527784609635 0.3285856046258484 -0.3434025311461433
0.08163265138864517 0.125 -0.8792350353121492 -0.6556600105410908 0.34099507865960277 -0.32068883187855235
0.08163265138864517 0.1666666716337204 -0.958145591796935 -0.542190558861968 0.3495600179758185 -0.29726893230778373
0.08163265138864517 0.2083333432674408 -1.043409754057265 -0.4351227214251665 0.3533340119646411 -0.27267716284731236
0.08163265138864517 0.25 -1.1372436398188768 -0.33533585395830734 0.351213759947262 -0.24620036620905061
0.08163265138864517 0.2916666865348816 -1.2414816720424682 -0.24430955465231108 0.3421616657865112 -0.21691872332483086
0.08163265138864517 0.3333333432674408 -1.3567148015876995 -0.16415458512948788 0.3256295762782635 -0.18382273483080525
0.08163265138864517 0.375 -1.4811260781697655 -0.09746789639164355 0.3021458838622415 -0.14601069825627633
0.08163265138864517 0.4166666865348816 -1.609568550689957 -0.04688274390970548 0.27381061177331745 -0.10288309227107106
0.08163265138864517 0.4583333432674408 -1.733871247071832 -0.014292914282606262 0.24423236160246553 -0.05420939877032538
0.08163265138864517 0.5 -1.8449747928730176 0.0 0.2175857898372735 0.0
0.08163265138864517 0.5416666269302368 -1.9360671325838297 -0.002240069061052452 0.1971627538161469 0.05970672908572894
0.08163265138864517 0.5833333134651184 -2.004740365059803 -0.017380504211789827 0.18434962716796122 0.12496407021011535
0.08163265138864517 0.625 -2.052887155514611 -0.040650044931865636 0.17865202676857095 0.19588331743802812
0.08163265138864517 0.6666666269302368 -2.0849228907479755 -0.06701432442525146 0.17850449706170224 0.2725359661187845
0.08163265138864517 0.7083333134651184 -2.105786305804216 -0.09189438606988887 0.18217071688151343 0.3548984659893186
0.08163265138864517 0.75 -2.1196514981492953 -0.11160769963394657 0.18829044360995084 0.4428688684455544
0.08163265138864517 0.7916666865348816 -2.1294588695263172 -0.12353831694422723 0.19603024100733002 0.5363373749576184
0.08163265138864517 0.8333333134651184 -2.136961719757906 -0.12608783092314724 0.2049913966503203 0.6352628745564033
0.08163265138864517 0.875 -2.1429933290777115 -0.11849983929332097 0.215035663191121 0.7397273196535252
0.08163265138864517 0.9166666865348816 -2.147768777805652 -0.10065173610327705 0.22612905731516086 0.8499410415412925
0.08163265138864517 0.9583333134651184 -2.1511539007518365 -0.0728840279924654 0.23824037781548846 0.966200116711903
0.08163265138864517 1.0 -2.152874959327278 -0.03588696673183733 0.2512945207868711 1.0888051075206917
0.12244898080825806 0.0 -0.5662010568096321 -1.0236796727471642 0.25960174366275623 -0.34105794895877395
0.12244898080825806 0.0416666679084301 -0.6363703461147452 -0.8923818897197435 0.2791435993970026 -0.32496092480186967
0.12244898080825806 0.0833333358168602 -0.7070930916779616 -0.7678909338526907 0.29609122209166117 -0.3082032173153024
0.12244898080825806 0.125 -0.779829706448254 -0.6498517049950934 0.3100102892091172 -0.2908127594284231
0.12244898080825806 0.1666666716337204 -0.8563529598154673 -0.5381588252407354 0.32025419906517527 -0.2725981856948678
0.12244898080825806 0.2083333432674408 -0.9387283994306017 -0.4330532029286971 0.3259478716245212 -0.25310175868749596
0.12244898080825806 0.25 -1.0291595146372856 -0.3352293151274566 0.32604136488629365 -0.23156517826017353
0.12244898080825806 0.2916666865348816 -1.129575103973366 -0.24593670425188918 0.31949221531675676 -0.20693963844984964
0.12244898080825806 0.3333333432674408 -1.240822892682445 -0.16702989726280038 0.305645547711606 -0.17798609808261645
0.12244898080825806 0.375 -1.361510345464012 -0.10087174571720503 0.2848004510650526 -0.14348960941036637
0.12244898080825806 0.4166666865348816 -1.4869635445916174 -0.049952225292116736 0.25875791914785395 -0.10253364421666333
0.12244898080825806 0.4583333432674408 -1.609287415176368 -0.016172801933080905 0.23089074063364023 -0.05469204629108049
0.12244898080825806 0.5 -1.7193012816551345 0.0 0.205342247186735 0.0
0.12244898080825806 0.5416666269302368 -1.809740148628407 5.871474110463737e-05 0.18558966514376607 0.06126156790935866
0.12244898080825806 0.5833333134651184 -1.877696904862205 -0.012680491936169602 0.17329894107263044 0.12878340350590278
0.12244898080825806 0.625 -1.924780538831783 -0.03377197628853068 0.16820424155469027 0.20231061326663635
0.12244898080825806 0.6666666269302368 -1.9553835195074498 -0.0584959021153324 0.16885742727140496 0.28161666862646584
0.12244898080825806 0.7083333134651184 -1.9745796762663304 -0.08254876318486026 0.17354406584559 0.3664686259962018
0.12244898080825806 0.75 -1.9867155637689393 -0.10244538906784584 0.1808678454750634 0.45663850892742985
0.12244898080825806 0.7916666865348816 -1.9948718135628951 -0.11565463114937558 0.18992710154037695 0.5519610290520838
0.12244898080825806 0.8333333134651184 -2.000888377015144 -0.12053761984712352 0.20023747285677018 0.6523993829418231
0.12244898080825806 0.875 -2.005634445799842 -0.11619380997701967 0.21157353705802961 0.758085011743745
0.12244898080825806 0.9166666865348816 -2.00933044835665 -0.10229474066127153 0.2238251047697304 0.8693038542681535
0.12244898080825806 0.9583333134651184 -2.011831883805826 -0.07896327685584836 0.23690829790211865 0.9864342088808513
0.12244898080825806 1.0 -2.012851738020345 -0.046698378930614126 0.25072194596305053 1.109850136419972
0.16326530277729034 0.0 -0.4757006790706342 -1.015205036775626 0.2233019086959942 -0.29151849678919817
0.16326530277729034 0.0416666679084301 -0.5444518117055708 -0.8843994141244025 0.2439649626571061 -0.2814406586614666
0.16326530277729034 0.0833333358168602 -0.6135246519015425 -0.7608656849029245 0.26208280758655 -0.27046486495376243
0.16326530277729034 0.125 -0.6842961459234687 -0.6442050338292731 0.27725667298543755 -0.25867529204659334
0.16326530277729034 0.1666666716337204 -0.7584564192672616 -0.5342256180960803 0.2888977961133854 -0.24592482238370295
0.16326530277729034 0.2083333432674408 -0.8379999640521163 -0.43103778905918233 0.29620373218284257 -0.23177224816966557
0.16326530277729034 0.25 -0.9250990406989956 -0.33515502389914076 0.2981909278418904 -0.21542395082995824
0.16326530277729034 0.2916666865348816 -1.0217371492572624 -0.24759896098547785 0.2938441327786201 -0.195713908211685
0.16326530277729034 0.3333333432674408 -1.1289562621396243 -0.16996560876872735 0.2824507813282029 -0.17118024015200461
0.16326530277729034 0.375 -1.2457144069333737 -0.10436969774307414 0.2641380166776841 -0.14028806496484947
0.16326530277729034 0.4166666865348816 -1.3677669390173008 -0.053132855655320554 0.2404468843758778 -0.10178050193152899
0.16326530277729034 0.4583333432674408 -1.487522886580095 -0.018136496056634144 0.21451010063513465 -0.0550040892098167
0.16326530277729034 0.5 -1.5957919316498703 0.0 0.19038391689705225 0.0
0.16326530277729034 0.5416666269302368 -1.6849973162987197 0.0024795665041743575 0.17165618976546781 0.0627009119163624
0.16326530277729034 0.5833333134651184 -1.751846915611921 -0.0077449788647463436 0.1602141083847819 0.132400002647028
0.16326530277729034 0.625 -1.7977105689126915 -0.0266128240472554 0.1559985548449383 0.208447369219936
0.16326530277729034 0.6666666269302368 -1.8269403777807725 -0.04976732781743465 0.15768401344913308 0.2902996980395969
0.16326530277729034 0.7083333134651184 -1.8446918124858769 -0.07319846878603187 0.1635914929101201 0.3775102915126034
