x y tower_0 tower_1 tower_2 tower_3
0.0 0.0 5.648064613342285 5.648064613342285 11.29612922668457 11.29612922668457
0.0 0.0416666679084301 5.648064613342285 5.255382537841797 11.29612922668457 10.510765075683594
0.0 0.0833333358168602 5.648064613342285 4.96865701675415 11.29612922668457 9.9373140335083
0.0 0.125 5.648064613342285 4.7277021408081055 11.29612922668457 9.455404281616211
0.0 0.1666666716337204 5.648064613342285 4.513298511505127 11.29612922668457 9.026597023010254
0.0 0.2083333432674408 5.648064613342285 4.316315650939941 11.29612922668457 8.632631301879883
0.0 0.25 5.648064613342285 4.131520748138428 11.29612922668457 8.263041496276855
0.0 0.2916666865348816 5.648064613342285 3.955542802810669 11.29612922668457 7.911085605621338
0.0 0.3333333432674408 5.648064613342285 3.7860190868377686 11.29612922668457 7.572038173675537
0.0 0.375 5.648064613342285 3.621175527572632 11.29612922668457 7.242351055145264
0.0 0.4166666865348816 5.648064613342285 3.459597587585449 11.29612922668457 6.919195175170898
0.0 0.4583333432674408 5.648064613342285 3.3000917434692383 11.29612922668457 6.600183486938477
0.0 0.5 5.648064613342285 3.1415927410125732 11.29612922668457 6.2831854820251465
0.0 0.5416666269302368 5.648064613342285 2.983093738555908 11.29612922668457 5.966187477111816
0.0 0.5833333134651184 5.648064613342285 2.8235878944396973 11.29612922668457 5.6471757888793945
0.0 0.625 5.648064613342285 2.6620099544525146 11.29612922668457 5.324019908905029
0.0 0.6666666269302368 5.648064613342285 2.497166395187378 11.29612922668457 4.994332790374756
0.0 0.7083333134651184 5.648064613342285 2.3276424407958984 11.29612922668457 4.655284881591797
0.0 0.75 5.648064613342285 2.1516647338867188 11.29612922668457 4.3033294677734375
0.0 0.7916666865348816 5.648064613342285 1.9668694734573364 11.29612922668457 3.933738946914673
0.0 0.8333333134651184 5.648064613342285 1.7698869705200195 11.29612922668457 3.539773941040039
0.0 0.875 5.648064613342285 1.555483102798462 11.29612922668457 3.110966205596924
0.0 0.9166666865348816 5.648064613342285 1.314528226852417 11.29612922668457 2.629056453704834
0.0 0.9583333134651184 5.648064613342285 1.027802586555481 11.29612922668457 2.055605173110962
0.0 1.0 5.648064613342285 0.6351209282875061 11.29612922668457 1.2702418565750122
0.040816325694322586 0.0 5.434086799621582 5.648064613342285 10.868173599243164 11.29612922668457
0.040816325694322586 0.0416666679084301 5.434086799621582 5.255382537841797 10.868173599243164 10.510765075683594
0.040816325694322586 0.0833333358168602 5.434086799621582 4.96865701675415 10.868173599243164 9.9373140335083
0.040816325694322586 0.125 5.434086799621582 4.7277021408081055 10.868173599243164 9.455404281616211
0.040816325694322586 0.1666666716337204 5.434086799621582 4.513298511505127 10.868173599243164 9.026597023010254
0.040816325694322586 0.2083333432674408 5.434086799621582 4.316315650939941 10.868173599243164 8.632631301879883
0.040816325694322586 0.25 5.434086799621582 4.131520748138428 10.868173599243164 8.263041496276855
0.040816325694322586 0.2916666865348816 5.434086799621582 3.955542802810669 10.868173599243164 7.911085605621338
0.040816325694322586 0.3333333432674408 5.434086799621582 3.7860190868377686 10.868173599243164 7.572038173675537
0.040816325694322586 0.375 5.434086799621582 3.621175527572632 10.868173599243164 7.242351055145264
0.040816325694322586 0.4166666865348816 5.434086799621582 3.459597587585449 10.868173599243164 6.919195175170898
0.040816325694322586 0.4583333432674408 5.434086799621582 3.3000917434692383 10.868173599243164 6.600183486938477
