2qubits 4qubits 6qubits 8qubits 10qubits 15qubits
0.20479486882686615 0.15661674737930298 0.17049561440944672 0.16179880499839783 0.191278338432312 0.1466093510389328 0.23431293666362762 
0.13412517309188843 0.084050752222538 0.08797784894704819 0.09644491970539093 0.11735130846500397 0.11633412539958954 0.07697224617004395 
0.11050938814878464 0.053772248327732086 0.04002636298537254 0.03328421711921692 0.03214666619896889 0.025948304682970047 0.036957789212465286 
0.10643060505390167 0.044809721410274506 0.030151154845952988 0.008707592263817787 0.009939974173903465 0.010955099947750568 0.013214285485446453 
0.09737081080675125 0.04525403305888176 0.024361632764339447 0.007621129974722862 0.003991606645286083 0.0033018237445503473 0.003775219200178981 
0.09227895736694336 0.05115284025669098 0.02048601023852825 0.005426320247352123 0.0002221902832388878 0.00015407108003273606 0.00018841018027160317 
