x y z
1.653469817678838716e-01 1.157428872375186657e+00 8.707264436348988168e-02
4.960409453036516148e-01 1.157428872375186657e+00 -3.457930828299560222e-02
8.267349088394189138e-01 1.157428872375186657e+00 -1.310638010034768097e-01
1.157428872375186657e+00 1.157428872375186657e+00 -1.919252419005280097e-01
1.488122835910954400e+00 1.157428872375186657e+00 -2.105683494903983766e-01
1.818816799446722143e+00 1.157428872375186657e+00 -1.849728537881094592e-01
2.149510762982489886e+00 1.157428872375186657e+00 -1.179124239080358016e-01
2.480204726518257630e+00 1.157428872375186657e+00 -1.665409797746442155e-02
2.810898690054025373e+00 1.157428872375186657e+00 1.078292132042112939e-01
3.141592653589793116e+00 1.157428872375186657e+00 2.420478113128731179e-01
-3.141592653589793116e+00 1.488122835910954400e+00 3.453937524506116019e-01
-2.810898690054025373e+00 1.488122835910954400e+00 4.505154815762354437e-01
-2.480204726518257630e+00 1.488122835910954400e+00 5.278791487050251696e-01
-2.149510762982489886e+00 1.488122835910954400e+00 5.691012000825899086e-01
-1.818816799446722365e+00 1.488122835910954400e+00 5.697145868161431759e-01
-1.488122835910954622e+00 1.488122835910954400e+00 5.296528389354320243e-01
-1.157428872375187101e+00 1.488122835910954400e+00 4.532572684453954337e-01
-8.267349088394193579e-01 1.488122835910954400e+00 3.488065208080391444e-01
-4.960409453036516148e-01 1.488122835910954400e+00 2.276194552502102120e-01
-1.653469817678838716e-01 1.488122835910954400e+00 1.028285707361670243e-01
1.653469817678838716e-01 1.488122835910954400e+00 -1.204310406691261326e-02
4.960409453036516148e-01 1.488122835910954400e+00 -1.045474407764314106e-01
8.267349088394189138e-01 1.488122835910954400e+00 -1.646601591572413037e-01
1.157428872375186657e+00 1.488122835910954400e+00 -1.858671134278523374e-01
1.488122835910954400e+00 1.488122835910954400e+00 -1.658702010332411825e-01
1.818816799446722143e+00 1.488122835910954400e+00 -1.068363977154295208e-01
2.149510762982489886e+00 1.488122835910954400e+00 -1.516293206774405045e-02
2.480204726518257630e+00 1.488122835910954400e+00 9.921595344651173987e-02
2.810898690054025373e+00 1.488122835910954400e+00 2.239055318105964698e-01
3.141592653589793116e+00 1.488122835910954400e+00 3.453937524506133228e-01
-3.141592653589793116e+00 1.818816799446722143e+00 4.561450223047381347e-01
-2.810898690054025373e+00 1.818816799446722143e+00 5.362981858610061936e-01
-2.480204726518257630e+00 1.818816799446722143e+00 5.795178200741863961e-01
-2.149510762982489886e+00 1.818816799446722143e+00 5.811204069555575558e-01
-1.818816799446722365e+00 1.818816799446722143e+00 5.409322813498282922e-01
-1.488122835910954622e+00 1.818816799446722143e+00 4.633084502493965418e-01
-1.157428872375187101e+00 1.818816799446722143e+00 3.566606602118348457e-01
-8.267349088394193579e-01 1.818816799446722143e+00 2.325458540986700684e-01
-4.960409453036516148e-01 1.818816799446722143e+00 1.044137969919177733e-01
-1.653469817678838716e-01 1.818816799446722143e+00 -1.385041454720281617e-02
1.653469817678838716e-01 1.818816799446722143e+00 -1.094310181401043081e-01
4.960409453036516148e-01 1.818816799446722143e+00 -1.719703723016293706e-01
8.267349088394189138e-01 1.818816799446722143e+00 -1.946913676103079194e-01
1.157428872375186657e+00 1.818816799446722143e+00 -1.751318316718804557e-01
1.488122835910954400e+00 1.818816799446722143e+00 -1.154113437027468048e-01
1.818816799446722143e+00 1.818816799446722143e+00 -2.200154523321018463e-02
2.149510762982489886e+00 1.818816799446722143e+00 9.497516267019240344e-02
2.480204726518257630e+00 1.818816799446722143e+00 2.228425386254972440e-01
2.810898690054025373e+00 1.818816799446722143e+00 3.477441683811767215e-01
3.141592653589793116e+00 1.818816799446722143e+00 4.561450223047354702e-01
-3.141592653589793116e+00 2.149510762982489886e+00 5.623000023035398254e-01
-2.810898690054025373e+00 2.149510762982489886e+00 6.195092544165681225e-01
-2.480204726518257630e+00 2.149510762982489886e+00 6.313535312687168499e-01
-2.149510762982489886e+00 2.149510762982489886e+00 5.965493216801731613e-01
-1.818816799446722365e+00 2.149510762982489886e+00 5.188682018028027976e-01
-1.488122835910954622e+00 2.149510762982489886e+00 4.067281263220886012e-01
-1.157428872375187101e+00 2.149510762982489886e+00 2.722812124489198404e-01
-8.267349088394193579e-01 2.149510762982489886e+00 1.300968694602664399e-01
-4.960409453036516148e-01 2.149510762982489886e+00 -4.417022863656250298e-03
-1.653469817678838716e-01 2.149510762982489886e+00 -1.166837970914590406e-01
1.653469817678838716e-01 2.149510762982489886e+00 -1.945376062370729464e-01
4.960409453036516148e-01 2.149510762982489886e+00 -2.295417820532557052e-01
8.267349088394189138e-01 2.149510762982489886e+00 -2.179030789445752792e-01
1.157428872375186657e+00 2.149510762982489886e+00 -1.608827309859369725e-01
1.488122835910954400e+00 2.149510762982489886e+00 -6.465977764052438514e-02
1.818816799446722143e+00 2.149510762982489886e+00 6.033853104373637644e-02
2.149510762982489886e+00 2.149510762982489886e+00 2.005666887723013270e-01
2.480204726518257630e+00 2.149510762982489886e+00 3.408287987912329564e-01
2.810898690054025373e+00 2.149510762982489886e+00 4.659252850890965303e-01
3.141592653589793116e+00 2.149510762982489886e+00 5.623000023035402695e-01
-3.141592653589793116e+00 2.480204726518257630e+00 6.523551531999313147e-01
-2.810898690054025373e+00 2.480204726518257630e+00 6.911314768121676888e-01
-2.480204726518257630e+00 2.480204726518257630e+00 6.777690786667651679e-01
-2.149510762982489886e+00 2.480204726518257630e+00 6.137159819417385975e-01
-1.818816799446722365e+00 2.480204726518257630e+00 5.059133335534552467e-01
-1.488122835910954622e+00 2.480204726518257630e+00 3.660432231852182028e-01
-1.157428872375187101e+00 2.480204726518257630e+00 2.092627476037992040e-01
-8.267349088394193579e-01 2.480204726518257630e+00 5.256150403817727579e-02
-4.960409453036516148e-01 2.480204726518257630e+00 -8.707949630099587335e-02
-1.653469817678838716e-01 2.480204726518257630e+00 -1.945279842736001297e-01
1.653469817678838716e-01 2.480204726518257630e+00 -2.581402489727364080e-01
4.960409453036516148e-01 2.480204726518257630e+00 -2.710229144722649530e-01
8.267349088394189138e-01 2.480204726518257630e+00 -2.317799440701621139e-01
1.157428872375186657e+00 2.480204726518257630e+00 -1.446639225269195639e-01
1.488122835910954400e+00 2.480204726518257630e+00 -1.911522252109565390e-02
1.818816799446722143e+00 2.480204726518257630e+00 1.312610062128787280e-01
2.149510762982489886e+00 2.480204726518257630e+00 2.901691659640771581e-01
2.480204726518257630e+00 2.480204726518257630e+00 4.403890919093061407e-01
2.810898690054025373e+00 2.480204726518257630e+00 5.656421241700910763e-01
3.141592653589793116e+00 2.480204726518257630e+00 6.523551531999320918e-01
-3.141592653589793116e+00 2.810898690054025373e+00 7.165516020446346390e-01
-2.810898690054025373e+00 2.810898690054025373e+00 7.434034739179551377e-01
-2.480204726518257630e+00 2.810898690054025373e+00 7.137346174963139500e-01
-2.149510762982489886e+00 2.810898690054025373e+00 6.307601137327456531e-01
-1.818816799446722365e+00 2.810898690054025373e+00 5.034715375920933988e-01
-1.488122835910954622e+00 2.810898690054025373e+00 3.456625813849753537e-01
-1.157428872375187101e+00 2.810898690054025373e+00 1.744342941746702125e-01
-8.267349088394193579e-01 2.810898690054025373e+00 8.341917761043315949e-03
-4.960409453036516148e-01 2.810898690054025373e+00 -1.346158616827330401e-01
-1.653469817678838716e-01 2.810898690054025373e+00 -2.389473505354270388e-01
1.653469817678838716e-01 2.810898690054025373e+00 -2.933466131100007090e-01
4.960409453036516148e-01 2.810898690054025373e+00 -2.919186452149681865e-01
8.267349088394189138e-01 2.810898690054025373e+00 -2.348181893289684741e-01
1.157428872375186657e+00 2.810898690054025373e+00 -1.282329658521033089e-01
