Random_2_4,IdentityBlocks_2_4,One IdentityBlock_2_4,Xavier Uniform_2_4,Xavier Normal_2_4,Random_2_8,IdentityBlocks_2_8,One IdentityBlock_2_8,Xavier Uniform_2_8,Xavier Normal_2_8,Random_2_12,IdentityBlocks_2_12,One IdentityBlock_2_12,Xavier Uniform_2_12,Xavier Normal_2_12,Random_4_4,IdentityBlocks_4_4,One IdentityBlock_4_4,Xavier Uniform_4_4,Xavier Normal_4_4,Random_4_8,IdentityBlocks_4_8,One IdentityBlock_4_8,Xavier Uniform_4_8,Xavier Normal_4_8,Random_4_12,IdentityBlocks_4_12,One IdentityBlock_4_12,Xavier Uniform_4_12,Xavier Normal_4_12,Random_8_4,IdentityBlocks_8_4,One IdentityBlock_8_4,Xavier Uniform_8_4,Xavier Normal_8_4,Random_8_8,IdentityBlocks_8_8,One IdentityBlock_8_8,Xavier Uniform_8_8,Xavier Normal_8_8,Random_8_12,IdentityBlocks_8_12,One IdentityBlock_8_12,Xavier Uniform_8_12,Xavier Normal_8_12,idx
0.6667691326295366,0.6645633354236229,0.6651107875475408,0.6650854585612723,0.6714332793860603,0.6597343668673792,0.6598609944166505,0.6637501805618499,0.6790825686551947,0.669853044467239,0.6655754969458298,0.6674037676659406,0.674286097655483,0.6646782950516407,0.6692806864580445,0.665137137340244,0.6682622390481742,0.6622648210267587,0.6633808175190271,0.6656253177149298,0.6652775666374283,0.6616093484569744,0.6668240275306817,0.6652232385415512,0.6675172885079147,0.6641903314596616,0.6727533005697791,0.6692605107598534,0.6604503111134814,0.666149949630361,0.6619849411228953,0.6647177485040955,0.661625360068346,0.6597034048996571,0.6537968041464481,0.6584537762111617,0.658327955338104,0.6622438689543643,0.6575613208576444,0.6661686163524679,0.6617935718740078,0.6582354663843586,0.6603406924770328,0.6601494046704302,0.6693120497534889,1
0.6600216734994894,0.6608525221784849,0.6615300163566747,0.6609876041780754,0.6610712945025455,0.6548091367042062,0.6564899085750256,0.6555490764588762,0.6586767645091418,0.6614577011504763,0.6627185006441829,0.6628085063461018,0.665583484164075,0.6599229057756136,0.6628716395499075,0.6611926323482022,0.6608682508736596,0.6612443432587378,0.6600316978063229,0.660899020067023,0.6599563841760845,0.6543258819367581,0.6628990009599057,0.660830504036622,0.6617669156967702,0.6587301172180245,0.662021613492473,0.6607961284639011,0.6527422137439005,0.6573600299742067,0.655774730879465,0.6535238614060511,0.6486971628071381,0.6440841981349567,0.625876478906018,0.6464777450016927,0.6421468819229377,0.6487501695518414,0.6455542385284382,0.6550337838444381,0.6555435982771882,0.6464681614730036,0.6472706531184679,0.6446557332826243,0.6569208579071849,2
0.6549353779054974,0.6532631321572214,0.6546836758075969,0.6548882056459476,0.6560333537083625,0.6243440744520863,0.6406362301554601,0.6407564634271006,0.6359378786469747,0.6583508347189361,0.6627185006441829,0.6596538630773405,0.6586894225308315,0.6564581385679671,0.6500216531614359,0.6546064245222551,0.6510652483582524,0.6425988913933108,0.6496501923314745,0.6474528822449319,0.6549296209615537,0.6393308159562384,0.6605525358760542,0.6546151583679647,0.6582746029856665,0.6557830169352029,0.652436805853626,0.6546760313179872,0.625743806861496,0.6472177600417983,0.645413685603251,0.6165053250826747,0.6053848041325287,0.6135704455064172,0.585270062522905,0.6022324656506458,0.6083573215829892,0.6379261041269487,0.589151437460275,0.6087992885306328,0.6469402355567541,0.596768174923779,0.6218256378236171,0.614925415578472,0.6531927241560327,3
0.6396026434504519,0.6492462820179427,0.6434873339606222,0.6380477369925052,0.6265303462690559,0.6049305959647115,0.6210108058256925,0.6248168454380437,0.612899802033967,0.6428631283135297,0.6593383853155167,0.6511951230711917,0.647884687521037,0.634974227579082,0.620516990599419,0.6394582508188547,0.6241918410188246,0.6165190648483184,0.6258883682055906,0.59114252712249,0.6227238573421325,0.6020267113081381,0.6504907688236158,0.6492502180949771,0.6484560064983248,0.6464474366494742,0.6360099602660902,0.6497813781269619,0.5920897194266667,0.6357510238831774,0.6034303144031727,0.5948846216897727,0.5832524795730534,0.5915810070471784,0.5760962264124688,0.5760734770563479,0.5878935259476766,0.6003269950012005,0.5630005389010502,0.5904888065746885,0.616633148211231,0.5868088674173039,0.5855819853816119,0.5813108616998075,0.6339933271340562,4
0.6175714085159221,0.5985585393623295,0.6159886633048345,0.6194141288182214,0.6033887724468986,0.6024048341444262,0.5968200600474228,0.6019161470760657,0.6078545565662582,0.6325444037127749,0.6566422573723066,0.6282934942950804,0.6082488960136447,0.6139995403488989,0.5993012597733209,0.6142961292922601,0.5997267080048575,0.5922869633926314,0.607287932036531,0.574482077150698,0.6002154794954845,0.5906071807306885,0.6438208403378068,0.6335733350719936,0.6196687506559447,0.6113270546186049,0.5999805215486665,0.612977213655449,0.5858613702862068,0.5905488177962671,0.5895172089535514,0.5805363864790688,0.5753505113222819,0.5862899417920793,0.5356203450117019,0.5511480855862539,0.5489760320350775,0.5778215318133879,0.5358634636088065,0.5807007177445724,0.5934615051345913,0.5783405598126926,0.5627584314568113,0.5616325639262203,0.6058576710897001,5
0.6009890156238694,0.5867250663719067,0.5927111980354735,0.583403164877164,0.5964183194043642,0.5955293692152835,0.5706332515723678,0.5994274879754378,0.6019437448834972,0.6114012007090751,0.6397498761759508,0.6098080430368019,0.606237088294503,0.5915957951880985,0.5961470589744584,0.5983672221038959,0.5844503216757067,0.5845489971038724,0.5966073811372631,0.558142849933431,0.57799117757333,0.5768607744859293,0.6302389723881993,0.5915797742425756,0.5814747230546867,0.5900749648267527,0.5801870894307318,0.5933352007965221,0.5761381812523553,0.574931171518608,0.576113827201659,0.5518394477166618,0.5510432596627385,0.5654798958360929,0.5083871358589208,0.5378094649270626,0.5271334619780944,0.5554391181807454,0.5224976621006191,0.5670855256072217,0.5812644326700328,0.5571085042383156,0.5472068584293303,0.5236458636358164,0.5860155379409242,6
0.5973802385278935,0.5646483726895183,0.583664508414521,0.5743551989326527,0.5760496909005044,0.5754018044592762,0.5572924159024276,0.5911621983122896,0.5923563137559605,0.5833442412443316,0.6124939245099817,0.590983107566472,0.6012493664699495,0.5879800375923818,0.5789915857745281,0.5828154097073042,0.5655539861170782,0.5744967518361184,0.5896212316235576,0.5416738978254884,0.5540972263517888,0.5565347435672086,0.5863241799190236,0.5508696838138951,0.5656453591073594,0.5821273388738101,0.5729624668240129,0.5902436758074527,0.5548588842281594,0.5538812854493596,0.5617041477461385,0.5216569850116853,0.5012278280085954,0.5587063665782631,0.4740357434900866,0.5131714036751283,0.476803425923088,0.550182212290052,0.4831193303445009,0.5450807884164243,0.5587278361257495,0.5192238321737195,0.5387129516868071,0.4753664702189766,0.581866858958685,7
0.5900058478266282,0.5220871246808249,0.5699011859427735,0.5471693211969993,0.553275787499786,0.5478007331127449,0.5547655358720459,0.5696933258262956,0.5580546709423135,0.5768833477860075,0.6028104955496867,0.5835970344292052,0.5779834402200976,0.5841469069362082,0.5726367782395447,0.5712750881714628,0.5511242128768531,0.5486069177029863,0.5563866815831188,0.5113219864289343,0.5406429583351461,0.5293804835397784,0.5824348257209613,0.5143408564203585,0.550220155751041,0.5644132090350573,0.5473683580985753,0.5809034431267618,0.5345366799504295,0.5364261712325423,0.5413306553206451,0.4975021104357769,0.4843083892500635,0.531261449525609,0.4408328974157773,0.5104611479515387,0.4731035036146322,0.5414568321384647,0.4621547714228802,0.5253766839435081,0.5178566856096781,0.514497744601283,0.5229414929022069,0.4625196593034241,0.5719044759625062,8
0.5499418647794105,0.4980235699654054,0.5554426743977835,0.5370662219703131,0.5414812295945584,0.5182044536665794,0.5543772162859849,0.5577965066683177,0.5538650238762666,0.5643316505345091,0.5992045631396524,0.5716784126195831,0.5574102321582702,0.581628373064068,0.5484369104296143,0.5501263695237009,0.5221312847014293,0.5374927977285279,0.523047270631966,0.4968767699092447,0.5276447410852676,0.5010535956510316,0.564300357537865,0.5131622896649981,0.5355648763811702,0.5246480333951808,0.5329701795927482,0.5555309256125616,0.5246061903743686,0.5203372357670365,0.5132921735263676,0.435032513035897,0.4683126134360337,0.5102554011457312,0.3981332804157749,0.4734057455010978,0.4687294617622127,0.5112110929595246,0.4519372492146887,0.4929911074666764,0.5065528111345435,0.5035418468567651,0.4427874247397202,0.4504621889297075,0.5397181490303294,9
0.5162531664781124,0.4659907365861355,0.5326509936075338,0.5281579373826188,0.5206564917071614,0.516127148769383,0.5531660733556875,0.5521602836020749,0.5518901636570583,0.5573697449378888,0.594636956054543,0.5538303176538978,0.5515727907842103,0.5490133759258996,0.5374390811432277,0.5288574112429485,0.4934028756540216,0.4927512443032642,0.5163832764825922,0.4849049436062807,0.5197209345229997,0.4678082676995622,0.5432552072785743,0.5102320398801921,0.5254145454049042,0.5194191417394275,0.5281894243835622,0.5427389780764844,0.5068874092084522,0.515736940792255,0.5060728566131434,0.4215243691297878,0.4370121429684122,0.4824923050042816,0.3795582529290157,0.4694003281057617,0.4622500528316087,0.4995719067162714,0.4463612142076305,0.4792643739258639,0.4929801089355097,0.4896360723043111,0.4259100912974404,0.4276449571291387,0.5263110995264205,10
