idx x y z
210 -0.5972612500190735 0.7850781679153442 0.16412878036499023
211 -0.5830149054527283 0.7925082445144653 0.17894315719604492
212 -0.568489670753479 0.7996135354042053 0.19348305463790894
213 -0.5536938905715942 0.8063958883285522 0.20773693919181824
214 -0.5386348962783813 0.8128546476364136 0.2216900885105133
215 -0.5233258008956909 0.818996787071228 0.23532867431640625
216 -0.5077753067016602 0.8248252868652344 0.2486436367034912
217 -0.4920002818107605 0.8303531408309937 0.26162469387054443
218 -0.47601014375686646 0.8355835676193237 0.2742595374584198
219 -0.4598144292831421 0.8405206799507141 0.2865382134914398
220 -0.44342511892318726 0.8451679944992065 0.29844915866851807
221 -0.4268551468849182 0.8495346903800964 0.30998343229293823
222 -0.41011670231819153 0.8536274433135986 0.3211323022842407
223 -0.3932233452796936 0.8574546575546265 0.3318873643875122
224 -0.3761863708496094 0.8610187768936157 0.3422394394874573
225 -0.35902053117752075 0.8643323183059692 0.3521823287010193
226 -0.3417348861694336 0.8674049377441406 0.36171063780784607
227 -0.3243442475795746 0.8702312111854553 0.3708101511001587
228 -0.3068625330924988 0.8728299140930176 0.3794809877872467
229 -0.2893006205558777 0.8752032518386841 0.3877158463001251
230 -0.2716745138168335 0.877366304397583 0.3955112397670746
231 -0.2539946436882019 0.8793139457702637 0.40285566449165344
232 -0.2362762987613678 0.8810647130012512 0.40975117683410645
233 -0.21853119134902954 0.8826264142990112 0.41619351506233215
234 -0.20077410340309143 0.8840028047561646 0.4221764802932739
235 -0.1830172836780548 0.8852031826972961 0.42769891023635864
236 -0.16527172923088074 0.8862305879592896 0.4327552914619446
237 -0.14755523204803467 0.8871052861213684 0.4373498260974884
238 -0.12987935543060303 0.8878239989280701 0.44147419929504395
239 -0.11225572228431702 0.8884004950523376 0.4451320171356201
240 -0.09469857811927795 0.8888428211212158 0.44832298159599304
241 -0.07722190022468567 0.8891568183898926 0.4510436952114105
242 -0.059837132692337036 0.8893497586250305 0.4532969892024994
243 -0.04255974292755127 0.8894307017326355 0.4550817906856537
244 -0.02539968490600586 0.8894109725952148 0.4564019441604614
245 -0.008369863033294678 0.8892948627471924 0.4572579860687256
246 0.008514583110809326 0.8890895247459412 0.45765161514282227
247 0.02524280548095703 0.8888081908226013 0.45758816599845886
248 0.041801393032073975 0.8884522318840027 0.45706799626350403
249 0.058179810643196106 0.8880305886268616 0.45609551668167114
250 0.07436355948448181 0.8875487446784973 0.45467281341552734
251 0.09034320712089539 0.8870230913162231 0.4528096616268158
252 0.10610523819923401 0.8864457607269287 0.4505036473274231
253 0.121639683842659 0.8858410120010376 0.4477689266204834
254 0.1369323581457138 0.885201096534729 0.4446024000644684
255 0.1519746333360672 0.8845398426055908 0.4410138726234436
256 0.16675353050231934 0.8838638663291931 0.4370109438896179
257 0.18126007914543152 0.8831775784492493 0.43259942531585693
258 0.1954820305109024 0.8824880123138428 0.4277849793434143
259 0.20941081643104553 0.8818038702011108 0.4225783348083496
260 0.2230348140001297 0.8811275362968445 0.41698500514030457
261 0.23634397983551025 0.8804641366004944 0.4110124409198761
262 0.24932844936847687 0.8798192143440247 0.40466979146003723
263 0.26198112964630127 0.8791999220848083 0.39796748757362366
264 0.2742908000946045 0.8786138296127319 0.3909127712249756
265 0.28624653816223145 0.8780546188354492 0.3835144639015198
266 0.2978439927101135 0.8775384426116943 0.37578317523002625
267 0.309072345495224 0.8770670890808105 0.36773020029067993
268 0.3199268579483032 0.8766470551490784 0.35936567187309265
269 0.33039388060569763 0.8762702941894531 0.35069531202316284
270 0.34047096967697144 0.8759554028511047 0.3417360186576843
271 0.35014891624450684 0.8756977915763855 0.33249375224113464
272 0.35942038893699646 0.8754997253417969 0.3229812681674957
273 0.36827903985977173 0.8753662705421448 0.31321078538894653
274 0.37672096490859985 0.8753052353858948 0.30319324135780334
275 0.38473764061927795 0.8753104209899902 0.29293960332870483
276 0.3923211693763733 0.8753828406333923 0.2824603319168091
277 0.399471640586853 0.8755342364311218 0.271769642829895
278 0.4061836898326874 0.8757643699645996 0.2608794867992401
279 0.41244789958000183 0.876065194606781 0.2497996985912323
280 0.41826096177101135 0.8764416575431824 0.23854315280914307
281 0.42362356185913086 0.8769030570983887 0.2271246314048767
282 0.4285281002521515 0.8774410486221313 0.21555274724960327
283 0.4329712390899658 0.8780597448348999 0.2038436233997345
284 0.43694978952407837 0.8787546753883362 0.19200587272644043
285 0.4404633343219757 0.879530131816864 0.18005451560020447
286 0.443509042263031 0.880386471748352 0.16800165176391602
287 0.4460810422897339 0.881317675113678 0.1558593511581421
288 0.4481840133666992 0.8823286294937134 0.14364096522331238
289 0.4498116075992584 0.8834151029586792 0.13135799765586853
290 0.4509637951850891 0.8845744132995605 0.11902353167533875
291 0.4516412019729614 0.8858055472373962 0.10664936900138855
292 0.45184242725372314 0.8871085047721863 0.09424957633018494
293 0.45156681537628174 0.8884767889976501 0.08183443546295166
294 0.45081594586372375 0.8899118900299072 0.06941729784011841
295 0.4495916962623596 0.8914122581481934 0.05701106786727905
296 0.44789236783981323 0.8929749131202698 0.04462707042694092
297 0.4457223117351532 0.894592821598053 0.032276451587677
298 0.4430779814720154 0.8962587714195251 0.019972264766693115
299 0.43996569514274597 0.897980272769928 0.007725924253463745
300 0.43638789653778076 0.8997458219528198 -0.004449576139450073
301 0.43234723806381226 0.9015581011772156 -0.016544431447982788
302 0.4278419613838196 0.9034041166305542 -0.028547585010528564
303 0.42287883162498474 0.9052804112434387 -0.04044583439826965
304 0.41746434569358826 0.9071934223175049 -0.05223020911216736
305 0.41159456968307495 0.9091231226921082 -0.06388849020004272
306 0.40528199076652527 0.9110763669013977 -0.07541191577911377
307 0.39852607250213623 0.9130445718765259 -0.0867876410484314
308 0.39133208990097046 0.9150185585021973 -0.09800603985786438
309 0.38370615243911743 0.916996419429779 -0.1090584397315979
310 0.3756502866744995 0.9189661741256714 -0.11993324756622314
311 0.3671768605709076 0.9209370613098145 -0.13062343001365662
312 0.3582843840122223 0.9228882789611816 -0.1411173939704895
313 0.3489837944507599 0.9248190522193909 -0.15140700340270996
314 0.33927932381629944 0.9267212748527527 -0.16148221492767334
315 0.3291780948638916 0.9285926818847656 -0.17133638262748718
316 0.3186889588832855 0.9304279685020447 -0.18096104264259338
317 0.3078145980834961 0.9322115182876587 -0.1903459131717682
318 0.2965661287307739 0.9339479804039001 -0.19948720932006836
319 0.28494787216186523 0.9356184601783752 -0.20837360620498657
320 0.2729721665382385 0.9372290372848511 -0.21699988842010498
321 0.26064497232437134 0.9387667775154114 -0.22535941004753113
322 0.2479725033044815 0.9402181506156921 -0.23344507813453674
323 0.23496675491333008 0.9415904879570007 -0.2412511110305786
324 0.22163406014442444 0.9428660273551941 -0.2487703263759613
325 0.2079848200082779 0.9440418481826782 -0.2559983432292938
326 0.19402559101581573 0.9451026320457458 -0.2629278004169464
327 0.17976926267147064 0.9460551738739014 -0.26955804228782654
328 0.16522330045700073 0.9468841552734375 -0.27588140964508057
329 0.15039774775505066 0.9475842714309692 -0.28189316391944885
330 0.13530221581459045 0.9481486082077026 -0.2875911593437195
331 0.11994600296020508 0.9485670924186707 -0.2929704189300537
332 0.1043422520160675 0.9488369822502136 -0.29802796244621277
333 0.08849811553955078 0.9489481449127197 -0.30276042222976685
334 0.07242417335510254 0.9488949179649353 -0.30716580152511597
335 0.056133151054382324 0.94866943359375 -0.3112403154373169
336 0.03963404893875122 0.9482671022415161 -0.31498515605926514
337 0.022939354181289673 0.9476845860481262 -0.31839701533317566
338 0.006056725978851318 0.9469013214111328 -0.3214726448059082
339 -0.010998845100402832 0.9459226727485657 -0.3242133855819702
340 -0.028218835592269897 0.9447367787361145 -0.3266168236732483
341 -0.045591145753860474 0.9433396458625793 -0.32868343591690063
342 -0.06310385465621948 0.9417240619659424 -0.3304137587547302
343 -0.08074599504470825 0.9398836493492126 -0.3318077623844147
344 -0.09850722551345825 0.9378118515014648 -0.33286523818969727
345 -0.11637508869171143 0.9355105757713318 -0.33359068632125854
346 -0.13433709740638733 0.9329609274864197 -0.33398115634918213
347 -0.15238341689109802 0.9301627278327942 -0.3340390920639038
348 -0.17050009965896606 0.9271100759506226 -0.3337675929069519
349 -0.18867698311805725 0.9237980842590332 -0.3331676125526428
350 -0.20690292119979858 0.9202213883399963 -0.33224260807037354
351 -0.22516551613807678 0.9163758754730225 -0.3309965431690216
352 -0.2434520423412323 0.9122551679611206 -0.3294299840927124
353 -0.2617526352405548 0.9078544974327087 -0.327548086643219
354 -0.280053049325943 0.9031699895858765 -0.3253535330295563
355 -0.2983437478542328 0.8981982469558716 -0.3228522837162018
356 -0.3166133165359497 0.8929338455200195 -0.32004648447036743
357 -0.33484765887260437 0.8873720169067383 -0.31694096326828003
358 -0.35303792357444763 0.8815116286277771 -0.3135424852371216
359 -0.37116697430610657 0.8753420114517212 -0.3098523020744324
360 -0.3892308175563812 0.8688715100288391 -0.30587923526763916
361 -0.40721356868743896 0.862090528011322 -0.30162927508354187
362 -0.42510637640953064 0.8549964427947998 -0.2971057891845703
363 -0.44289305806159973 0.8475824594497681 -0.2923147678375244
364 -0.4605678915977478 0.8398571014404297 -0.28726479411125183
365 -0.4781140089035034 0.8318066596984863 -0.28195920586586
366 -0.495527982711792 0.823439359664917 -0.2764076292514801
367 -0.5127895474433899 0.8147456645965576 -0.2706173360347748
368 -0.5298975110054016 0.8057323694229126 -0.2645934820175171
369 -0.5468317270278931 0.7963877320289612 -0.2583416700363159
370 -0.5635855793952942 0.7867186069488525 -0.25187307596206665
371 -0.5801530480384827 0.7767276763916016 -0.24519485235214233
372 -0.5965163111686707 0.7664055228233337 -0.2383122742176056
373 -0.6126677989959717 0.7557582855224609 -0.23123705387115479
374 -0.6285971999168396 0.7447823286056519 -0.22397339344024658
375 -0.6442966461181641 0.7334825396537781 -0.2165319323539734
376 -0.6597527265548706 0.7218576669692993 -0.20892107486724854
377 -0.6749594211578369 0.7099096775054932 -0.20114770531654358
378 -0.6899052858352661 0.697638750076294 -0.19322267174720764
379 -0.7045803666114807 0.6850486993789673 -0.18515312671661377
380 -0.7189720869064331 0.6721359491348267 -0.1769481599330902
381 -0.7330809831619263 0.6589112281799316 -0.1686166524887085
382 -0.7468875050544739 0.6453702449798584 -0.16016852855682373
383 -0.7603923082351685 0.6315221190452576 -0.15161141753196716
384 -0.7735807299613953 0.6173627376556396 -0.1429542899131775
385 -0.7864450216293335 0.602900505065918 -0.1342088282108307
386 -0.7989833354949951 0.5881412029266357 -0.1253824532032013
387 -0.8111798167228699 0.5730831623077393 -0.11648452281951904
388 -0.8230297565460205 0.5577317476272583 -0.10752317309379578
389 -0.834526777267456 0.5420944690704346 -0.09850949048995972
390 -0.845662534236908 0.5261745452880859 -0.0894518494606018
391 -0.8564269542694092 0.5099740624427795 -0.08036008477210999
392 -0.8668215274810791 0.49350476264953613 -0.07124131917953491
393 -0.8768309354782104 0.4767673909664154 -0.06210857629776001
394 -0.8864579200744629 0.4597707986831665 -0.05296802520751953
395 -0.8956867456436157 0.4425179362297058 -0.043829530477523804
396 -0.9045222401618958 0.42501938343048096 -0.03470250964164734
397 -0.912948489189148 0.40727663040161133 -0.02559599280357361
398 -0.9209640026092529 0.3893001079559326 -0.01651880145072937
399 -0.9285657405853271 0.37109580636024475 -0.007479339838027954
400 -0.9357481002807617 0.35267123579978943 0.0015117228031158447
401 -0.9425064325332642 0.33403486013412476 0.010449320077896118
402 -0.9488301277160645 0.31519198417663574 0.019320935010910034
403 -0.9547273516654968 0.29615357518196106 0.028120338916778564
404 -0.9601840972900391 0.2769266963005066 0.03683832287788391
405 -0.9652048945426941 0.2575196623802185 0.0454670786857605
406 -0.9697786569595337 0.23794105648994446 0.05399960279464722
407 -0.9739056825637817 0.2182001769542694 0.062424302101135254
408 -0.9775841236114502 0.19830507040023804 0.07073754072189331
409 -0.9808118939399719 0.17826540768146515 0.0789293646812439
410 -0.9835865497589111 0.15809288620948792 0.08699342608451843
411 -0.9859059453010559 0.13779336214065552 0.09492135047912598
412 -0.9877626895904541 0.11737614870071411 0.10270553827285767
413 -0.9891663789749146 0.09685680270195007 0.11034107208251953
414 -0.990105390548706 0.07623957097530365 0.11781936883926392
415 -0.9905850291252136 0.055535588413476944 0.12513360381126404
416 -0.9906036257743835 0.034758422523736954 0.1322794258594513
417 -0.9901593327522278 0.013915005140006542 0.13924917578697205
418 -0.9892556071281433 -0.0069819604977965355 0.14603671431541443
419 -0.9878904223442078 -0.027924980968236923 0.15263807773590088
420 -0.9860590100288391 -0.048898838460445404 0.15904489159584045
421 -0.9837744832038879 -0.06989717483520508 0.16525483131408691
422 -0.9810248613357544 -0.0909070372581482 0.1712609827518463
423 -0.9778168201446533 -0.11191649734973907 0.17705824971199036
424 -0.9741537570953369 -0.1329156756401062 0.18264341354370117
425 -0.9700360298156738 -0.1538945436477661 0.1880112886428833
426 -0.9654654264450073 -0.1748407781124115 0.19315773248672485
427 -0.9604400992393494 -0.19574230909347534 0.19807764887809753
428 -0.9549735188484192 -0.21659120917320251 0.20277079939842224
429 -0.949055016040802 -0.2373727262020111 0.20723044872283936
430 -0.9427021741867065 -0.2580786645412445 0.21145591139793396
431 -0.935904324054718 -0.2786962687969208 0.21544355154037476
432 -0.9286729693412781 -0.29921457171440125 0.21918857097625732
433 -0.9210097193717957 -0.31962159276008606 0.22269165515899658
434 -0.912912905216217 -0.33990609645843506 0.22594937682151794
435 -0.9043993949890137 -0.3600614070892334 0.2289600968360901
436 -0.8954622745513916 -0.38006922602653503 0.2317219376564026
437 -0.8861116170883179 -0.3999244272708893 0.23423358798027039
438 -0.8763554692268372 -0.4196171164512634 0.23649507761001587
439 -0.8661860227584839 -0.4391266107559204 0.23850375413894653
440 -0.8556245565414429 -0.4584554135799408 0.2402622103691101
441 -0.8446669578552246 -0.47758519649505615 0.2417672872543335
442 -0.8333194255828857 -0.49650484323501587 0.24301862716674805
443 -0.8215950131416321 -0.5152081847190857 0.24401924014091492
444 -0.8094893097877502 -0.5336822867393494 0.24476724863052368
445 -0.7970156073570251 -0.5519168376922607 0.24526497721672058
446 -0.7841789722442627 -0.5699030160903931 0.24551215767860413
447 -0.7709861993789673 -0.5876301527023315 0.2455110251903534
448 -0.7574388384819031 -0.6050857901573181 0.24526157975196838
449 -0.7435547709465027 -0.6222671270370483 0.24476858973503113
450 -0.7293323278427124 -0.6391575336456299 0.24403029680252075
451 -0.7147817611694336 -0.655752420425415 0.24305245280265808
452 -0.6999099254608154 -0.6720412373542786 0.2418345808982849
453 -0.6847276091575623 -0.688015341758728 0.24038204550743103
454 -0.6692378520965576 -0.7036668062210083 0.2386956810951233
455 -0.6534502506256104 -0.7189843058586121 0.23677891492843628
456 -0.6373760104179382 -0.7339640259742737 0.23463618755340576
457 -0.6210188269615173 -0.7485924959182739 0.23227012157440186
458 -0.6043872237205505 -0.762864351272583 0.2296844720840454
