idx loss_qpinn_1 loss_qpinn_2 loss_qpinn_3 loss_qpinn_mean
0 34.57366814939812 15.867754743391279 36.978210413192926 29.139877768660778
1 5.592154702256964 5.505689527330789 8.816205068951446 6.638016432846399
2 3.0866574143875667 3.0796616199083857 1.9622982060993976 2.7095390801317834
3 1.7529371988832594 2.0349575745915267 1.1102928069228 1.632729193465862
4 1.24544249771518 1.2721500096570928 0.8095600502422968 1.10905085253819
5 1.0340539164332707 1.0301972398064052 0.63165275055999 0.8986346355998887
6 0.8818972784253933 0.9072741137013889 0.5082185783228645 0.765796656816549
7 0.7680823566212762 0.7918598501194456 0.4408975798026553 0.666946595514459
8 0.6254978638326243 0.6880130928842849 0.35757537358357894 0.5570287767668294
9 0.548228863793705 0.5975854198998163 0.30067121995902824 0.4821618345508498
10 0.4699792793063384 0.4988118930415202 0.23627806761537862 0.4016897466544124
11 0.4137101089411068 0.4212376365335566 0.19974132714186155 0.3448963575388417
12 0.37359922882076724 0.3362627663183515 0.1601785598638319 0.2900135183343169
13 0.32492243878218297 0.2849780025093458 0.12913395778777215 0.2463447996931003
14 0.29253107077665064 0.23765603616534436 0.11540324858612472 0.2151967851760399
15 0.2499476110326846 0.20011378686843395 0.09291605779850798 0.18099248523320885
16 0.22603704953039916 0.17337346089706918 0.0797289144841784 0.1597131416372156
17 0.1904914888536453 0.14061574386603226 0.06879256347621698 0.1332999320652982
18 0.16329587840588644 0.1208702413871392 0.06068225239760494 0.11494945739687686
19 0.14381366737691792 0.09616701617548173 0.050852806760200764 0.0969444967708668
20 0.12438171246919527 0.08292239924312916 0.04559661336380749 0.08430024169204398
21 0.10208530344845324 0.06995029433600708 0.03988119671127777 0.07063893149857936
22 0.08693591722689797 0.06186382817509006 0.035924832747415536 0.06157485938313453
23 0.07529519001875107 0.050988787567388894 0.033108032839203716 0.053130670141781224
24 0.06096851111392265 0.04746552244301716 0.03045908333858982 0.04629770563184321
25 0.05342117168776328 0.04426258407414352 0.028368939629542567 0.042017565130483124
26 0.04612157077523715 0.03960035868315348 0.02686789804823242 0.03752994250220768
