idx loss_pinn_1 loss_pinn_2 loss_pinn_3 loss_pinn_mean
0 23.818315505981445 16.286663055419922 6.64919900894165 15.584725856781006
1 2.2069311141967773 2.1973166465759277 1.6046323776245117 2.0029600461324057
2 1.114493489265442 0.7088416814804077 0.8217129707336426 0.8816827138264974
3 0.6999428272247314 0.4986155331134796 0.6009039878845215 0.5998207827409109
4 0.5743128061294556 0.4154343605041504 0.4955439567565918 0.4950970411300659
5 0.5059530138969421 0.39316245913505554 0.428717702627182 0.4426110585530599
6 0.4822835922241211 0.3717356026172638 0.36439913511276245 0.40613944331804913
7 0.4623013734817505 0.3465156853199005 0.3389316201210022 0.3825828929742177
8 0.4476112127304077 0.32589098811149597 0.31802645325660706 0.3638428846995036
9 0.4318503439426422 0.31395506858825684 0.29527658224105835 0.34702733159065247
10 0.41591256856918335 0.3038736581802368 0.28565514087677 0.3351471225420634
11 0.3911270201206207 0.2943468987941742 0.27552998065948486 0.3203346331914266
12 0.37950628995895386 0.2795407772064209 0.2701743543148041 0.30974047382672626
13 0.35589390993118286 0.2755740284919739 0.2641875445842743 0.2985518276691437
14 0.3468315601348877 0.2676279842853546 0.25766777992248535 0.29070910811424255
15 0.33458811044692993 0.26334279775619507 0.2531464993953705 0.2836924691994985
16 0.3216843903064728 0.25964635610580444 0.24895046651363373 0.27676040430863696
17 0.3138596713542938 0.2550937235355377 0.2455834448337555 0.27151227990786236
18 0.3073345422744751 0.25206446647644043 0.24344120919704437 0.2676134059826533
19 0.30120596289634705 0.24899688363075256 0.2402144819498062 0.26347244282563526
20 0.29730626940727234 0.24542441964149475 0.23867468535900116 0.26046845813592273
21 0.2920939326286316 0.24353574216365814 0.23723755776882172 0.2576224108537038
22 0.28609365224838257 0.2411307841539383 0.23454715311527252 0.25392386317253113
23 0.27180349826812744 0.23943163454532623 0.23111067712306976 0.24744860331217447
24 0.26567238569259644 0.2374712973833084 0.22957082092761993 0.24423816800117493
25 0.2598123252391815 0.23548588156700134 0.22289809584617615 0.23939876755078635
26 0.2573986351490021 0.2315620332956314 0.21658790111541748 0.235182856520017
27 0.254535049200058 0.2292831689119339 0.20901809632778168 0.2309454381465912
28 0.25302401185035706 0.2254609316587448 0.19302427768707275 0.22383640706539154
29 0.2507432699203491 0.22341161966323853 0.17827102541923523 0.21747530500094095
30 0.24866312742233276 0.2217339128255844 0.15476427972316742 0.2083871066570282
31 0.24684259295463562 0.2199200540781021 0.12733551859855652 0.19803272187709808
