idx loss_pinn_1 loss_pinn_2 loss_pinn_3 loss_pinn_mean
0 45.80494689941406 41.56744384765625 36.51655197143555 41.29631423950195
1 26.728435516357422 24.732364654541016 27.639177322387695 26.36665916442871
2 16.88694953918457 13.77752685546875 17.47735023498535 16.04727554321289
3 9.293251037597656 9.578935623168945 7.8197245597839355 8.897303740183512
4 7.067945957183838 6.357775688171387 3.716198682785034 5.71397344271342
5 5.609670162200928 3.728384494781494 2.0189096927642822 3.7856547832489014
6 3.9033966064453125 2.281217098236084 1.489578127861023 2.5580639441808066
7 3.0038018226623535 1.6128606796264648 1.3411376476287842 1.9859333833058674
8 2.184114694595337 1.216850996017456 1.2326782941818237 1.5445479949315388
9 1.9805073738098145 0.9453152418136597 1.0923609733581543 1.3393945296605427
10 1.792372703552246 0.7945413589477539 1.0206304788589478 1.2025148471196492
11 1.599648118019104 0.6462416052818298 0.9157021641731262 1.0538639624913533
12 1.3961751461029053 0.5439494848251343 0.8295862674713135 0.9232369661331177
13 1.1687082052230835 0.48099398612976074 0.7435981631278992 0.7977667848269144
14 0.9826909899711609 0.44204312562942505 0.6717273592948914 0.6988204916318258
15 0.8896036148071289 0.38401922583580017 0.6221773624420166 0.6319334010283152
16 0.8004505634307861 0.3352729380130768 0.5736836194992065 0.5698023736476898
17 0.7767620086669922 0.3088769316673279 0.5398575067520142 0.5418321490287781
18 0.7421351671218872 0.2807101011276245 0.5076773166656494 0.5101741949717203
19 0.716519296169281 0.25441309809684753 0.4718470871448517 0.4809264938036601
20 0.6860865354537964 0.2389104664325714 0.42830345034599304 0.4511001507441203
21 0.6656109690666199 0.2105991244316101 0.39026424288749695 0.4221581121285756
22 0.6379104852676392 0.18565860390663147 0.34323498606681824 0.3889346917470296
23 0.6163221001625061 0.1736934632062912 0.3129524886608124 0.36765601734320325
24 0.6052477359771729 0.16145122051239014 0.2875542640686035 0.3514177401860555
25 0.5796348452568054 0.15228097140789032 0.25614219903945923 0.329352671901385
26 0.5335704684257507 0.1414678692817688 0.22462746500968933 0.29988860090573627
27 0.5184009671211243 0.1344553381204605 0.20693817734718323 0.28659816086292267
28 0.5007275342941284 0.12362337112426758 0.1835552155971527 0.26930204033851624
29 0.48587819933891296 0.11857112497091293 0.16221913695335388 0.2555561537543933
30 0.47642529010772705 0.10567775368690491 0.15061944723129272 0.24424083034197488
31 0.45857229828834534 0.09952209144830704 0.12460017949342728 0.22756485641002655
32 0.4468596577644348 0.09341314435005188 0.10981885343790054 0.2166972185174624
33 0.43505415320396423 0.08992445468902588 0.10400926321744919 0.20966262370347977
34 0.42190760374069214 0.08552002906799316 0.09785594046115875 0.20176119108994803
35 0.40094491839408875 0.08257371932268143 0.0893048346042633 0.19094115744034448
36 0.3763529062271118 0.07574455440044403 0.08390840142965317 0.17866862068573633
