x y u v u_mag p u_mag_ref p_ref u_mag_diff p_diff
0.020408162847161293 0.36734694242477417 -0.0015699330251663923 0.012185984291136265 0.012286696583032608 0.04518285393714905 0.014522947056835888 0.0031235243810240915 0.002236250787973404 0.04205932955612496
0.020408162847161293 0.3877550959587097 -0.0011174260871484876 0.012996272183954716 0.013044222258031368 0.0388529896736145 0.016294733696445823 -0.002026386893407923 0.003250512294471264 0.040879376567022424
0.020408162847161293 0.40816324949264526 -0.000462179072201252 0.014147545211017132 0.014155092649161816 0.03089010715484619 0.017614081290633975 -0.008104316848973926 0.0034589888527989388 0.03899442400382012
0.020408162847161293 0.4285714328289032 0.00030687954858876765 0.015741700306534767 0.015744691714644432 0.021183937788009644 0.019720897555120288 -0.015403842028784457 0.003976205363869667 0.0365877798167941
0.020408162847161293 0.44897958636283875 0.0010455449810251594 0.017866743728518486 0.017897309735417366 0.009593069553375244 0.022382370215672253 -0.02407188123446405 0.004485061392188072 0.03366495078783929
0.020408162847161293 0.4693877398967743 0.0015861948486417532 0.020567309111356735 0.02062838338315487 -0.00401034951210022 0.025441233984106776 -0.03448178594609201 0.004812849685549736 0.03047143643399179
0.020408162847161293 0.4897959232330322 0.0017564042937010527 0.023857824504375458 0.02392238937318325 -0.019763261079788208 0.02803701252359301 -0.046371219204702975 0.004114622250199318 0.026607958124914767
0.020408162847161293 0.5102040767669678 0.0014211523812264204 0.027713360264897346 0.02774977497756481 -0.03781124949455261 0.029978869879040117 -0.059876212625348556 0.0022290945053100586 0.022064963130795943
0.020408162847161293 0.5306122303009033 0.0005170764052309096 0.032075539231300354 0.03207970783114433 -0.05828931927680969 0.032858616759932034 -0.07542209741900709 0.0007789097726345062 0.017132778142197394
0.020408162847161293 0.5510204434394836 -0.0009291393798775971 0.03686743229627609 0.03687913715839386 -0.08134618401527405 0.036927451825392234 -0.09324072153976705 4.8313289880752563e-05 0.011894537524493001
0.020408162847161293 0.5714285969734192 -0.0028029719833284616 0.04198355972766876 0.04207702353596687 -0.10711371898651123 0.041148080789566034 -0.11402158831150237 0.0009289421141147614 0.006907869324991142
0.020408162847161293 0.5918367505073547 -0.004922289401292801 0.047299228608608246 0.047554660588502884 -0.13572126626968384 0.04407667222673894 -0.13758336573122446 0.00347798690199852 0.0018620994615406172
0.020408162847161293 0.6122449040412903 -0.0070649925619363785 0.052701231092214584 0.05317268148064613 -0.167292058467865 0.04925378025047779 -0.16465976350401343 0.003918901085853577 0.0026322949638515614
0.020408162847161293 0.6326530575752258 -0.008992218412458897 0.05810348689556122 0.058795198798179626 -0.2019411325454712 0.052294344702027734 -0.19500064677762985 0.006500855088233948 0.006940485767841342
0.020408162847161293 0.6530612111091614 -0.010461417026817799 0.06346286833286285 0.06431933492422104 -0.2397748827934265 0.058331145521758485 -0.2298551163463592 0.005988188087940216 0.009919766447067324
0.020408162847161293 0.6734694242477417 -0.011236729100346565 0.06881725788116455 0.06972860544919968 -0.28091758489608765 0.06393657011856883 -0.2698094982643723 0.0057920366525650024 0.011108086631715364
0.020408162847161293 0.6938775777816772 -0.01111698616296053 0.07429550588130951 0.07512263208627701 -0.32553061842918396 0.06909880820924343 -0.3166005112459064 0.006023824214935303 0.00893010718327758
0.020408162847161293 0.7142857313156128 -0.009978251531720161 0.08008437603712082 0.08070360869169235 -0.37387222051620483 0.0752646236809835 -0.3706681698871852 0.00543898344039917 0.003204050629019628
0.020408162847161293 0.7346938848495483 -0.007817466743290424 0.08633647114038467 0.08668967336416245 -0.42641088366508484 0.08414810176688284 -0.4336773510805369 0.002541571855545044 0.00726646741545206
0.020408162847161293 0.7551020383834839 -0.0047911047004163265 0.09317319095134735 0.09329628944396973 -0.4840545356273651 0.08941220071826875 -0.5066778465928137 0.0038840919733047485 0.022623310965448562
0.020408162847161293 0.7755101919174194 -0.0012203976511955261 0.10059621930122375 0.1006036177277565 -0.5486181378364563 0.10046292901454865 -0.5929616291054784 0.00014068931341171265 0.04434349126902215
0.020408162847161293 0.795918345451355 0.0024180817417800426 0.1086004227399826 0.10862734168767929 -0.6237486004829407 0.11307346707098186 -0.7010673534210173 0.0044461265206336975 0.07731875293807666
0.020408162847161293 0.8163265585899353 0.005481922533363104 0.11732660233974457 0.11745460331439972 -0.7167263329029083 0.12194773281057181 -0.835037722315401 0.00449313223361969 0.11831138941249264
0.020408162847161293 0.8367347121238708 0.0069967955350875854 0.12747476994991302 0.1276666522026062 -0.841570645570755 0.13919444255645577 -1.0023833918362561 0.011527791619300842 0.16081274626550113
0.020408162847161293 0.8571428656578064 0.005256281234323978 0.14070440828800201 0.1408025622367859 -1.0237036645412445 0.154866169516772 -1.2169727616222206 0.014063611626625061 0.19326909708097606
0.020408162847161293 0.8775510191917419 -0.002673521637916565 0.1595744490623474 0.15959684550762177 -1.3054746389389038 0.16930040469445287 -1.501369975325912 0.009703561663627625 0.19589533638700818
0.020408162847161293 0.8979591727256775 -0.020529428496956825 0.18606767058372498 0.1871967911720276 -1.7488332092761993 0.19223973743808268 -1.8787314337424932 0.005042940378189087 0.12989822446629384
0.020408162847161293 0.918367326259613 -0.048674408346414566 0.21732327342033386 0.22270743548870087 -2.424413114786148 0.2186543364862203 -2.4108812807159117 0.004053100943565369 0.013531834070236393
0.020408162847161293 0.9387755393981934 -0.07105981558561325 0.23876988887786865 0.2491195648908615 -3.365248441696167 0.22698238059842585 -3.317815022772849 0.022137179970741272 0.047433418923318094
0.020408162847161293 0.9591836929321289 -0.02765112929046154 0.21977752447128296 0.2215101420879364 -4.469662308692932 0.22871209605655068 -4.8421001048098535 0.00720195472240448 0.3724377961169214
0.020408162847161293 0.9795918464660645 0.22525852918624878 0.12706215679645538 0.2586236596107483 -5.3866687417030334 0.34702350892123635 -6.497689573155494 0.08839985728263855 1.1110208314524606
0.020408162847161293 1.0 0.9341797232627869 -0.018246198073029518 0.9343578815460205 -5.501846671104431 0.9081632569432259 -7.830208409113586 0.026194632053375244 2.3283617380091552
0.040816325694322586 0.0 0.00274335453286767 -0.0030762769747525454 0.0041218288242816925 0.006044059991836548 0.0 -0.0012798012968198358 0.0041218288242816925 0.007323861288656384
0.040816325694322586 0.020408162847161293 0.0030167039949446917 -0.0029715218115597963 0.004234435502439737 0.010664761066436768 3.508675496894866e-05 -0.0008039777362018974 0.004199348855763674 0.011468738802638665
0.040816325694322586 0.040816325694322586 0.0031521611381322145 -0.0024967261124402285 0.004021164029836655 0.015465617179870605 0.00028138434366806447 0.0002266192644701004 0.0037397798150777817 0.015238997915400504
0.040816325694322586 0.06122449040412903 0.0031571267172694206 -0.0016906633973121643 0.003581311320886016 0.020352154970169067 0.0004172703161948322 0.0017469266366004945 0.0031640410888940096 0.018605228333568574
0.040816325694322586 0.08163265138864517 0.0030356417410075665 -0.0005933672073297203 0.003093089908361435 0.025214701890945435 0.0010543646825802921 0.003355294817259908 0.002038725186139345 0.021859407073685527
0.040816325694322586 0.10204081237316132 0.002797490917146206 0.0007526233675889671 0.0028969633858650923 0.02995997667312622 0.0016330926694887579 0.005279813746056556 0.0012638707412406802 0.024680162927069663
0.040816325694322586 0.12244898080825806 0.0024501585867255926 0.0023125552106648684 0.003369152545928955 0.034486353397369385 0.0025101479555681345 0.007108263662658036 0.0008590046782046556 0.02737808973471135
0.040816325694322586 0.1428571343421936 0.002004781039431691 0.004043053835630417 0.0045128073543310165 0.03869831562042236 0.0037441283962288503 0.008649993586360219 0.0007686789613217115 0.030048322034062144
0.040816325694322586 0.16326530277729034 0.001475067692808807 0.0059099746868014336 0.0060912747867405415 0.04249453544616699 0.004680113286750318 0.010289066886648239 0.0014111613854765892 0.03220546855951875
0.040816325694322586 0.18367347121238708 0.0008781331707723439 0.0078742615878582 0.007923074997961521 0.045779794454574585 0.006390159021232128 0.011230832439520657 0.0015329159796237946 0.034548962015053926
0.040816325694322586 0.20408162474632263 0.00023218839487526566 0.009917836636304855 0.009920554235577583 0.04845961928367615 0.007711777972328662 0.012131481536903977 0.00220877630636096 0.03632813774677217
0.040816325694322586 0.22448979318141937 -0.0004395505238790065 0.012005960568785667 0.012014004401862621 0.05043432116508484 0.009590069921304284 0.012395930768439173 0.0024239346385002136 0.038038390396645666
0.040816325694322586 0.2448979616165161 -0.001113653532229364 0.014131882227957249 0.014175694435834885 0.05161017179489136 0.011755960313024522 0.01201700815749079 0.002419734373688698 0.039593163637400564
0.040816325694322586 0.26530611515045166 -0.0017557849641889334 0.016288110986351967 0.016382470726966858 0.05189180374145508 0.013519584459613262 0.011345982492164673 0.0028628865256905556 0.040545821249290404
0.040816325694322586 0.2857142686843872 -0.002336742589250207 0.01848369464278221 0.018630817532539368 0.05117937922477722 0.0157242298251152 0.009946800514208974 0.0029065869748592377 0.04123257871056825
0.040816325694322586 0.30612245202064514 -0.0028179280925542116 0.020752422511577606 0.020942868664860725 0.04938259720802307 0.018323252966737747 0.0078108327462264905 0.002619614824652672 0.041571764461796584
0.040816325694322586 0.3265306055545807 -0.0031702027190476656 0.02312827669084072 0.023344535380601883 0.046398937702178955 0.021389590239986777 0.004868857079644803 0.0019549448043107986 0.04153008062253415
0.040816325694322586 0.34693875908851624 -0.003368920646607876 0.025669502094388008 0.025889631360769272 0.04212766885757446 0.024485679596817495 0.0010796838011214106 0.0014039520174264908 0.04104798505645305
0.040816325694322586 0.36734694242477417 -0.0034000251907855272 0.028457850217819214 0.02866024151444435 0.03647446632385254 0.027994177368822697 -0.0037299575183804335 0.0006660632789134979 0.040204423842232974
0.040816325694322586 0.3877550959587097 -0.003280400764197111 0.03156650438904762 0.03173649683594704 0.029326975345611572 0.0305929939851582 -0.009086279779623743 0.0011435020714998245 0.038413255125235315
0.040816325694322586 0.40816324949264526 -0.003051001112908125 0.03508477658033371 0.03521718457341194 0.02058163285255432 0.035086526296406975 -0.016087375998762837 0.0001306571066379547 0.03666900885131716
0.040816325694322586 0.4285714328289032 -0.00278982101008296 0.03909236192703247 0.03919178247451782 0.010128170251846313 0.038920516675543776 -0.02390162813702524 0.0002712644636631012 0.03402979838887155
0.040816325694322586 0.44897958636283875 -0.002616467187181115 0.04364898428320885 0.0437273345887661 -0.0021520256996154785 0.04315192698974907 -0.03309112582631111 0.0005754083395004272 0.03093910012669563
0.040816325694322586 0.4693877398967743 -0.002667850349098444 0.04879193753004074 0.04886481910943985 -0.016376078128814697 0.04750744178097546 -0.04394674412295819 0.0013573765754699707 0.02757066599414349
0.040816325694322586 0.4897959232330322 -0.0030854076612740755 0.05452404171228409 0.054611269384622574 -0.03267049789428711 0.05355057604861557 -0.05688228032400608 0.0010606944561004639 0.02421178242971897
0.040816325694322586 0.5102040767669678 -0.003973543643951416 0.06083839386701584 0.06096801534295082 -0.05116313695907593 0.057374944152361156 -0.07073192219505309 0.003593072295188904 0.01956878523597716
0.040816325694322586 0.5306122303009033 -0.005371865816414356 0.06768607348203659 0.06789890676736832 -0.07198721170425415 0.06338176327353119 -0.08715605010166166 0.0045171454548835754 0.015168838397407514
0.040816325694322586 0.5510204434394836 -0.0072353011928498745 0.07500720024108887 0.07535535842180252 -0.09527415037155151 0.07001600636661051 -0.10581894968798455 0.0053393542766571045 0.01054479931643304
0.040816325694322586 0.5714285969734192 -0.009432002902030945 0.08273832499980927 0.08327420055866241 -0.12116387486457825 0.07660604939734936 -0.12733051667979361 0.006668150424957275 0.006166641815215368
0.040816325694322586 0.5918367505073547 -0.011772958561778069 0.09080342203378677 0.09156344085931778 -0.14979436993598938 0.08503046338873506 -0.15233752850380541 0.006532974541187286 0.002543158567816034
0.040816325694322586 0.6122449040412903 -0.014038246124982834 0.0991106778383255 0.10009994357824326 -0.1813139021396637 0.09083171942080855 -0.1796111919207573 0.009268224239349365 0.0017027102189063892
0.040816325694322586 0.6326530575752258 -0.016018066555261612 0.10758578777313232 0.10877168923616409 -0.21588921546936035 0.10069630655373929 -0.21167872765016554 0.00807538628578186 0.004210487819194808
0.040816325694322586 0.6530612111091614 -0.017525365576148033 0.11617927998304367 0.11749367415904999 -0.2537176012992859 0.1085229855412632 -0.247088952512443 0.008970685303211212 0.006628648786842883
0.040816325694322586 0.6734694242477417 -0.018404774367809296 0.12490549683570862 0.12625418603420258 -0.2950619161128998 0.11847682228638824 -0.2882041550827026 0.007777363061904907 0.006857761030197196
0.040816325694322586 0.6938775777816772 -0.018535438925027847 0.13384337723255157 0.13512073457241058 -0.34030377864837646 0.13012532974092367 -0.3365514085608125 0.004995405673980713 0.003752370087563961
0.040816325694322586 0.7142857313156128 -0.017854511737823486 0.14318257570266724 0.144291490316391 -0.3900296986103058 0.14197085808479193 -0.39182127241998915 0.0023206323385238647 0.0017915738096833667
0.040816325694322586 0.7346938848495483 -0.016380002722144127 0.15315979719161987 0.15403319895267487 -0.44518396258354187 0.151404757704556 -0.4549536160067618 0.0026284456253051758 0.009769653423219948
0.040816325694322586 0.7551020383834839 -0.01426549069583416 0.1640976518392563 0.16471655666828156 -0.5073077976703644 0.16701638291341064 -0.5291409275702537 0.0022998303174972534 0.02183312989988928
0.040816325694322586 0.7755101919174194 -0.011833022348582745 0.1763411909341812 0.17673777043819427 -0.578932911157608 0.18112882595163585 -0.615377995790243 0.0043910592794418335 0.03644508463263496
0.040816325694322586 0.795918345451355 -0.0096516665071249 0.19030603766441345 0.19055064022541046 -0.6642425060272217 0.1973258746874928 -0.7220953346984385 0.006775230169296265 0.05785282867121677
0.040816325694322586 0.8163265585899353 -0.008624513633549213 0.20654001832008362 0.2067200094461441 -0.7701453566551208 0.21720179316031932 -0.8494041914246382 0.010481789708137512 0.07925883476951734
0.040816325694322586 0.8367347121238708 -0.010129718109965324 0.22564645111560822 0.22587370872497559 -0.9078529477119446 0.23613689328658583 -1.0059562727339568 0.010263189673423767 0.09810332502201224
0.040816325694322586 0.8571428656578064 -0.016087519004940987 0.24802327156066895 0.24854446947574615 -1.0948973894119263 0.25657794441273807 -1.2152948027929664 0.008033469319343567 0.12039741338104015
0.040816325694322586 0.8775510191917419 -0.02849183976650238 0.27283164858818054 0.27431532740592957 -1.3562394678592682 0.27684585266041756 -1.4456236585596203 0.002530515193939209 0.08938419070035208
0.040816325694322586 0.8979591727256775 -0.04723919928073883 0.2959001958370209 0.2996472418308258 -1.7206375300884247 0.2957029423575103 -1.7597985811060664 0.003944307565689087 0.03916105101764167
0.040816325694322586 0.918367326259613 -0.06440751999616623 0.30687764286994934 0.313563734292984 -2.204093635082245 0.30117862414544816 -2.1429206808572996 0.01238510012626648 0.061172954224945286
0.040816325694322586 0.9387755393981934 -0.05280822515487671 0.2877981960773468 0.2926029860973358 -2.7722519636154175 0.3086872422778904 -2.8407212678426506 0.016084253787994385 0.06846930422723307
0.040816325694322586 0.9591836929321289 0.050731949508190155 0.21913529932498932 0.22493113577365875 -3.290620595216751 0.3015563666866124 -3.3289154602330937 0.07662524282932281 0.038294865016342605
0.040816325694322586 0.9795918464660645 0.35857388377189636 0.10237755626440048 0.37290266156196594 -3.5001444816589355 0.4342200009327536 -4.582068609206081 0.0613173246383667 1.0819241275471452
0.040816325694322586 1.0 1.0082710981369019 0.007966616190969944 1.0083025693893433 -3.092968612909317 1.0 -5.094872161195875 0.008302569389343262 2.001903548286558
0.06122449040412903 0.0 0.002815045416355133 -0.0040796613320708275 0.004956623539328575 0.00899970531463623 0.0 -0.0028851159755301473 0.004956623539328575 0.011884821290166377
0.06122449040412903 0.020408162847161293 0.002674885094165802 -0.003903701202943921 0.004732218571007252 0.013301074504852295 9.800488093400893e-05 -0.0023500402697633205 0.004634213633835316 0.015651114774615615
0.06122449040412903 0.040816325694322586 0.00242976238951087 -0.0033032132778316736 0.004100605379790068 0.017750859260559082 0.0004211039083323181 -0.0012562817366242407 0.0036795013584196568 0.019007140997183324
0.06122449040412903 0.06122449040412903 0.0020877686329185963 -0.002306425478309393 0.003111009020358324 0.02224564552307129 0.001257800086920738 0.00020848452913212775 0.001853208988904953 0.02203716099393916
0.06122449040412903 0.08163265138864517 0.0016564975958317518 -0.0009479068103246391 0.001908536534756422 0.026682615280151367 0.001894894453306198 0.0018168527097915412 1.3642129488289356e-05 0.024865762570359825
