shots error_shots error_noise error_real
1 3.156975074542573 5.188009375947866 4.727778799421925
10 0.26856451139029164 0.3598323779933287 0.42148814020976
100 0.06106872577385777 0.041633519646865326 0.047817392187468145
1000 0.0033795802592266667 0.007796007133725664 0.021393459576369612
10000 0.00035391068998927706 0.005189137658116316 0.021552550557227584
100000 2.977972761723296e-05 0.003994472074835761 0.04365386494824768
