idx loss l2_error
0 0.22061241055856598 0.4646778219263389
1 0.14204125843421903 0.24901234387020388
2 0.10405222115927698 0.1508553259358488
3 0.0630423069032267 0.16023383441471933
4 0.06222416911642167 0.23332801598506914
5 0.049168479512664495 0.30619656857255295
6 0.0445045210286236 0.3464446314434431
7 0.041640056494794964 0.4921824889234078
8 0.04168716646939777 0.5910952420371599
9 0.04115307031546804 0.6116668674555887
10 0.038889243531214354 0.6253871421467714
11 0.031963216596610056 0.6093264977054551
12 0.02656847394731971 0.6180335211662294
13 0.021315441600754634 0.6231886746971222
14 0.018347411378831627 0.6179299330752127
15 0.015588572086789654 0.584360198532568
16 0.0143472124697918 0.5745663974095565
17 0.01327951814882789 0.563680546784379
18 0.011756251072164128 0.5350288932928099
19 0.010295997782509225 0.50533098497999
20 0.009625531131479355 0.47387054746259866
21 0.008736408060805135 0.4390298126200437
22 0.008033074258722744 0.4283530001547011
23 0.0072443336768517365 0.41087742998457716
24 0.006854576810772761 0.4015434360070792
25 0.0063607746351002185 0.3850646906928887
26 0.006008078453218962 0.36599418102335
27 0.005729986501554904 0.3494314940928887
28 0.0038206667321428137 0.32327182241309604
29 0.0028648699266278087 0.2825268316037828
30 0.0021814577195655425 0.21201608337555086
31 0.002112720784101781 0.1812969218885664
32 0.0019127989470424346 0.12645865698895897
33 0.002100834311237397 0.11800469544931363
34 0.0021336697798326697 0.11480964672598848
35 0.002314638732389316 0.12354687081923722
36 0.0024189574080295886 0.11659272384612111
37 0.0024554343863034812 0.11221369195562969
38 0.0024121371206598107 0.09247673405827328
39 0.0024496947281978077 0.07018291074916347
40 0.0023904735492330364 0.06855321603049673
41 0.0023064782206726905 0.07413873899504063
42 0.002289915209038513 0.07487140732112582
43 0.0022207981896934384 0.07771077347382861
44 0.0020432369806408475 0.07832113072532002
45 0.0020265840562759723 0.07768343022993408
46 0.00202018907431062 0.07285180281008186
47 0.0019986405188929467 0.06388813874438938
48 0.0020383688065224326 0.0649259917030363
49 0.0020355559431843246 0.06330674584089188
50 0.0019400964390994067 0.059478184525971124
51 0.0019113369409967265 0.05904064623315592
52 0.0019627949081369002 0.06071637632860186
53 0.00187319327296408 0.056314012963776465
54 0.0018486171620995175 0.058352902973893055
55 0.001830608466235568 0.05661645273644462
56 0.0018786967742421847 0.054758466602838195
57 0.0019038848388815927 0.05542517642785104
58 0.0019405762324549158 0.05796715481661119
59 0.0019693473585654458 0.05776579653772041
60 0.00201208080119424 0.059594793574915234
61 0.002045901005215794 0.055403843654410735
62 0.0020383546575399266 0.050379772010543195
63 0.0019963303173298943 0.0479796623457381
64 0.0020101564900867823 0.05134465881033581
65 0.0020553186261334246 0.05504405231950995
66 0.002062098370809867 0.054537230431167066
67 0.0020413744694133054 0.05219007097121777
68 0.0020770939411261596 0.05342657169889774
69 0.0020709250201281885 0.04864000827221084
70 0.002098513068804165 0.05091509579501983
71 0.0020469495763899338 0.05163656901173489
72 0.0019705708710891527 0.05170021581447984
73 0.0019442611448639013 0.053230100875673474
74 0.00198144655103329 0.055259072831369827
75 0.0020617310710318664 0.054939644756727773
76 0.0020529671529622147 0.05533016550961926
77 0.00199238746993633 0.057533772823178675
78 0.0019995895961610654 0.06016506557241444
79 0.0019138529730293552 0.059766492641208015
80 0.001870538362089648 0.05955776813125506
81 0.001816932969028407 0.058172041495335385
82 0.0018239221512055014 0.0599999831828849
83 0.0018791549074137013 0.06217632103377539
84 0.001872160796279726 0.060383502405796506
85 0.001881236313804525 0.06315650654132389
86 0.0018613987235219893 0.06586373895466312
87 0.0018670209210873076 0.06635934242564329
88 0.0018618500603570373 0.06632170266783928
89 0.0019033295476040277 0.067935851965408
90 0.001871725173196078 0.06938515947415011
91 0.0018585005501813698 0.0695977698046989
92 0.001822916199360597 0.0662345759837378
93 0.001821136566808495 0.0662660637058545
94 0.0017934177537121316 0.06319990280966745
95 0.0017545493333092786 0.0623542888262187
96 0.0017801261230362716 0.061735536835780626
97 0.0017432699441824577 0.058838816544159796
98 0.0017383093730392821 0.05635508946796574
99 0.0017293000793961156 0.05606872607343442
100 0.0017067246895311958 0.05296631734332514
101 0.0016928466303627757 0.051406974402579186
102 0.0017034224384630222 0.05167326319270104
103 0.0017077993567716726 0.05181398062815224
104 0.0016934337955004188 0.05212812594944619
105 0.0016554059451024577 0.05011645432095651
106 0.0016176023326630773 0.0501635119745146
107 0.0016179822455993256 0.05098297374251441
108 0.0016006052185815356 0.04945746507364137
109 0.0015776639628434447 0.04782098011442447
110 0.0015566030617706417 0.04687462601174071
111 0.0015702108575377384 0.04674350633613466
112 0.0015441928169043068 0.04370304689213792
113 0.0015419976055718895 0.04111208088262349
114 0.0015307216040199424 0.04113812885282301
115 0.001523276283166467 0.04127815608291342
116 0.0015116601259690934 0.041277032059879364
117 0.0014986662083928636 0.04007549018146851
118 0.001494253368121953 0.039371846467044835
119 0.0014805979673578643 0.038829028208384284
120 0.0014576133883902962 0.0382100082557463
121 0.0014378906335894169 0.038347330456648676
122 0.0014361046700891204 0.03762536392892512
123 0.0014186518580881315 0.036590353294668705
124 0.0014236275986005875 0.03650685611236959
125 0.0014115807122732852 0.03547808714269508
126 0.0014088202090324605 0.035148671561971115
127 0.0013895833455334658 0.03361206628032831
128 0.0013615734865650485 0.03210606826709708
129 0.0013504156135910293 0.031645151597026494
