x y ref_solution model_fnn_4_qubits
0.0 -1.0 -1.0000000000000002 -0.9927986562252045
0.0 -0.9591836929321289 -0.9124599589916349 -0.9149401485919952
0.0 -0.918367326259613 -0.815794110367587 -0.816631555557251
0.0 -0.8775510191917419 -0.7138057399551386 -0.7123740315437317
0.0 -0.8367347121238708 -0.6100422646736567 -0.6094818711280823
0.0 -0.795918345451355 -0.5077156660614153 -0.5086002051830292
0.0 -0.7551020383834839 -0.4096377193504024 -0.41051098704338074
0.0 -0.7142857313156128 -0.3181696896906925 -0.3180500864982605
0.0 -0.6734694242477417 -0.23518997637698685 -0.23428624868392944
0.0 -0.6326530575752258 -0.16207749372202584 -0.1611441671848297
0.0 -0.5918367505073547 -0.09971200647121684 -0.09930181503295898
0.0 -0.5510204434394836 -0.04848895119660677 -0.04864916205406189
0.0 -0.5102040767669678 -0.008349701865418845 -0.008754640817642212
0.0 -0.4693877696990967 0.021139455951791813 0.02089253067970276
0.0 -0.4285714328289032 0.04083957108120512 0.04089486598968506
0.0 -0.3877551257610321 0.05188910777278363 0.05212631821632385
0.0 -0.3469387888908386 0.05563737341359967 0.055870115756988525
0.0 -0.30612245202064514 0.0535836566610339 0.05369123816490173
0.0 -0.26530614495277405 0.04730172577794837 0.04711595177650452
0.0 -0.22448980808258057 0.03836502267006708 0.03761693835258484
0.0 -0.18367348611354828 0.02827510470494335 0.0270235538482666
0.0 -0.142857164144516 0.018395482742439594 0.017442971467971802
0.0 -0.1020408347249031 0.009893036394934149 0.010312795639038086
0.0 -0.06122450903058052 0.0036887782984959387 0.005877137184143066
0.0 -0.020408183336257935 0.0004194890385586179 0.0037381649017333984
0.0 0.020408183336257935 0.00041948903855861783 0.003631085157394409
0.0 0.06122450903058052 0.0036887782984959374 0.005729109048843384
0.0 0.1020408347249031 0.009893036394934149 0.010461002588272095
0.0 0.142857164144516 0.018395482742439594 0.01796865463256836
0.0 0.18367348611354828 0.02827510470494335 0.02756771445274353
0.0 0.22448980808258057 0.038365022670067056 0.037762969732284546
0.0 0.26530614495277405 0.04730172577794835 0.04679325222969055
0.0 0.30612245202064514 0.0535836566610339 0.05304601788520813
0.0 0.3469387888908386 0.05563737341359966 0.055064857006073
0.0 0.3877551257610321 0.05188910777278363 0.05139172077178955
0.0 0.4285714328289032 0.04083957108120516 0.04053369164466858
0.0 0.4693877696990967 0.021139455951791754 0.021065056324005127
0.0 0.5102040767669678 -0.008349701865418774 -0.008234620094299316
0.0 0.5510204434394836 -0.04848895119660687 -0.048258960247039795
0.0 0.5918367505073547 -0.09971200647121672 -0.09948891401290894
0.0 0.6326530575752258 -0.1620774937220259 -0.16194719076156616
0.0 0.6734694242477417 -0.23518997637698688 -0.23514693975448608
0.0 0.7142857313156128 -0.3181696896906926 -0.318073034286499
0.0 0.7551020383834839 -0.40963771935040244 -0.4093798100948334
0.0 0.795918345451355 -0.5077156660614152 -0.5075991749763489
0.0 0.8367347121238708 -0.6100422646736569 -0.6105123162269592
0.0 0.8775510191917419 -0.7138057399551381 -0.7144666910171509
0.0 0.918367326259613 -0.8157941103675868 -0.814803957939148
0.0 0.9591836929321289 -0.912459958991635 -0.9116769433021545
0.0 1.0 -1.0 -0.9912981986999512
0.025641025975346565 -1.0 -1.0000000000000002 -0.9945019483566284
0.025641025975346565 -0.9591836929321289 -0.929905612240858 -0.9328161776065826
0.025641025975346565 -0.918367326259613 -0.8481473379575765 -0.8496628403663635
0.025641025975346565 -0.8775510191917419 -0.7567335352977411 -0.7555584013462067
0.025641025975346565 -0.8367347121238708 -0.6584500027039067 -0.657742977142334
0.025641025975346565 -0.795918345451355 -0.5566109139176862 -0.5574625432491302
0.025641025975346565 -0.7551020383834839 -0.45483926652670664 -0.45573318004608154
0.025641025975346565 -0.7142857313156128 -0.35673961982203584 -0.35638538002967834
0.025641025975346565 -0.6734694242477417 -0.26555082646911166 -0.2641209661960602
0.025641025975346565 -0.6326530575752258 -0.18386582299255255 -0.18233802914619446
0.025641025975346565 -0.5918367505073547 -0.11347637111169188 -0.11263483762741089
0.025641025975346565 -0.5510204434394836 -0.05534712271298421 -0.05532220005989075
0.025641025975346565 -0.5102040767669678 -0.009688688007842523 -0.010067075490951538
0.025641025975346565 -0.4693877696990967 0.023877185782752487 0.023680418729782104
0.025641025975346565 -0.4285714328289032 0.04630220445262509 0.04657706618309021
0.025641025975346565 -0.3877551257610321 0.058886324672781015 0.059518128633499146
0.025641025975346565 -0.3469387888908386 0.06317226904548484 0.06382119655609131
0.025641025975346565 -0.30612245202064514 0.06086662806837474 0.061191946268081665
0.025641025975346565 -0.26530614495277405 0.053755146300281845 0.05344855785369873
0.025641025975346565 -0.22448980808258057 0.04362203227173986 0.04243987798690796
0.025641025975346565 -0.18367348611354828 0.03217171126793928 0.030386298894882202
0.025641025975346565 -0.142857164144516 0.020954190226218795 0.01969015598297119
0.025641025975346565 -0.1020408347249031 0.011297341713027653 0.011865854263305664
0.025641025975346565 -0.06122450903058052 0.004249571398033844 0.007064074277877808
0.025641025975346565 -0.020408183336257935 0.0005355435998573262 0.004780501127243042
0.025641025975346565 0.020408183336257935 0.0005355435998573238 0.004673093557357788
0.025641025975346565 0.06122450903058052 0.004249571398033853 0.006908237934112549
0.025641025975346565 0.1020408347249031 0.011297341713027651 0.012022256851196289
0.025641025975346565 0.142857164144516 0.020954190226218798 0.02030375599861145
0.025641025975346565 0.18367348611354828 0.032171711267939225 0.031078487634658813
0.025641025975346565 0.22448980808258057 0.043622032271739844 0.04266810417175293
0.025641025975346565 0.26530614495277405 0.05375514630028181 0.053018659353256226
