idx cobyla_1 cobyla_2 cobyla_3 cobyla_mean
0 105.83208438755749 203.92331956747068 159.8387780563983 156.53139400380883
1 11.6837039989877 171.2827133040944 64.60927018454112 82.52522916254107
2 19.420349158536773 140.22227900983083 1.317628305573646 53.653418824647076
3 8.585141156194044 151.74095811241386 1.6731108272132493 53.99973669860705
4 8.48551830793273 20.64984139597985 1.7092003270358977 10.281520010316159
5 15.576684523883277 0.9622525970039495 7.366292006772111 7.96840970921978
6 18.24791506148309 0.9856760952440035 8.802581801019192 9.34539098591543
7 24.425565925674288 1.922912783223845 13.581197980113025 13.309892229670387
8 20.632412651017887 1.1531594585171887 3.3730490233811503 8.386207044305408
9 3.772807782043289 7.642258098433702 6.577058606634881 5.997374829037291
10 1.5482154551629677 3.400942275245773 59.20794220151654 21.385699977308423
11 3.320231171150337 1.4879915659690335 3.1450821972284224 2.6511016447825977
12 2.1614968811854074 91.05213167071973 13.80927581367504 35.674301455193394
13 73.18738542069251 4.300109789322933 8.897517063564756 28.7950040911934
14 8.740183950713666 42.01440638738481 15.039773217550618 21.931454518549696
15 12.37403200295343 30.138682728473434 16.528094210195423 19.680269647207428
16 2.3435850596079524 42.38714930053195 26.434053656526416 23.72159600555544
17 3.3533733257382945 2.8107469753502667 3.7684151055031387 3.310845135530567
18 4.18746130532936 8.20327028267983 4.215686981353507 5.5354728564542315
19 1.6436528651617126 75.8451853321307 40.7179117471334 39.40224998147527
29 21.292332007717395 15.010919559818143 10.579608089889236 15.627619885808258
39 1.8751439402924897 92.50425480056795 2.4699080643464786 32.28310226840231
49 0.94769587522482 0.8549777139450649 2.480361556578586 1.427678381916157
59 0.8788774203542489 1.8151945800224825 1.5918659200399659 1.4286459734722323
69 1.126775314301715 2.037663551757364 1.4047166400678959 1.5230518353756584
79 4.171331836052047 1.3354361343935404 0.9427801961494464 2.149849388865011
89 3.6141882949403277 0.7220730659633322 0.7943661864783809 1.7102091824606802
99 5.167299758419762 1.844540758243439 1.2467762234140107 2.752872246692404
109 2.2012283620891786 0.7164671670722218 0.7843574955868813 1.2340176749160938
119 0.8703027533212948 0.8539882025505089 0.8263177713134099 0.8502029090617379
129 1.4044111460714956 0.9667183579446024 0.8147544692073208 1.0619613244078063
139 1.2038354025817013 1.856321473978098 0.9737113484833508 1.3446227416810501
149 1.378442985599118 2.6747363270279347 0.9698695324726847 1.674349615033246
159 7.0329529976383265 1.711706475243475 0.9668023328614763 3.2371539352477594
169 2.1358522136355615 1.9671959850798073 1.7102805621662973 1.937776253627222
179 3.7884674000942224 1.9947739410558925 0.8773832076497031 2.2202081829332725
189 6.464963434007736 2.5295657579952584 1.6144111714414686 3.5363134544814883
199 5.118811561973327 0.8298021454546066 1.3469066404375574 2.4318401159551635
209 0.9846577498616034 0.7500315834247605 0.8505530478896296 0.8617474603919978
219 64.69346775336963 54.98759362207289 41.92698348840508 53.8693482879492
229 0.7454519471482407 0.7719659585699269 3.3189861093817625 1.6121346716999767
239 1.3981299456444511 0.7985208769256177 1.5486341077106371 1.2484283100935687
249 2.077754009757039 2.5332927273654855 0.8536841499137684 1.821576962345431
259 0.9808058974560715 0.7404657327808573 2.4299650643310997 1.3837455648560095
269 2.048980024514143 0.6805764469283827 0.7773727637072 1.168976411716575
279 0.759082721359254 0.6792600882672274 0.8008457258166104 0.7463961784810307
289 1.7826092965422133 0.6744911494672948 0.7838477323523685 1.080316059453959
299 0.7503796553200444 1.4626994640256537 4.266709326377012 2.1599294819075703
309 0.7629117766534282 0.7572325579641296 1.3779789631314192 0.966041099249659
319 1.7132995507236237 0.7966555907270857 0.8057051906571352 1.105220110702615
329 1.0059336651401407 0.6962738989810067 2.264138850906756 1.3221154716759678
339 0.7620185966700789 0.6722567912542252 0.9723659054180586 0.8022137644474543
349 0.7150342318947195 0.8843423538923088 0.8015487399758414 0.8003084419209565
359 3.9263198047073087 1.0719233565818775 0.7798882073695858 1.926043789552924
369 0.8336704462341865 7.298729854698139 0.7994729496856033 2.9772910835393094
379 0.9826475746226168 2.1374277799375916 0.8007058030844906 1.306927052548233
389 0.852183139674082 0.930633340090645 0.7967083247365657 0.859841601500431
399 0.7425506244519969 0.6713136432615018 4.795065102752175 2.0696431234885577
409 0.7773616628194266 0.89575848214584 0.8475793997083464 0.840233181557871
419 0.664296718085452 0.7342666407452721 1.7227736424400415 1.040445667090255
429 0.679845761732621 1.290871706374315 0.9396417844703778 0.9701197508591046
439 0.7096489629527761 0.7038953722261968 1.131446616924294 0.8483303173677555
449 1.0089544077580066 0.6753898599993926 10.10294731227097 3.92909719334279
459 31.516956208083474 0.7020262908633895 2.5068592235026936 11.575280574149852
469 0.8359633795841821 1.0821768119713806 6.260872075703448 2.7263374224196704
479 1.5752167549805312 15.822942657988854 4.563678380292382 7.320612597753922
489 1.8258351410584956 1.0627355578146347 4.356589919610618 2.415053539494583
499 0.8438154194008936 1.1213924809544866 3.058733418861344 1.6746471064055746
509 2.036955883911944 1.9070854330972844 0.7888175985381695 1.577619638515799
519 0.7582934654213467 1.6489048838801277 1.4604361286853047 1.2892114926622595
529 0.7361461135218248 0.7491520742687561 0.7167445995255572 0.7340142624387127
539 1.2628325690255546 0.6741389072451659 0.7019833979712556 0.8796516247473254
549 0.7351383598349398 0.8903521122653126 0.7006538300546804 0.7753814340516443
559 0.6968372729090817 1.0682928878432687 0.6745777013417025 0.813235954031351
569 7.693919218659857 8.76860372563922 0.6670332833717157 5.7098520758902644
579 4.003582118492618 10.89720802388214 0.6672163881036302 5.189335510159463
589 5.825006622179743 4.7282814883293245 0.6694858842069968 3.7409246649053554
599 0.936148064493783 0.6769637779348557 0.6773958010472507 0.7635025478252965
609 0.7409928648512079 0.6740942199465831 0.6672770713610707 0.6941213853862873
619 0.939200295516824 0.7156511360876509 0.6710270878289114 0.7752928398111288
629 1.1624456951629862 0.6663974228575857 0.7214979675937323 0.8501136952047682
639 0.7633676738440781 0.7585308583748391 0.6668581490574107 0.7295855604254426
649 25.053794877449146 0.6924608318324579 0.6989123247337794 8.815056011338461
659 0.6683340396086949 0.6934977640166301 0.6679953901263022 0.6766090645838757
669 0.6629143787424409 0.6723178645335882 0.6670722591313427 0.6674348341357906
679 0.6622922775988576 0.6631730788337837 0.6750461074338332 0.6668371546221582
689 0.6699933683660755 0.6685173634962317 0.6668628683650707 0.6684578667424592
699 0.6640115651831641 0.6976664046306241 1.5623984633790393 0.9746921443976092
709 0.6655275730932597 0.6681927776390265 0.9248536027488755 0.7528579844937205
719 0.8585520363909676 0.7163477657574596 0.6739372718569173 0.7496123580017815
729 0.6691177714236872 0.6639662064955841 0.6666042842634212 0.6665627540608975
739 0.6620980350643637 0.6914680010251969 0.7574446478857746 0.7036702279917785
749 0.6635554278047949 0.6670345834982073 0.8041048994813442 0.7115649702614487
759 0.6628453247850827 0.7176079322167779 0.66268331022115 0.6810455224076701
769 0.6695595144568272 0.66766886781193 0.6636725069477545 0.6669669630721705
779 2.2960144958650495 0.6669142214075089 0.6649096743323663 1.2092794638683082
789 0.6817458998781821 0.6632202693563195 0.6691543001400879 0.6713734897915299
799 0.6923889231959576 0.6635254257439933 0.6790364960404415 0.6783169483267976
809 0.6629593352294884 0.662595402872998 0.7209908584087787 0.6821818655037551
819 0.6659376241002544 0.841607887855803 0.6639487215865999 0.7238314111808858
829 0.7079113282636226 0.9491926754281679 0.8528334866294389 0.8366458301070764
839 0.6621544116074826 0.7375660851493286 0.757311554517618 0.719010683758143
849 0.7139897387413626 0.6708064366969018 0.7127414847314757 0.6991792200565801
859 0.6624576337089028 0.7645665951213375 0.6949470367969515 0.7073237552090639
869 0.740229101511953 0.8048415254230394 0.7796563926248439 0.7749090065199454
879 0.6677690170563004 0.7929213344070114 2.8204565951142513 1.427048982192521
889 0.792094181998263 0.7057014908645447 1.3740481769319528 0.9572812832649201
899 0.8655507358747463 0.683101785055494 3.5799059412117487 1.709519487380663
909 1.0761478274385743 0.6737634063547472 0.6884808818652758 0.812797371886199
919 0.6758476911763098 0.7355968235021719 0.7504295184838226 0.720624677720768
929 1.761575929826872 0.664844145992787 0.6923950249030375 1.0396050335742322
939 0.6973268166320674 0.7177072767655395 0.6602391555440673 0.6917577496472247
949 1.1270468447103297 0.6860925863896881 0.6639010357188706 0.825680155606296
959 0.767469825624425 0.6636220277779445 0.6703454366428376 0.7004790966817357
969 0.6690459555410988 0.6635280784031666 0.8971021396454609 0.7432253911965754
979 0.6630423908649522 1.157080324966539 0.6610597619022961 0.8270608259112624
989 0.6625880402649761 0.6647816365484571 0.6756248515202927 0.6676648427779087
999 0.7286449746025643 0.6619613358540164 3.2182921619231175 1.5362994907932326
1009 0.6825686911343549 0.757250261853015 3.6015606233274307 1.6804598587716002
1019 0.9465717318844875 0.9003558741918808 3.821739876158068 1.8895558274114788
1029 0.6769636142274993 0.7666999589538978 0.6601168036828777 0.7012601256214248
1039 0.6618643543531655 0.6959103415913815 0.6597087884128798 0.6724944947858088
1049 0.6622060474732643 0.6741456332620419 0.6599111358009954 0.6654209388454339
1059 0.6619349194250363 0.6618905931821987 0.6594674987841872 0.6610976704638074
1069 0.6616625367264302 1.8416407201425404 0.6595278562112528 1.0542770376934076
1079 0.6614664151054317 4.715469497786234 0.6593200587300329 2.0120853238738996
1089 0.6612656174600036 0.6620251380276876 0.6596269960733465 0.6609725838536792
1099 0.6614932360545885 0.6617766078048075 0.6594876422535978 0.6609191620376645
1109 0.6663711074080206 0.6617303638865205 0.6601929361026793 0.6627648024657401
1119 0.6627625039892628 0.6623449064627208 0.6598278202680631 0.6616450769066823
1129 0.6625400099781701 0.6617642904327624 0.6601698789075897 0.6614913931061741
1139 0.6626371565115335 0.6616792448482957 0.6593003090724177 0.6612055701440823
1149 0.6613177163232312 0.6615834845258999 0.6594266809888892 0.6607759606126734
1159 0.6612511890617889 0.6618125761761232 0.6603269694487138 0.661130244895542
1169 0.6618770389056194 0.6616852889894753 0.6599850918318177 0.6611824732423042
1179 0.6613713257665391 0.6616446364382566 0.6665697999064272 0.6631952540370744
1189 0.66180282647959 0.66153615951686 0.6616580054694831 0.6616656638219777
1199 0.6610793562871619 0.66167136598173 0.6609685605526106 0.6612397609405009
1209 0.6615325287693701 0.6614824584762544 0.6591574225559472 0.6607241366005239
1219 0.6616966690907492 0.663629545411335 0.6671224065784928 0.6641495403601922
1229 0.6620104316192155 0.6616422959577541 0.6600059717925622 0.6612195664565106
1239 0.6609378988089191 0.6627418720498072 0.6591776250590153 0.6609524653059139
1249 0.6701626316527028 0.6614884021144924 0.6617609018651843 0.6644706452107932
1259 0.6607636355547459 0.6661495488507375 0.6590314655391805 0.6619815499815547
1269 0.660788473575614 0.6619776084762931 0.6617392838857177 0.6615017886458749
1279 0.6773261362870955 0.662144641524915 0.6635066248488591 0.6676591342202899
1289 0.6608615862829926 0.6617669561582594 0.6646990480249155 0.6624425301553892
1299 0.6610859745699617 0.6620476413805689 0.6613107331539846 0.661481449701505
1309 0.6608304454535364 0.6615669649087014 0.6623459455034303 0.6615811186218893
1319 0.6701263499254372 0.66145449737794 0.6611517441202771 0.6642441971412181
1329 0.6614358840734397 0.6619441236734229 0.659181008128337 0.6608536719583998
1339 0.6607928717811316 0.6654184065870583 0.6591336805744357 0.6617816529808752
