idx lbfgs_1 lbfgs_2 lbfgs_3 lbfgs_4 lbfgs_5 lbfgs_mean
19 0.0012226637347630168 0.0006932082015169858 0.0008206129700215031 0.000808499695634053 0.0009967298806779837 0.0009083428965227085
20 0.0011627312361768285 0.0006900782199397189 0.0007928732641302865 0.0007761049881687732 0.0009490225289460755 0.0008741620474723366
21 0.001104321705251067 0.0006856870368180635 0.0007789475298722693 0.0007526817601488992 0.000936300065676874 0.0008515876195534346
22 0.0010590027780832596 0.0006785166429174588 0.0007716870903896052 0.0007301961299517222 0.0009025127053141917 0.0008283830693312476
23 0.0010291862169526844 0.0006732185714082217 0.0007544251233006052 0.0007200259321053437 0.0008948053669652149 0.0008143322421464139
24 0.0009955858345275003 0.0006723017291219973 0.0007451376667734879 0.000714071829157697 0.0008163528452943778 0.000788689980975012
25 0.0009615062462543807 0.0006705225564553593 0.0007335876633143129 0.000708700762465647 0.0007844287012793787 0.0007717491859538158
26 0.0009468857148089826 0.0006689629214840535 0.0007219801137248707 0.0007034669442870714 0.000760021462290478 0.0007602634313190913
27 0.0009355363708684729 0.0006666867811396644 0.000710485333744602 0.000693953553082029 0.0007428947171285203 0.0007499113511926578
28 0.0009101149319752934 0.0006636351212982387 0.0007026065351102381 0.0006838397388146115 0.0007221292126819652 0.0007364651079760693
29 0.0008875436715589632 0.0006619059431440238 0.0006984898456119955 0.0006755636321689064 0.000709457795057503 0.0007265921775082783
30 0.0008717199822536719 0.0006614201018043817 0.0006956951658731222 0.0006719365870598281 0.0006993802770440541 0.0007200304228070116
31 0.0008623444657164776 0.0006607325680714511 0.0006928241138764912 0.000670770551404127 0.000692221899276373 0.000715778719668984
32 0.0008498885756041248 0.0006591720852769743 0.0006900817392498887 0.000669586972908025 0.0006879495410314546 0.0007113357828140934
33 0.0008386459593709903 0.0006576619503658791 0.0006865843073230875 0.0006578091076521802 0.0006854066805631613 0.0007052216010550597
34 0.0008297845657269854 0.0006561361271145134 0.00068310560617612 0.0006420636131496924 0.0006836268266864558 0.0006989433477707534
35 0.0008182776077700101 0.0006547966927486808 0.0006788558344175679 0.0006348204573711603 0.0006815754644113932 0.0006936652113437626
36 0.0008101469025837057 0.0006531902057061609 0.0006743489637748303 0.0006331256267444036 0.0006789166328011764 0.0006899456663220554
37 0.0007939791395468359 0.0006515471667837671 0.0006702671970469028 0.0006317220388558073 0.0006751914622088601 0.0006845414008884346
38 0.0007776631601624609 0.0006495674957353741 0.0006649392651638141 0.0006250628132799388 0.0006711307666275459 0.0006776727001938269
39 0.0007698966506072216 0.0006484967374757078 0.000661659430601322 0.0006206533615217485 0.0006648156861697142 0.0006731043732751428
40 0.0007681474128289594 0.0006482341258754854 0.0006590954023711489 0.0006201468593278002 0.0006567586644923367 0.0006704764929791461
41 0.0007647395743805355 0.0006479466460179237 0.0006579026197096214 0.0006168276966718297 0.0006487437165014809 0.0006672320506562782
42 0.0007511639650851951 0.0006475116208846288 0.0006546391908060934 0.0006119264508099115 0.0006413349941977725 0.0006613152443567204
43 0.0007409636259903072 0.0006467982217078525 0.0006449086477465057 0.0006110005139704213 0.0006366998111292356 0.0006560741641088644
44 0.0007385436192741375 0.0006437527827905595 0.0006302761454695631 0.0006057272034766789 0.0006343667370183551 0.0006505332976058588
45 0.0007381402583648554 0.0006416138886193934 0.0006249824286542875 0.0006004448550148056 0.0006335060105696721 0.0006477374882446027
46 0.0007372164801615202 0.0006406939391425648 0.0006225701138160761 0.0005984772442574608 0.000632958490316582 0.0006463832535388407
47 0.0007343470327690696 0.0006394831748859519 0.0006154572447831527 0.0005970467501828224 0.0006260395748837111 0.0006424747555009416
48 0.0007306391884068441 0.0006377532845689551 0.0006134070446053978 0.0005955676219720023 0.0006153068889935502 0.0006385348057093499
49 0.0007276834050394762 0.0006364369818457133 0.0006097320608571668 0.0005925794732617711 0.0006125652875363455 0.0006357994417080946
50 0.0007248338323634597 0.0006354340960170797 0.0006059890378150406 0.0005879531508281181 0.0006124885202657453 0.0006333397274578888
51 0.0007215208772817068 0.0006342995297709034 0.0006041529048356847 0.0005841000327581715 0.0006124885202657453 0.0006313123729824424
52 0.0007192061469418735 0.000632612191857445 0.0006034349446333792 0.0005811065827304869 0.0006124885202657453 0.000629769677285786
53 0.000717863761908054 0.0006307477846602603 0.0006023401526034146 0.0005792255259081647 0.0006124885202657453 0.0006285331490691278
54 0.0007175175054676294 0.0006298786927818541 0.0005993759180538766 0.0005787715978117471 0.0006124885202657453 0.0006276064468761706
55 0.0007166196055860615 0.0006295571802682609 0.0005975141333282181 0.0005777469527414603 0.0006124885202657453 0.0006267852784379493
56 0.0007133010507038641 0.0006293287314866419 0.0005960887242960168 0.000571879811812028 0.0006124885202657453 0.0006246173677128592
57 0.0007106215484633981 0.0006290234138428924 0.0005942988135158334 0.0005682243868889894 0.0006124885202657453 0.0006229313365953718
58 0.0007098050641867856 0.0006287192386780329 0.0005911530759662769 0.0005672475549188069 0.0006124885202657453 0.0006218826908031296
59 0.0007096154591006167 0.0006282609760611295 0.0005894924984022937 0.0005654528287694452 0.0006124885202657453 0.0006210620565198461
60 0.0007090985577843173 0.0006277588426657087 0.0005860523858844033 0.0005586914493002017 0.0006124885202657453 0.0006188179511800753
61 0.0007079414830617305 0.0006271909541063761 0.0005828980677746437 0.0005561364926215676 0.0006124885202657453 0.0006173311035660127
62 0.0007059672507394337 0.0006261640029711214 0.0005808935656676805 0.0005543875098510689 0.0006124885202657453 0.0006159801698990099
63 0.000701101693673371 0.0006247143564342073 0.0005787487123039888 0.0005509865790988826 0.0006124885202657453 0.000613607972355239
64 0.0006997421627331199 0.0006227763661986553 0.0005772925732534435 0.0005476572277828593 0.0006124885202657453 0.0006119913700467647
65 0.0006980436996883099 0.0006216001338204394 0.0005764146794617124 0.0005460063956176103 0.0006124885202657453 0.0006109106857707634
66 0.0006945824104316128 0.0006211269559864028 0.0005747153945034155 0.0005455064891049416 0.0006124885202657453 0.0006096839540584237
67 0.0006908547336528536 0.0006203443726607835 0.0005720796775188404 0.0005438700148968172 0.0006124885202657453 0.000607927463799008
68 0.0006880365077548882 0.0006182168526281228 0.0005716298016901497 0.0005424415031679202 0.0006124885202657453 0.0006065626371013652
69 0.0006868177605620722 0.0006156450523110901 0.0005705205970384609 0.0005381470114628315 0.0006124885202657453 0.00060472378832804
70 0.0006865575373187047 0.0006142871163774494 0.0005661857535645654 0.0005324989155611381 0.0006124885202657453 0.0006024035686175206
71 0.0006864578941116243 0.0006139090371217769 0.0005642419526488537 0.0005306967654034199 0.0006124885202657453 0.0006015588339102841
72 0.0006861055242255844 0.0006127858982719949 0.0005620078071390427 0.0005291818339156781 0.0006124885202657453 0.0006005139167636091
73 0.0006845876899183872 0.0006110075034191229 0.0005596222046084022 0.0005281489523006788 0.0006124885202657453 0.0005991709741024673
74 0.0006836056628780155 0.0006102000385084103 0.0005589758131723458 0.0005265587169544946 0.0006124885202657453 0.0005983657503558023
75 0.0006829622455905159 0.0006092463921444235 0.0005571047416141846 0.0005251542708437215 0.0006124885202657453 0.0005973912340917182
76 0.0006819371206568973 0.0006078315630279008 0.0005568563507983175 0.0005239440115497223 0.0006124885202657453 0.0005966115132597167
77 0.0006800351441563988 0.0006073190733569355 0.0005559809843576994 0.0005227413192422376 0.0006124885202657453 0.0005957130082758033
78 0.0006782540776658211 0.0006056676033898853 0.0005550618335679691 0.000521965692053084 0.0006124885202657453 0.0005946875453885011
79 0.0006768567639118987 0.0006033828243683838 0.0005532708609782957 0.0005208298629295823 0.0006124885202657453 0.0005933657664907812
80 0.0006765210978455801 0.0006028220768520581 0.0005519137007020744 0.0005201683775781106 0.0006124885202657453 0.0005927827546487138
81 0.0006761722901230433 0.0006021233395369795 0.000550064797332478 0.0005183008299344545 0.0006124885202657453 0.0005918299554385401
82 0.0006755091647018655 0.0006002421048205225 0.0005487976314101068 0.0005164852745475433 0.0006124885202657453 0.0005907045391491566
83 0.0006754864956266674 0.0005986127407605575 0.0005485961897206284 0.000515116608127713 0.0006124885202657453 0.0005900601109002623
84 0.0006749496924609089 0.0005964138585943486 0.0005473191572037819 0.0005144189580753127 0.0006124885202657453 0.0005891180373200195
85 0.0006745162641574768 0.000592999096471143 0.0005470034345775145 0.0005133985438307838 0.0006124885202657453 0.0005880811718605327
86 0.0006742318092858194 0.0005885899079289617 0.0005470034345775145 0.0005131742729273871 0.0006124885202657453 0.0005870975889970857
87 0.000674104611635927 0.0005851544205842679 0.0005470034345775145 0.0005128206544073143 0.0006124885202657453 0.0005863143282941539
88 0.0006739555152248935 0.0005834722736133124 0.0005470034345775145 0.0005103611536417294 0.0006124885202657453 0.000585456179464639
89 0.0006738134163337484 0.0005822102651825672 0.0005470034345775145 0.0005093212984151763 0.0006124885202657453 0.0005849673869549504
90 0.0006736096372419907 0.0005798037643880371 0.0005470034345775145 0.0005081627690481737 0.0006124885202657453 0.0005842136251042923
91 0.0006734082552336668 0.0005725567398919179 0.0005470034345775145 0.0005077540152948311 0.0006124885202657453 0.0005826421930527351
92 0.0006732096754445054 0.0005645390283502621 0.0005470034345775145 0.0005077334300318203 0.0006124885202657453 0.0005809948177339696
93 0.0006727099426745089 0.0005598076133264064 0.0005470034345775145 0.0005067706899621241 0.0006124885202657453 0.0005797560401612598
94 0.0006724339554000756 0.0005572708933194192 0.0005470034345775145 0.0005053313508810641 0.0006124885202657453 0.0005789056308887638
95 0.0006714275589139689 0.0005560405435084538 0.0005470034345775145 0.0005037281531372773 0.0006124885202657453 0.000578137642080592
96 0.0006703177401821798 0.0005523162699018681 0.0005470034345775145 0.0005022320217640049 0.0006124885202657453 0.0005768715973382626
97 0.0006690055316432195 0.0005507139636458391 0.0005470034345775145 0.0005011304361580624 0.0006124885202657453 0.0005760683772580761
98 0.0006672254809446496 0.0005480698453248136 0.0005470034345775145 0.0004998211608094986 0.0006124885202657453 0.0005749216883844443
99 0.0006638885567963837 0.0005406775639658752 0.0005470034345775145 0.0004986377871249052 0.0006124885202657453 0.0005725391725460848
