idx adam_1 adam_2 adam_3 adam_4 adam_5 adam_mean
33 0.6666198793232239 1.632096002236939 1.4364448027738488 0.8666041852210411 1.5104155073421823 1.2224360753794472
34 0.6710779865159004 1.5966567210449911 1.3812969208301162 0.8160684292986966 1.5011004270634338 1.1932400969506276
35 0.6773699287643189 1.5919985114815924 1.3351115300749496 0.7649428947608802 1.485593636998991 1.1710033004161464
36 0.6831329989340204 1.6105547579637578 1.300064149124266 0.7363393703361112 1.4621300123666052 1.1584442577449523
37 0.6857495811625486 1.6376627502999899 1.275328384093914 0.73183146692151 1.4325918730171259 1.1526328110990176
38 0.6855543529575355 1.657287435622158 1.2570785257366792 0.7337362195252262 1.4002389035882978 1.1467790874859793
39 0.68218869608134 1.6578844574564653 1.2399290615778957 0.7236922219790503 1.367392708303349 1.13421742907962
40 0.6750697207407707 1.636028995942106 1.219105654945248 0.6988057539060692 1.3345319636181248 1.1127084178304636
41 0.6662753693301893 1.5965337994142805 1.1922946583094645 0.6716119098632997 1.3010223942988417 1.085547626243215
42 0.6576380052500743 1.549425912472393 1.1603565830623903 0.6564136843785313 1.2665382933302125 1.0580744956987203
43 0.6492284808521491 1.5054224159362335 1.1267052067929277 0.6559362575158959 1.2320104906769818 1.0338605703548376
44 0.6419495073540439 1.4719016443718236 1.095756356744279 0.6603096514749109 1.1995464171696504 1.0138927154229416
45 0.6365333603105193 1.4508506635282774 1.0711686325416567 0.6580518869726852 1.1715191287443718 0.997624734419502
46 0.632185787048555 1.439262687242236 1.0545774496835176 0.6472024333962139 1.1494660452997165 0.9845388805340477
47 0.6289029968233838 1.431422044627436 1.0452443197660657 0.6356962432062925 1.1334649544579558 0.9749461117762269
48 0.6271713967017034 1.4218478656882674 1.04064004502887 0.6320570758589098 1.1223149986387884 0.9688062763833077
49 0.6264150618677612 1.4075896221408812 1.0376105189447602 0.6368964151548386 1.1143320215036856 0.9645687279223853
50 0.6264808685877495 1.3890360878113006 1.03358213714081 0.6433867151826883 1.1081920092538649 0.9601355635952826
51 0.6274461756805567 1.3691438141315455 1.0273211692510094 0.644893735075934 1.1032948190637655 0.9544199426405623
52 0.6284267215896087 1.351662075802399 1.0190196010955026 0.6411982244462222 1.099529969092504 0.9479673184052473
53 0.6289636983883626 1.3392658324436846 1.0097985424979594 0.637414570739885 1.0967598338630473 0.9424404955865878
54 0.6290573685144891 1.3324203459642308 1.0009501554661757 0.6377818856577983 1.0944705293971873 0.9389360569999763
55 0.628312349843194 1.3293797380297112 0.9932957041683861 0.6412993158988302 1.0918352587957156 0.9368244733471673
56 0.6269342404941065 1.327176562479889 0.9869229508201358 0.6434470545510214 1.0880930485825315 0.9345147713855368
57 0.625427200567238 1.323036123385697 0.9813510258757734 0.6414184443366512 1.0829264735208377 0.9308318535372395
58 0.6238180764247109 1.3155267686854604 0.9759598139968676 0.636845156930282 1.0765601461542196 0.9257419924383082
59 0.6223824456557748 1.304963760726421 0.9704121576329083 0.6334464743501974 1.069534428539553 0.9201478533809709
60 0.6213205649978483 1.2929872171253343 0.9648376701200643 0.6328599680117736 1.0623441843429875 0.9148699209196016
61 0.6204400748519686 1.2816214601129516 0.9597045002310356 0.6333819924887193 1.0552025232993874 0.9100701101968124
62 0.6198533955897688 1.2723168748563263 0.9554859778972938 0.6324924844170414 1.0480642266286981 0.9056425918778256
63 0.6196174614058265 1.2654132275814394 0.9523332060139174 0.6298287694685296 1.0408356367228693 0.9016056602385165
64 0.6195958078217755 1.2602072252743772 0.9499431712656395 0.6273022503616318 1.0335706638313729 0.8981238237109593
65 0.6198611261706527 1.2554991037144174 0.9476875144674581 0.6266576225554735 1.0264943658069885 0.8952399465429981
66 0.6202791080598018 1.2502838020053035 0.9449163723597277 0.6275438270612244 1.019854738836522 0.892575569664516
67 0.620611491022756 1.244230311117111 0.9412608344593884 0.6281884418941096 1.0137416081774464 0.8896065373341623
68 0.6208230769084577 1.2377464081268306 0.9367732087579881 0.627559927137444 1.0080229374381129 0.8861851116737667
69 0.6207963551316948 1.2316581327165477 0.9318479575716337 0.6263479277131374 1.0024394530601126 0.8826179652386253
70 0.6205353597160467 1.2267196522075519 0.9269897344307028 0.6258203900128311 0.9967690587231104 0.8793668390180486
71 0.620195016104174 1.2232236162193193 0.922566584316963 0.6262116038792991 0.9909292951959529 0.8766252231431416
72 0.6197982540382307 1.2208947931659584 0.9186735610175208 0.6265900263826882 0.9849537497593983 0.8741820768727593
73 0.6194192941019326 1.2190822644443275 0.9151545142252105 0.6261283386481201 0.9788878427256654 0.8717344508290512
74 0.619105323101224 1.217112205276632 0.91173988718813 0.6250662350334897 0.9727062119528092 0.8691459725104569
75 0.6188063643798162 1.2146006957043 0.9082063632249185 0.6242746276046814 0.9663188475810589 0.866441379698955
76 0.6185731658973976 1.211574813884416 0.9044713362869783 0.6241446130912109 0.9596474346734866 0.863682272766698
77 0.6184205698076758 1.2083705337664568 0.900587227446607 0.6242244103876163 0.9526952049359495 0.8608595892688611
78 0.6183423779538806 1.2053953490812526 0.8966618239132078 0.6239254551440658 0.945548749968474 0.8579747512121761
79 0.6183705688482523 1.2028998926162717 0.8927665324976085 0.6232744102564908 0.9383163847825797 0.8551255578002406
80 0.6184459776556779 1.2008755616775586 0.8888895156909962 0.6227812783442445 0.9310611405883029 0.8524106947913559
81 0.6185262062163135 1.1991104793902807 0.8849543092419564 0.622725666925629 0.923782872319717 0.8498199068187793
82 0.6185856670004726 1.197346912395736 0.8808819184344001 0.622840730979625 0.9164543674927124 0.8472219192605891
83 0.6185796888478371 1.1954377159052525 0.8766509334649958 0.6227275588911773 0.9090700881515759 0.8444931970521676
84 0.6185301149129881 1.1934158082673996 0.87231709723972 0.6223673754074157 0.9016626205582176 0.8416586032771483
85 0.6184448687951244 1.1914514031378838 0.8679830845799978 0.622074055212192 0.894277703145434 0.8388462229741265
86 0.6183311493234628 1.1897373328547625 0.8637407198148855 0.6220363387523822 0.8869368789013377 0.8361564839293661
87 0.6182143733526795 1.1883766260534776 0.8596223225387322 0.6220964560992047 0.879623654826541 0.833586686574127
88 0.6180866141958916 1.1873344505867582 0.8555887095773926 0.6220108038524619 0.8723029828161984 0.8310647122057405
89 0.6179650392185261 1.1864717780811633 0.8515569718831625 0.6217792481782626 0.8649526626786972 0.8285451400079623
90 0.6178635568062837 1.1856301882741087 0.8474479279293723 0.6216036428204661 0.8575776952649684 0.82602460221904
91 0.617785649704952 1.18471336458643 0.8432246913073992 0.6215887492427894 0.8501983797108833 0.8235021669104906
92 0.6177463340613571 1.1837210122895974 0.8389030034036091 0.6216192334411176 0.8428282468921318 0.8209635660175627
93 0.617731922142008 1.1827244835298933 0.8345328891531559 0.6215460926370495 0.8354646707729723 0.8184000116470159
94 0.6177324602284632 1.181807858799957 0.8301672493366572 0.6213862906638891 0.8280994847606444 0.8158386687579222
95 0.6177363845650345 1.1810138491050823 0.825837266962496 0.6212694447531056 0.8207366768175564 0.813318724440655
96 0.6177281327964641 1.1803245564510052 0.82154645489402 0.6212443929007571 0.8133989397487998 0.8108484953582092
97 0.6177103997136579 1.1796820150173681 0.8172817501952002 0.6212277654328424 0.8061176084949538 0.8084039077708045
98 0.6176788098420742 1.179029468773863 0.8130303336223325 0.6211406467450045 0.7989169100847071 0.8059592338135962
99 0.6176365720273976 1.178345300971231 0.8087901053049591 0.6210171375172624 0.7918073395625563 0.8035192910766813
100 0.6175873450051031 1.1776504338867775 0.8045687556220389 0.6209410679271307 0.7847921789248636 0.8011079562731828
101 0.617530559213669 1.1769888763177943 0.800375182878984 0.6209251891978161 0.7778780521634743 0.7987395719543475
102 0.6174746491802364 1.1763972133309124 0.7962115257767757 0.6209077421531285 0.7710781420213925 0.7964138544924891
103 0.6174216091894803 1.1758830195456362 0.7920720579513373 0.6208512489823885 0.7644060966034022 0.7941268064544489
104 0.6173765207799902 1.1754237353154307 0.7879491254986033 0.6207896758436661 0.7578686936980917 0.7918815502271563
105 0.6173407895298441 1.1749834605083795 0.7838410198675765 0.620767069958481 0.7514656515672238 0.7896795982863011
106 0.6173108195954736 1.1745347467335976 0.7797557270850741 0.6207716106298449 0.7451964478028306 0.7875138703693642
107 0.6172859155404696 1.1740715238654285 0.7757079614526365 0.6207588391324154 0.7390665809701693 0.7853781641922237
108 0.6172613306271578 1.1736069126899282 0.7717118243730252 0.620717075390031 0.7330870463524848 0.7832768378865255
109 0.6172369596447208 1.173159887844144 0.7677742534444418 0.620675769953084 0.7272684888187025 0.7812230719410186
110 0.6172116857040305 1.1727409076461874 0.7638934460921405 0.6206547223097063 0.7216166947186126 0.7792234912941354
111 0.6171843438638575 1.1723455711746409 0.7600627428408878 0.6206368013488602 0.7161336025478412 0.7772726123552175
112 0.6171553342287681 1.1719588813284805 0.7562768365420288 0.6205993619275315 0.7108214819887625 0.7753623792031142
113 0.6171230049318377 1.171565659434158 0.7525360547004505 0.6205490403396005 0.7056849204770013 0.7734917359766096
114 0.6170890802080332 1.1711595395682595 0.7488462932868263 0.62050866439334 0.700728576584369 0.7716664308081655
115 0.617054124404281 1.1707450986234564 0.7452153697655306 0.6204829142195434 0.6959537974328865 0.7698902608891396
116 0.6170198501800587 1.170332882945685 0.741648796172396 0.6204560890055935 0.6913581663046623 0.768163156921679
117 0.6169872640821572 1.1699316056166116 0.7381478748457483 0.6204196972478413 0.686938273005465 0.7664849429595646
118 0.6169558288358612 1.1695428684203746 0.7347109789265481 0.620384174514442 0.6826923514530328 0.7648572404300518
119 0.6169257560705003 1.1691612755105145 0.7313365638813354 0.6203601061169909 0.6786200496462349 0.7632807502451152
120 0.6168959180687763 1.1687789084912628 0.728025496932179 0.6203421060685358 0.6747202401594029 0.7617525339440313
121 0.6168666196941671 1.168390539958767 0.7247811555516349 0.6203191087965734 0.6709898638946693 0.7602694575791623
122 0.6168373968700327 1.1679961214206644 0.7216075623720368 0.6202913679590254 0.6674251130463165 0.7588315123336151
123 0.6168080028239891 1.1675994389861304 0.7185071741217185 0.6202675988395574 0.6640232714825897 0.757441097250797
124 0.6167781011858376 1.1672045040198105 0.7154799416220436 0.62024997379743 0.6607829412930831 0.756099092383641
125 0.616747068023476 1.1668124518674063 0.7125241109506605 0.6202317409063653 0.6577025827023387 0.7548035908900494
126 0.6167152848364129 1.1664209165902728 0.7096379355031214 0.6202089167144021 0.6547792854056972 0.7535524678099813
127 0.6166828465253547 1.166025888966168 0.7068209677718276 0.6201857702826314 0.6520091082813053 0.7523449163654574
128 0.6166505868634106 1.1656244228800976 0.7040741287884631 0.6201667085680665 0.6493882289393835 0.7511808152078843
129 0.6166186870546518 1.1652162597762263 0.7013987623790233 0.6201493450040667 0.6469132991988642 0.7500592706825664
130 0.6165872925867445 1.1648034683199866 0.698795560452951 0.6201292622334159 0.6445806681637197 0.7489792503513635
131 0.6165562783246223 1.1643886531949879 0.6962641572702106 0.6201071220562262 0.6423856429622905 0.7479403707616676
132 0.616525398894104 1.1639731387428427 0.6938035338981985 0.6200866931355971 0.6403227828793999 0.7469423095100284
133 0.6164946850427407 1.1635563137943181 0.6914127366673046 0.6200684351891737 0.6383868061136037 0.7459837953614282
134 0.6164638894115163 1.1631363552953267 0.6890912724467353 0.6200494390466251 0.6365729837917075 0.7450627879983822
135 0.6164330264071892 1.1627115993204327 0.6868389227500293 0.6200287108551569 0.6348766993425556 0.7441777917350728
136 0.6164018075570884 1.162281529005274 0.6846552384240502 0.6200085244735586 0.6332929335079868 0.7433280065935917
137 0.6163702361503808 1.16184679076851 0.6825392050254886 0.6199903474585413 0.631816380290937 0.7425125919387716
138 0.6163382982261774 1.1614084106720146 0.6804893651517663 0.6199727183256476 0.6304419511959873 0.7417301487143186
139 0.6163061598671121 1.1609668946524123 0.6785042695961686 0.6199541084388077 0.6291649462677661 0.7409792757644534
140 0.6162739946818707 1.1605218549661123 0.6765828656368238 0.6199353369198402 0.6279807151601301 0.7402589534729553
141 0.61624185897869 1.1600723324068718 0.6747245138234731 0.6199177546218368 0.6268843336306452 0.7395681586923034
142 0.6162098253485991 1.1596174753995638 0.6729286484051076 0.6199008652850904 0.6258707301170664 0.7389055089110854
143 0.6161778139670753 1.1591570473550252 0.6711943748699594 0.6198833409745873 0.6249350468326409 0.7382695247998576
144 0.6161458656609502 1.158691439692397 0.6695203152140972 0.6198652213863286 0.6240727527079037 0.7376591189323355
145 0.6161139080483167 1.1582212617888157 0.6679047856759742 0.6198475340181632 0.6232794374379277 0.7370733853938395
146 0.6160819523838493 1.1577468578745147 0.6663461307614742 0.6198304072628006 0.6225506520737885 0.7365112000712853
147 0.6160499101052791 1.1572680913601123 0.6648429492086703 0.6198130212851002 0.6218820331255276 0.7359712010169379
148 0.616017746538106 1.1567844943269607 0.6633940748363952 0.6197951510347111 0.6212695161455081 0.7354521965763362
149 0.6159854253471861 1.1562956114632494 0.6619983850070181 0.6197774746763011 0.6207093444458893 0.7349532481879288
150 0.6159529579601427 1.1558012641859732 0.6606546243689599 0.6197603385593291 0.6201978964608457 0.7344734163070501
151 0.6159203861790368 1.155301565806675 0.6593613780702196 0.6197432787070746 0.6197315934515611 0.7340116404429133
152 0.6158877276147218 1.1547967231782286 0.6581171798364228 0.6197259548023111 0.6193069938935287 0.7335669158650426
153 0.615855020782582 1.1542868040414342 0.6569206335585 0.6197086943522087 0.6189209070332912 0.7331384119536033
154 0.6158222633050051 1.1537716418570974 0.6557704416673829 0.6196918094563983 0.6185703618182854 0.7327253036208339
155 0.6157894919205196 1.1532509225455045 0.6546653350528326 0.6196750515417006 0.6182524982626179 0.7323266598646351
156 0.6157566995559748 1.1527243607935316 0.6536039864981027 0.6196581041150164 0.6179645473720727 0.7319415396669396
157 0.6157238969078191 1.1521918258295951 0.6525849906033865 0.6196411083836889 0.6177039146317712 0.7315691472712522
158 0.6156910475914412 1.151653336430139 0.6516069215347636 0.6196243307663564 0.6174682326280097 0.731208773790142
159 0.6156581351030942 1.1511089514422521 0.6506684096262839 0.6196076855521555 0.6172553113087259 0.7308596986065024
160 0.6156251330852942 1.1505586514890527 0.649768170049239 0.6195909469831623 0.6170630675280514 0.73052119382696
161 0.6155920434941884 1.1500022967226762 0.6489049686668082 0.6195741650191795 0.6168895281330842 0.7301926004071874
162 0.6155588686310153 1.1494396760825332 0.6480775671400573 0.6195575348069983 0.6167328784528529 0.7298733050226913
163 0.6155256175742763 1.1488705953332345 0.647284700428153 0.6195410372146316 0.6165914676321625 0.7295626836364916
164 0.6154922974551486 1.1482949328849237 0.646525102164061 0.6195245083588721 0.6164637601324485 0.7292601201990907
165 0.6154589139843933 1.1477126284798806 0.6457975477388178 0.6195079441616569 0.6163483037837464 0.728965067629699
166 0.6154254787618285 1.1471236247790664 0.6451008732540173 0.6194914738026148 0.6162437507769511 0.7286770402748957
167 0.6153919968880248 1.1465278126939984 0.644433956425943 0.6194751076589183 0.6161488863220236 0.7283955519977816
168 0.6153584746830999 1.1459250198403395 0.6437956823611967 0.6194587383305248 0.616062616471778 0.7281201063373878
169 0.6153249038523382 1.1453150433741288 0.6431849283659709 0.6194423484410824 0.6159839337524788 0.7278502315571999
170 0.6152912803591938 1.144697696014125 0.6426005807845809 0.6194260248559337 0.6159119074472874 0.7275854978922242
171 0.6152575953747335 1.1440728298885936 0.6420415665650863 0.6194097874435968 0.615845700157977 0.7273254958859974
172 0.615223852202965 1.1434403250983647 0.6415068711909794 0.6193935652272032 0.6157845725729085 0.7270698372584843
173 0.6151900498149032 1.1428000577399042 0.6409955300553135 0.6193773357826478 0.615727862017323 0.7268181670820184
174 0.6151561924412912 1.1421518742836687 0.6405066048437726 0.6193611531290462 0.6156749619117052 0.7265701573218968
175 0.6151222777614812 1.1414955895499153 0.6400391670800123 0.6193450349642868 0.6156253239773072 0.7263254786666006
176 0.6150883093765438 1.140831005010087 0.6395923006115832 0.6193289350270613 0.6155784683279091 0.726083803670637
177 0.615054288354338 1.1401579297664912 0.6391651162120444 0.619312835383413 0.6155339782214057 0.7258448295875385
178 0.6150202198601339 1.1394761878178152 0.6387567625681794 0.6192967730247716 0.6154914838193741 0.725608285418055
179 0.6149861043153455 1.138785608391057 0.6383664247964304 0.6192807647089821 0.6154506553421283 0.7253739115107887
180 0.6149519427821858 1.1380860093367409 0.6379933150156478 0.6192647825176062 0.6154112083196164 0.7251414515943594
181 0.614917732878415 1.1373771870213631 0.6376366658743374 0.6192488145927895 0.6153729046909636 0.7249106610115738
182 0.6148834742731407 1.1366589189714382 0.6372957327199543 0.6192328858750159 0.6153355423739485 0.7246813108426995
183 0.6148491659586002 1.1359309749359037 0.6369698003953362 0.6192170079284519 0.615298944656719 0.7244531787750021
184 0.6148148089212493 1.135193126527274 0.6366581865587754 0.6192011610457001 0.6152629592911691 0.7242260484688336
185 0.6147804031708827 1.1344451483937907 0.6363602379850983 0.6191853354007296 0.6152274611387267 0.7239997172178457
186 0.614745949481227 1.133686811423055 0.6360753237187576 0.6191695460389608 0.6151923485362207 0.7237739958396443
187 0.614711448474937 1.1329178743055879 0.6358028315457243 0.6191537993154684 0.6151575356573762 0.7235486978598187
188 0.6146769021629273 1.1321380798418215 0.6355421701832596 0.6191380812057024 0.6151229496198873 0.7233236366027196
189 0.6146423122825782 1.1313471576436103 0.6352927737584441 0.6191223854064067 0.615088532791973 0.7230986323766024
190 0.6146076800896295 1.1305448297634006 0.6350541034622299 0.6191067227182538 0.6150542429725091 0.7228735158012045
191 0.6145730056810369 1.1297308141932416 0.6348256447531634 0.6190910977933998 0.6150200488548385 0.722648122255136
192 0.6145382891702306 1.1289048236775028 0.6346069030048623 0.6190755019037305 0.6149859260218258 0.7224222887556304
193 0.6145035307474906 1.1280665612600909 0.6343974015160285 0.6190599320770979 0.6149518570037629 0.7221958565208941
194 0.6144687308506458 1.1272157161753256 0.6341966828707235 0.6190443961676056 0.6149178320453766 0.7219686716219355
195 0.6144338897902201 1.1263519627605725 0.6340043112002106 0.6190288967467279 0.6148838468911076 0.7217405814777677
196 0.6143990081284679 1.125474962284791 0.6338198723712051 0.6190134275354928 0.6148498995328983 0.721511433970571
197 0.6143640866027235 1.124584365393255 0.6336429715699746 0.6189979868215891 0.6148159895458298 0.7212810799866745
198 0.6143291261701549 1.123679812821948 0.6334732303311152 0.6189825797689938 0.6147821193209663 0.7210493736826356
199 0.614294127721717 1.122760933780517 0.6333102852577457 0.6189672073439731 0.6147482939805217 0.7208161696168949
200 0.614259092157586 1.1218273432846393 0.6331537887022811 0.6189518651446129 0.6147145196819427 0.7205813217942123
201 0.6142240201267161 1.1208786402740716 0.6330034098069726 0.6189365525992577 0.6146808027901426 0.7203446851194322
202 0.6141889121324532 1.1199144073943472 0.6328588343232467 0.6189212732790557 0.6146471506361335 0.7201061155530473
203 0.6141537685533405 1.1189342118527077 0.6327197631594497 0.6189060272783067 0.6146135719093335 0.7198654685506276
204 0.6141185899708819 1.1179376059981483 0.6325859108588802 0.6188908115127071 0.6145800756308933 0.7196225987943021
205 0.6140833769157832 1.116924126679744 0.6324570050048055 0.6188756259467686 0.6145466701108003 0.7193773609315804
206 0.6140481298744218 1.1158932934904422 0.632332786382848 0.6188604728375349 0.6145133631073681 0.7191296091385231
207 0.6140128492322469 1.1148446067841844 0.6322130089760954 0.6188453517310827 0.614480162337086 0.7188791958121391
208 0.6139775356649687 1.1137775463156327 0.6320974392268601 0.6188302606017949 0.6144470751842642 0.7186259713987042
209 0.613942189928029 1.1126915706737752 0.6319858549015335 0.6188151998809227 0.6144141080875243 0.7183697846943569
210 0.6139068128208288 1.1115861170010684 0.6318780443013444 0.6188001711114207 0.6143812666297465 0.7181104823728818
211 0.6138714049622412 1.1104606003307633 0.6317738061167545 0.6187851737597646 0.614348556099757 0.7178479082538562
212 0.6138359670609022 1.1093144122618475 0.6316729495190557 0.6187702066348365 0.6143159815881454 0.7175819034129575
213 0.6138004997515139 1.1081469192225484 0.6315752938964482 0.6187552703027943 0.6142835475955084 0.7173123061537626
214 0.6137650036886273 1.1069574608094188 0.6314806680971944 0.6187403656060072 0.614251257904633 0.7170389512211761
215 0.613729479404182 1.1057453484984237 0.6313889095764015 0.6187254918516096 0.61421911587039 0.7167616690402013
216 0.6136939275198712 1.1045098646308802 0.6312998638937891 0.6187106482633956 0.6141871245481583 0.7164802857712188
217 0.6136583485847912 1.1032502613218218 0.6312133845981566 0.6186958352947494 0.6141552864541608 0.7161946232507359
218 0.6136227431982143 1.1019657589944767 0.6311293331542882 0.618681053279328 0.6141236034195996 0.7159044984091814
219 0.6135871119517406 1.10065554451292 0.6310475786021645 0.6186663015590089 0.6140920767959305 0.7156097226843529
220 0.6135514555652937 1.0993187691201642 0.6309679969812284 0.6186515797275257 0.6140607076710641 0.7153101018130552
221 0.6135157746872555 1.0979545464164553 0.6308904707991417 0.6186368881668145 0.6140294968208663 0.7150054353781067
222 0.6134800699331651 1.0965619504506803 0.6308148887392713 0.618622226943654 0.6139984446203042 0.714695516137415
223 0.6134443418775032 1.0951400138081826 0.6307411455326165 0.6186075955357989 0.613967551161943 0.7143801295832088
224 0.6134085911696309 1.093687725513518 0.6306691417795648 0.6185929937735569 0.613936816423657 0.7140590537319855
225 0.6133728184172225 1.0922040286530321 0.6305987836161573 0.6185784219028657 0.613906240255278 0.7137320585689111
226 0.6133370241984456 1.0906878177622583 0.6305299823164604 0.6185638797961666 0.6138758222848023 0.7133989052716265
227 0.6133012090836 1.0891379360953177 0.6304626539834195 0.6185493670330849 0.6138455619531589 0.7130593456297163
228 0.6132653736879449 1.0875531728514103 0.6303967193666601 0.6185348835347584 0.6138154586280516 0.712713121613765
229 0.6132295186159101 1.0859322603290067 0.6303321037122023 0.6185204293887067 0.6137855116228217 0.7123599647337295
230 0.6131936444608579 1.0842738709037292 0.6302687365434311 0.6185060043672161 0.613755720141961 0.7119995952834391
231 0.6131577518420464 1.0825766137338202 0.6302065513782587 0.6184916081668375 0.6137260832994139 0.7116317216840753
232 0.6131218413908918 1.080839031166991 0.6301454854689283 0.618477240760269 0.61369660020687 0.71125603979879
233 0.6130859137236401 1.079059594890082 0.6300854796226132 0.6184629021302889 0.6136672700080489 0.7108722320749347
234 0.6130499694414432 1.077236701877707 0.6300264780715535 0.6184485920303429 0.6136380918445299 0.7104799666531152
235 0.6130140091788864 1.075368670158449 0.629968428319586 0.6184343102469589 0.6136090648513252 0.7100788965510411
236 0.6129780335625342 1.0734537343678943 0.6299112809371697 0.6184200567392514 0.6135801882030676 0.7096686587619835
237 0.6129420431991924 1.0714900410383308 0.6298549893469768 0.6184058313946679 0.6135514611324153 0.7092488732223167
238 0.6129060386855815 1.0694756435949155 0.6297995096565506 0.6183916339694361 0.6135228828980546 0.7088191417609077
239 0.6128700206497264 1.0674084970634383 0.6297448005455751 0.6183774643047776 0.6134944527676235 0.7083790470662282
240 0.6128339897093328 1.0652864525136245 0.6296908231651641 0.6183633223294003 0.6134661700426274 0.7079281515520297
241 0.6127979464647091 1.0631072512513746 0.6296375410089698 0.618349207881138 0.6134380340755503 0.7074659961363483
242 0.6127618915154224 1.0608685187466473 0.6295849197591503 0.6183351207434826 0.6134100442534477 0.70699209900363
243 0.6127258254762117 1.058567758265575 0.6295329271412117 0.6183210607806074 0.6133821999863663 0.7065059543299944
244 0.6126897489476316 1.0562023441805968 0.629481532810196 0.6183070278740729 0.6133545007230747 0.7060070309071145
245 0.6126536625153137 1.0537695149561943 0.6294307082578239 0.6182930218280765 0.6133269459625194 0.7054947707039856
246 0.6126175667750586 1.051266365833361 0.6293804267161459 0.6182790424467342 0.6132995352395411 0.7049685874021682
247 0.6125814623281336 1.0486898412495314 0.6293306630494352 0.6182650895951307 0.6132722681097011 0.7044278648663864
248 0.6125453497666328 1.0460367270318225 0.629281393648322 0.6182511631223703 0.6132451441534259 0.7038719555445146
249 0.6125092296795365 1.043303642400479 0.6292325963419682 0.6182372628315933 0.6132181629815874 0.7033001788470328
250 0.6124731026727551 1.0404870318274224 0.6291842503267993 0.6182233885500562 0.6131913242262208 0.7027118195206506
251 0.6124369693499594 1.0375831568149607 0.6291363360968824 0.6182095401341708 0.6131646275309194 0.7021061259853786
252 0.6124008303047433 1.0345880876865141 0.6290888353661028 0.6181957174100765 0.6131380725547276 0.7014823086644328
