idx lbfgs_1 lbfgs_2 lbfgs_3 lbfgs_4 lbfgs_5 lbfgs_mean
0 0.6593790821122326 0.6680953072966885 0.6641315222130535 0.658873502487657 0.6618020864370996 0.6624563001093462
1 0.6095946606682708 0.6623866564161397 0.6633874032240897 0.6425235319219612 0.655880142768758 0.646754478999844
2 0.5758806440521661 0.6534598817554809 0.6607385105808468 0.585476237926881 0.6282869692732365 0.6207684487177223
3 0.5494024844838384 0.5891237739767934 0.6510201739913497 0.5538405611938019 0.5858127846527601 0.5858399556597087
4 0.514811285000957 0.5763957480955147 0.6223524444424674 0.5170645442282933 0.5586845794679515 0.5578617202470367
5 0.5028525184648202 0.5357219934407434 0.5926575279852285 0.5122485429824122 0.5538352223466096 0.5394631610439629
6 0.4937297496069792 0.5086397870666173 0.5621509749855166 0.5087343761318834 0.5479257891309411 0.5242361353843876
7 0.4786594977229002 0.48735287985016945 0.5231957435010992 0.5082887473593095 0.5306560651128276 0.5056305867092612
8 0.46212221498309053 0.41547151349984207 0.48806324617678454 0.5070923942522771 0.49624544758157113 0.47379896329871307
9 0.4108121758545494 0.3697804859359602 0.4737883751366472 0.4980031745213129 0.47039134147061273 0.44455511058381647
10 0.37571389049428233 0.3621422681678039 0.4665016850034987 0.4788114936544891 0.4517445533608244 0.4269827781361797
11 0.3698747341270381 0.35011267175635347 0.4555263696099448 0.4018954789992058 0.41345265722954827 0.39817238234441804
12 0.35723811123326304 0.3408807854059048 0.4337973423329727 0.34933787464686383 0.2989330027764535 0.3560374232790916
13 0.3460743032316207 0.33084062444885187 0.39231095273986916 0.34159127802771494 0.2419210892091343 0.3305476495314382
14 0.32056874824065673 0.319492136971277 0.24812970462883288 0.32822211616632746 0.2297188189868008 0.289226304998779
15 0.29324651477506175 0.3016347880967824 0.1875306983820944 0.3205674748726128 0.21686580673003789 0.26396905657131786
16 0.25404597672374746 0.2852894541226216 0.12396314078794515 0.31666585183836043 0.19765694856760138 0.23552427440805518
17 0.21552052917966977 0.27298606468845643 0.051619443483116534 0.31001018134786823 0.12676196929772518 0.19537963759936725
18 0.13136164366135195 0.262178836284823 0.016769040664603118 0.2948319207828333 0.06348956574725272 0.15372620142817284
19 0.046004040514766475 0.24692822089731975 0.0075419697940409345 0.24824782512711777 0.05501739752602384 0.12074789077185374
20 0.023543650956933403 0.23831114518998156 0.002255602803719812 0.21645142999833406 0.04533923105379452 0.10518021200055268
21 0.009009674350032913 0.23207984147259153 0.00137290781392523 0.20010199404822682 0.03568569709199074 0.09565002295535345
22 0.005139953263187686 0.22400310861201725 0.0006858931774789628 0.18944976523172644 0.03157401201172006 0.09017054645922609
