idx cobyla_1 cobyla_2 cobyla_3 cobyla_4 cobyla_5 cobyla_mean
0 68.66445890608404 63.36462689204221 31.883096702004856 36.75396602453006 163.35160848200047 72.80355140133233
1 17.960478551467137 55.57179656971645 18.623335011110267 38.82239100172606 64.22141053740869 39.03988233428572
2 13.43315052724072 15.09547418571289 15.983323820008469 110.11944070774979 38.69340529704532 38.664958907551444
3 42.89737674997017 16.77811816623702 4.521809869744264 26.165431107771962 39.275291489311506 25.92760547660699
4 12.391715134228996 28.922504437214776 7.861096604098588 18.628990819984647 73.14976702427467 28.190814803960336
5 14.206818202536885 17.43617748901444 8.983364010095125 33.463597246987206 67.29984505164148 28.27796040005503
6 24.600681070974897 40.59781493677079 31.259738511084716 52.21125147097913 30.923665247010664 35.91863024736404
7 10.2550090123861 15.713747391732598 12.158598612741963 22.48470185481172 40.56809070352617 20.23602951503971
8 8.520230588567687 16.620365610048175 3.74066033503801 10.138374203034672 87.01551988011616 25.20703012336094
9 7.551691009368996 22.753147309831032 11.432479087484264 5.1065711632809725 38.078877588892105 16.984553231771475
10 19.10414079932118 10.76372033286655 37.70904082124581 16.84129082048321 76.3352512829002 32.15068881136339
11 76.7288614910054 25.443685228594216 18.480645739651685 19.408460947084524 55.18371656492112 39.049073994251394
12 40.05086534522707 11.689575278505174 16.23951297265385 39.07690646750132 51.223374556707 31.65604692411888
13 6.3276949884592 19.899298712417618 5.1262147557646305 14.258956432016287 58.86338426580376 20.8951098308923
14 147.0852996512684 21.423342237307274 13.81871411847083 55.50451629394531 34.56557806080671 54.4794900723597
15 35.456866868232865 33.511653990777965 6.549282792770436 17.875802772097444 45.41241828279851 27.761204941335443
16 11.714982872893511 6.56548879645291 11.430382942970624 32.865006495131674 16.576329169150075 15.830438055319757
17 52.163062251215365 17.3026362446877 7.6092341381915105 26.358529961798407 50.841430914055636 30.85497870198973
18 24.947910681575813 7.482234505509475 9.446794835676293 22.40668461198274 27.884609560396736 18.43364683902821
19 9.405383864685103 6.171653485350113 30.53713471114559 12.887635096193911 5.637024619087271 12.927766355292396
20 5.416752179771379 18.888048677701256 4.973065049899502 8.932714747232227 12.36284474186845 10.114685079294564
21 6.172627365767835 28.668293012662232 10.287204842461684 8.732645558779495 11.268345467159548 13.025823249366159
22 8.401502982536806 7.8623054537705075 34.93891578723197 17.31001929327575 23.74154695495491 18.45085809435399
23 13.007592171100937 13.89648776185134 3.9873333506512987 12.069114410458557 9.430575838603145 10.478220706533056
24 21.60538280856391 25.0877773230051 13.44491305892982 76.03863838605176 12.983829686722604 29.83210825265464
25 6.987950402031249 46.602355140525916 48.267605044472845 21.910081831490523 11.469952436141119 27.047588970932328
26 31.04804799707984 10.63686249716641 21.414617809763058 12.110411266559556 18.93968252782777 18.829924419679326
27 16.67303387715625 21.35044662279614 13.967776346034533 16.438982885545173 45.03920832968433 22.693889612243286
28 11.227604053189209 15.345734541646575 7.9411446421843515 31.093634944456383 11.389640468637158 15.399551730022733
29 18.520251374839695 22.386987457532236 53.110533698450716 39.673422952525385 12.094435984341008 29.157126293537807
30 6.91296058583559 76.13180287454091 9.497384183534638 22.508511951841793 5.61983961123337 24.134099841397262
31 18.311093259502787 4.034018929155565 20.38621156344138 35.11250117377688 9.577298814960079 17.484224748167335
32 68.70535150956835 18.92529905553353 16.980853428540755 25.783734531427612 10.437391132126677 28.166525931439377
33 4.867462826692087 9.149898373752949 6.215276508748865 7.747707190610299 10.521533532426504 7.700375686446141
34 10.476669084982582 5.243724894242024 8.068933385780793 12.850647898143905 8.117772256695684 8.951549503968996
35 8.817882402320343 14.817049082283635 18.139455498499405 8.504283317788754 16.4372282220879 13.343179704596007
36 9.249977769845476 10.659959150176661 31.518148141627755 39.078947796173885 26.3132591932101 23.364058410206777
37 6.211135949531846 42.7142819512128 15.126775138663067 43.29004463992165 113.3980199488436 44.14805152563459
38 4.8674628266920825 4.034018929155571 3.7406603350380068 5.106571163280974 5.619839611233373 4.673710573080002
39 9.23730935881159 9.102029110705963 11.215155456511631 23.455044724496958 44.57392407232301 19.51669254456983
40 35.384088268520564 7.079312089830507 21.782646754405032 18.309436246538226 7.621461715189257 18.035389014896715
41 4.867462826692086 4.034018929155569 3.740660335038008 5.106571163280972 5.619839611233369 4.673710573080001
42 8.221829433566437 29.401037194331128 5.561692853214383 17.763655674451968 6.232651084836407 13.436173248080063
43 8.120568228304291 17.186643318194342 18.308026033087245 17.71346668190881 7.75366850818206 13.81647455393535
44 4.867462826692082 4.034018929155564 3.7406603350380068 5.106571163280975 5.619839611233372 4.673710573079999
45 10.36613024065436 5.120027145894969 17.355038533361505 11.412348803203326 11.535142661786413 11.157737476980113
46 7.861956449288703 3.4839284851573944 5.870138712345367 10.657213003302324 17.35215839446841 9.04507900891244
47 4.867462826692082 3.4839284851573917 3.740660335038006 5.10657116328097 5.619839611233368 4.563692484280364
48 8.533101643358115 24.72840129010297 35.109909075542916 21.92076428100844 35.27226492724006 25.112888243450502
49 12.539642942039762 6.462550671945767 3.6446219967093567 34.445714177364074 4.200476422525905 12.258601242116972
50 2.481598932957854 21.00373919571348 46.42886544955728 14.947808421735365 37.66642529786895 24.50568745956658
51 5.477001239321657 4.614974769774237 9.220809030495195 5.15629019928599 8.369174587816504 6.567649965338717
52 9.077306855094083 7.26201791861221 6.539431719439356 17.06882693185213 21.733074630363145 12.336131611072185
53 2.889681428158603 12.48963378044147 6.18469891951141 15.30573351553004 9.966909531420951 9.367331435012494
54 12.370710024313398 36.80167159421882 17.65965383244255 7.647608328635652 6.441229679724354 16.184174691866954
55 9.501776135282569 5.634017681062954 4.168761713188953 7.9265851200086965 5.651606704068173 6.576549470722268
56 10.611780868815428 11.561368543103045 16.416082567940027 26.62839431814554 8.667240077040336 14.776973275008874
57 9.250311332908279 6.903445629144397 16.41534365269485 8.839135639003327 4.71787913112723 9.225223076975618
58 6.4698307572438605 9.09082117824782 4.310765243510786 38.593386794318945 19.84791588724024 15.662543972112331
59 5.612797295510997 4.508634586437804 3.4861696919732266 11.643068674404473 4.0595608697547405 5.8620462236162485
60 6.267210915140217 6.397091221689552 6.3338024106811615 5.565688534015276 16.326348808373126 8.178028377979867
61 4.233551544916741 5.854103521246878 12.83496457549248 7.3592639164830835 4.564008937184631 6.969178499064762
62 12.296374727194745 12.080077023106483 10.990727836222385 5.634218099043771 147.60006987076156 37.72029351126579
63 2.459838496081113 5.068971938085077 3.799931162117253 19.792199378756038 8.753444909987827 7.974877177005462
64 16.730807640821546 10.994374011025993 5.4922202173785095 3.210857671300391 4.417864710540507 8.16922485021339
65 40.47438359291554 2.4310354235454947 8.570140773286347 7.7699500338976275 5.143467596178357 12.877795483964672
66 11.704150217221175 3.3965080243524515 2.6966412561996855 3.176471150733573 13.384476397047791 6.871649409110935
67 13.445072895828627 5.682739935711059 2.7909603488205703 3.377052195578935 6.760974531908487 6.411359981569535
68 6.341361727743871 7.83406251694192 3.9337782589325943 4.0016082531058075 27.76826190474585 9.975814532294008
69 6.323669915717704 3.982964763744299 4.084356377738665 10.701088932648338 4.646846450953331 5.947785288160467
70 9.010947321440643 14.836401311054004 2.6797841345049904 3.6743347072354973 17.130111756767594 9.466315846200548
71 2.1215738829375477 5.80282152100237 5.81906528669349 17.784416475191964 6.621005744516307 7.629776582068336
72 8.907401277334188 10.13047894133932 2.4986178871978035 5.070858581080861 15.545174362886787 8.430506209967792
73 7.9171909835480285 12.632000439778707 3.917622959387455 7.868353668111661 3.7990025111807806 7.226834112401326
74 14.099428475822021 9.453798808281023 5.193280184264461 4.729676404166858 23.102131289335045 11.315663032373882
75 10.123599869382488 5.688426582288274 4.607514657411247 4.324874179294039 7.178863686053935 6.3846557948859965
76 20.820365286248418 4.227701209054985 5.192391785028029 3.56106085091523 11.840047224463316 9.128313271141996
77 15.403523701944835 15.133798096059147 4.472297204649788 10.083069706880774 5.974708318002938 10.213479405507496
78 4.9004001624072 5.554572635087642 2.452138069885339 2.577858045495873 12.395888818309656 5.576171546237143
79 4.467778022921001 3.6932998676303312 5.209294001587735 4.313846955235913 4.081871096984357 4.353217988871868
80 8.457288236060267 58.296072348505255 1.780513500302611 2.2892063511832648 9.877594960177172 16.140135079245717
81 6.229323074745439 8.028735309011937 3.062005174416104 4.728046998829285 2.1374545950998516 4.837113030420523
82 29.298803212754347 20.930055051690438 2.14969925350038 2.3954799199421504 10.276716309333477 13.010150749444156
83 8.545178782534657 5.339983870935339 5.698294930575494 3.674021078166554 2.271785834962549 5.105852899434919
84 2.665879637729271 2.3653448046003023 1.6978981875571546 2.5827453150144124 58.104289988053125 13.483231586590852
85 13.494996576514293 5.270774989586663 4.982619527901007 3.292114209876537 6.099029299504304 6.627906920676561
86 18.9063304485894 3.844898050273994 1.8888193775701685 2.8322187658530282 6.13625680649487 6.721704689756292
87 7.663820090698462 7.129298673400951 2.4377906587404636 23.032480248023255 2.386436139411608 8.529965162054948
88 16.12945337353666 4.632124609595623 2.821849774910884 3.267208967572465 2.0775064999843 5.785628645119987
89 5.426413289437253 4.252339891025308 6.687201327756327 5.160945155562951 11.17340269259128 6.540060471274624
90 10.460581188960653 2.1577951442828796 2.03290067988354 2.771293717778969 2.338937561445273 3.952301658470263
91 1.745563709646483 2.307107255788096 5.607533844480941 5.3683171520917226 12.945375553393681 5.594779503080185
92 5.078294011963964 3.28326385106792 1.946268812309154 2.2892063511832648 1.9199019520472236 2.9033869957143046
93 3.802764861644417 3.9254381704521983 8.656500943042081 4.890616338738015 2.586039508324484 4.772271964440239
94 19.000273777807514 2.2168164572030737 3.4112363278738203 3.0134995367726787 2.5603587627482494 6.040436972481066
95 3.270523632517019 5.584146665766175 33.4242311453344 2.4263470170190033 2.3315087271149957 9.40735143755032
96 2.375693985927748 2.629926328866376 1.6978981875571533 1.9545827473389201 2.4443484469935512 2.22048993933675
97 1.8853531029882638 4.9448702989002005 6.262389674015818 8.128916600590347 3.882661497475091 5.020838234793944
98 1.7455637096464875 2.866129152756775 1.6978981875571533 2.619052232890784 1.9199019520472238 2.169709046979685
99 5.524091332325516 3.408676028726983 6.386304377714872 2.5351559569816406 10.26662901490253 5.624171342130309
100 1.7455637096464813 3.6562609823432584 1.697898187557169 1.9545827473390118 1.9199019520472238 2.194841515786629
101 2.192668922994586 3.994554249989768 6.275341118010671 3.713551652101968 6.7733876470189305 4.589900718023185
102 1.7455637096464873 3.6594749517156924 2.105113089678324 2.164971963041251 2.531320998181303 2.441288942452611
103 9.304442654951014 1.9917107853795704 5.41134394110362 2.0983092163809425 4.382606566211321 4.637682632805294
104 1.7455637096464827 3.5922331707899207 1.9581237788422008 3.0632441433731388 2.931073230155656 2.65804760656148
105 8.00473388376269 16.729030586445734 5.380529759894962 5.124316603369683 24.087179191936734 11.86515800508196
106 2.1402565193671546 1.8245253541552777 4.522229992333007 2.9972852131343757 2.083884694829559 2.713636354763875
107 4.345867800087101 14.517833297728753 5.459450970138968 4.858998450841135 6.416612449166646 7.11975259359252
108 1.476699347335657 2.444945400278467 4.9317127615497425 6.959086272136071 2.0533172035075378 3.5731521969614954
109 2.0662288017733066 9.141989714832258 3.4110530913312016 2.132469904240495 3.5969206404935603 4.069732430534165
110 2.621861128145997 1.5973821390887513 1.6601891388696373 3.5010704960228427 2.2259623005645377 2.3212930405383534
111 12.504828134068326 9.625562187816108 7.042629471817729 1.9694105467032417 4.174251752327803 7.063336418546642
112 1.4229092332844362 1.7792529619576234 2.446088451416361 9.841760077275648 2.7768852891550004 3.6533792026178133
113 3.253456884061481 5.065305852514291 3.7883268620777715 2.421869916315655 3.5942231165825578 3.6246365263103506
114 2.811668858619597 1.9166330855958273 2.4749514872625755 3.158396943327771 3.6604921604130167 2.8044285070437573
115 3.993687645023069 5.355076569424381 2.184616209232504 2.1927311930088216 7.727086881393028 4.290639699616361
116 1.937990137898449 1.2834444773842735 2.2825720232251845 5.136654578951341 2.0895898302424554 2.546050209540341
117 4.053770035513075 12.363473017468458 1.8967754733457505 2.073570059730409 4.2837207886763835 4.934261874946816
118 2.015083146492085 6.594442574567969 4.024363153253129 3.717927975102678 1.7548109770156464 3.621325565286302
119 7.788209179145022 15.552324120268619 2.1335854973459902 2.6406034046174107 3.4464885364040683 6.312242147556222
120 1.4521189254201183 3.930598151029528 2.139603285387427 2.9178281074482677 2.61868262483139 2.611766218823346
121 9.242228583502062 2.4669120959193505 1.9877956112640978 1.8810376224576795 14.581087460264285 6.031812274681495
122 2.0955121877490264 1.2569710772848743 2.651004481201491 2.7238054207926434 2.1996074043301563 2.1853801142716387
123 3.999521100106854 5.244809278287892 1.5462763056463356 1.8027641039357272 9.622200144217224 4.443114186438807
124 2.3695496577196997 1.3001394511936786 2.550510193972758 3.538913513748097 2.2006796583783115 2.391958495002509
125 3.5002369283377135 5.819406417580154 1.3825611511786036 1.7846042191426308 6.668653816189577 3.831092506485736
126 1.5551321153411337 5.981983647508845 5.545225340113415 2.392550084595377 2.4966364185008403 3.594305521211923
127 1.8611106534883457 4.285216013203049 1.6752269997557891 1.9696523873095617 2.6000466708198866 2.4782505449153263
128 1.569729190504926 1.8787327572045922 2.252136461637876 9.687211474985158 1.8074248469606622 3.4390469462586433
129 3.175953957682381 2.8178902577971696 1.568339030856442 1.7091918238600312 1.6978542237531915 2.1938458587898433
130 2.6240520893904624 1.5419084195920134 2.7214413431998103 2.8049541859444354 2.3115381647252526 2.400778840570395
131 1.879988761084337 1.5577709119629661 1.7156844157977167 1.6824570890629185 1.671135012356226 1.701407238052833
132 5.091352292010935 2.571120051361551 1.514745226683877 2.5802108154768466 2.0250980636076172 2.7565052898281652
133 11.006632570510046 17.545340971299346 1.4288428463355989 1.6736082348066328 1.7661540928438413 6.684115743159093
134 1.4449067237258568 3.705951098323621 3.4607679758046155 2.8173719822571384 2.4027595987286574 2.7663514757679777
135 2.1031046624651144 6.466795494849057 1.6592769231865392 1.9954037269161904 1.7296039285880591 2.790836947200992
136 2.6573138177395315 2.203546562329995 5.974191131131939 2.3581301318106815 2.1414966397832567 3.066935656559081
137 1.8202157249323767 1.4420082907170686 1.3959870785234296 2.0186497712087688 1.7367545115999903 1.6827230753963267
138 2.723988169366033 1.409768170858917 1.8093569290469893 2.6456988395677117 4.436528877832034 2.605068197334337
139 1.8691446046529836 2.58379487851868 2.1566998749342963 2.1366176569922546 1.8404225597445356 2.11733591496855
140 3.8108614713309032 1.394082559407633 2.4553256910125016 2.4564035108901034 3.302486061939321 2.6838318589160925
141 1.624440418703462 1.4063249192959353 1.5632075886021315 2.0026910219262697 2.008904090023534 1.7211136077102664
142 1.2735283023667419 1.9595835709656213 2.87686101818439 1.7881127497019391 1.8279421533545752 1.9452055589146535
143 1.4715877704995957 1.6650951189957568 1.4788709597139054 2.0567027408864815 1.7817171492060266 1.690794747860353
144 4.177437177726176 1.445044346272495 2.1252885244461908 3.1944435256633 2.357100419837727 2.659862798789178
145 1.3628399323132236 1.4294625253856263 1.4676797917223594 1.9562694201448438 1.6935982522542115 1.581969984364053
146 2.278969425974397 1.0945646703797929 1.9806107075163495 3.823757405615784 6.673788754384222 3.170338192774109
147 1.307780623290271 1.157459635708068 1.5555034231684965 2.0619735580883707 1.5609648617927951 1.5287364204096003
148 1.604368479909946 2.249730269873557 1.483089127439944 6.57369916235257 4.341833240694924 3.2505440560541885
149 1.9992259763480007 1.156624759352199 1.8486107949193038 2.2276248632127813 1.6109443355714155 1.76860614588074
150 2.0317468759725017 1.856051281897902 2.0870138573169217 1.6588837852832592 2.454422295421998 2.0176236191785164
151 1.4542891571089869 1.4051980543991782 1.4355232034347731 1.8489849537485394 1.6267740556180132 1.5541538848618983
152 2.2534449141302226 1.6545482993991525 1.4501893080525152 1.6177761885445814 2.0443194867892545 1.804055639383145
153 1.4611456330745276 1.2815647084392778 1.3011214231561292 1.7116650345699411 1.6848197289402767 1.4880633056360302
154 8.979650888432984 1.7577721683284866 1.3766521720547356 1.6783806445951626 1.6914139439853588 3.096773963479345
155 1.4237568231594517 1.1774936027917076 1.715284206174226 1.6164524111767073 1.5645654694612092 1.4995105025526603
156 6.490529482231025 1.670079567667331 1.313965983301547 1.6123430253400932 3.0906458351853106 2.8355127787450614
157 1.56991845882259 2.506554076548004 1.9323271693793047 4.683927135095028 1.5020560817418738 2.43895658431736
158 2.3957047022383184 6.210861750888307 1.3031300411266091 1.875199142821668 3.388579838043237 3.0346950950236278
159 1.7650685016910108 1.294353803428937 1.8316936033315283 2.148979378870948 1.7937224824485325 1.7667635539541913
160 1.5862846582789587 5.912480252804576 1.3253172548519812 1.5935607484546752 2.1601812541526906 2.515564833708576
161 1.5378874902926072 1.1051224703388294 1.5033083205849802 2.066062742478596 1.6567168770749632 1.5738195801539951
162 1.4389831766268297 1.782407211746434 1.2942773703520414 1.6299999090935664 1.5464319049939623 1.5384199145625668
163 1.2465369261132593 1.0816327706926716 1.3664998206036139 1.6953223834279179 1.5160122698178249 1.3812008341310575
164 2.217892396792051 2.389603695738999 1.3201023426879195 1.4649902288120535 1.5168530130324358 1.7818883354126918
165 1.2788521247272975 1.2944122321958063 1.5558911145870749 1.551102246806312 1.5828895874686792 1.4526294611570338
166 1.362367567417217 3.9254430257371453 1.299996835925697 1.4699695308959442 1.4761222662390134 1.9067798452430034
167 1.2778421752031919 1.193096040977008 1.5014947606977005 1.7740757726623686 1.4920566850935293 1.4477130869267596
168 1.5989818660526836 2.328991459551636 1.3172321421643387 1.380178361707731 1.491753855048722 1.6234275369050224
169 1.2544660815259874 1.1737045777051704 1.587027880486633 2.9717199846919313 1.6285934252882723 1.723102389939599
170 1.3811845288361755 1.265971339825759 1.6656216169712006 1.348484689020975 1.5280615002349747 1.437864734977817
171 1.4440097177911737 1.1873554009817282 1.3963431630869854 3.7326637919191454 1.528897421851089 1.8578538991260245
172 3.5601094574528207 0.9956259435571673 1.3235111477549464 1.272557658578204 1.4761222662390134 1.7255852947164303
173 2.2044617727023645 1.0648766298429568 1.7781284670572741 1.493853940453876 1.412948739073186 1.5908539098259316
174 1.3166857339056266 0.9152873053855062 1.3259127966589952 1.3408392009061325 1.4434685126683464 1.2684387099049215
175 2.076501276390913 0.9180863364011165 1.699492653512366 1.3619742469373974 1.6056516322779966 1.5323412291039582
176 1.487626581857909 3.4331657359848275 1.3093841036255012 1.2906326710225764 1.3724209235704268 1.7786460032122484
177 1.3034322528854436 1.8024487145835524 1.683001295920051 1.3085612258435657 1.6165977050397238 1.5428082388544673
178 1.2956465852518055 2.9347935618746384 1.362844515870493 1.310034903735526 1.3512898947356782 1.6509218922936284
179 1.6306507376971278 1.6737668553824319 1.4894701326438464 1.474392506785784 1.53748163994363 1.5611523744905642
180 1.2664613911894487 1.3489117250082843 1.364144155205536 1.4301196265595628 1.4115949991672796 1.3642463794260222
181 1.3010715198588212 0.9974023421760579 1.5271377151788128 1.3711087907304143 2.030344325003704 1.445412938589562
182 1.2714893408204262 1.6517670345308966 1.3169801484818613 1.3171320789034462 1.6509423706117832 1.4416621946696828
183 1.3161777360952975 1.062620432684907 1.524748762657412 1.689321599774272 1.6251375728164776 1.4436012208056732
184 1.244364808911382 2.5521390614449384 1.3339526342549919 1.2509291955163053 1.3056482666870846 1.5374067933629405
185 1.251374184475947 1.685913015231527 1.372154280953681 1.4844094053302643 1.9795712826833158 1.554684433734947
186 1.2452600047950497 1.1019559778777257 1.3260184213491646 1.253626680349938 1.3482396384769684 1.2550201445697693
