idx lbfgs_1 lbfgs_2 lbfgs_3 lbfgs_4 lbfgs_5 lbfgs_mean
0 0.641888983784828 0.6368186003400902 0.6440453454887819 0.6172759116839228 0.6382736856774451 0.6356605053950135
1 0.6038246841928742 0.6117557197584469 0.6146095464421827 0.6027295317774882 0.610552331662108 0.6086943627666199
2 0.5990863187679678 0.6022178585026994 0.6094644606265919 0.6003455771999137 0.6021506026462622 0.6026529635486869
3 0.5986430420501062 0.5993565150505994 0.6087366686325362 0.6001220256350895 0.6010659807911549 0.6015848464318972
4 0.5973934621944901 0.5973816263836493 0.6067695482654308 0.5983703392829839 0.6000659594526588 0.5999961871158426
5 0.5949837571600741 0.5953242610773252 0.6060029791136944 0.5969172559517818 0.5982574511660659 0.5982971408937884
6 0.5941160766228026 0.5946722137579881 0.6052459285566812 0.5962906060988662 0.5976605790950773 0.5975970808262832
7 0.5936650038683429 0.5943269263497647 0.6043054032295909 0.5955537287240659 0.5973100467004931 0.5970322217744515
8 0.5923176702260599 0.5939143553893402 0.6019916327004798 0.5947445905554236 0.5963538440117752 0.5958644185766158
9 0.5919991415199808 0.593463078973727 0.6009243562581874 0.5943516083994704 0.5957754946767646 0.595302735965626
10 0.5915528126513672 0.5931996531232183 0.6006347928891478 0.5939098180805921 0.5951654563319481 0.5948925066152546
11 0.59119121475213 0.5928298223594749 0.5993560170166264 0.5936893041550957 0.5945952612441086 0.5943323239054872
12 0.5907852141810545 0.5924779389538009 0.5983744371823163 0.5932992230952415 0.5941556589135277 0.5938184944651882
13 0.5903593920442078 0.592372982301198 0.5976990136048819 0.5930781434780777 0.593639716575443 0.5934298496007617
14 0.590191969194078 0.5921969868709054 0.5969342183880934 0.5927899642946624 0.5929456280367074 0.5930117533568893
15 0.589991513810903 0.5920947919559417 0.596563225802167 0.5924585737948801 0.5924692367329233 0.5927154684193631
16 0.5898089276815891 0.5919182929785608 0.5959077274234323 0.5921652419098771 0.5923057683806241 0.5924211916748167
17 0.5896177149267866 0.5918346279850161 0.5954980727717558 0.591778864539878 0.5920162845601991 0.5921491129567271
18 0.5895228037569589 0.5915544782450638 0.5950625011270194 0.5912563277563858 0.5914999054908059 0.5917792032752468
19 0.589394192036265 0.5913084281970132 0.5947208577750969 0.5911527508638373 0.5912887951324038 0.5915730048009233
20 0.5892796846394542 0.5911493646108092 0.594441896233778 0.5910507849756677 0.5909453513095742 0.5913734163538568
21 0.589185689435114 0.5907790157229298 0.5937251783314943 0.5909504896674769 0.590650137885244 0.5910581022084518
22 0.5890251135741769 0.5907109997956086 0.5930044330245523 0.5909067225408587 0.5902739744701443 0.5907842486810682
23 0.5888875993654085 0.5905657659496122 0.5925475775479697 0.5908657031282897 0.5900369645915836 0.5905807221165726
24 0.5887458057218806 0.5902767816783341 0.5919130671669379 0.5908276459760701 0.5895436927616067 0.5902613986609658
25 0.588630110449464 0.5900657100623714 0.5916092071549806 0.5908035249975016 0.5891588539755802 0.5900534813279796
26 0.5884640254014926 0.5899109703030773 0.5913839170308633 0.5907632271954432 0.5889758797545139 0.5898996039370781
27 0.5883800720247822 0.5896104594066803 0.5908280918350338 0.5907239687471663 0.5888063824774117 0.5896697948982148
28 0.5882824510845179 0.5893673315749712 0.5903885230680085 0.5906364110406864 0.588484415124573 0.5894318263785514
29 0.5880169872754716 0.5890970783900031 0.5899373158018232 0.5905851171797346 0.5882583536193409 0.5891789704532748
30 0.5878523544925262 0.588626136706686 0.58972428347497 0.5905024212069316 0.5880224424533085 0.5889455276668845
31 0.5877164235854055 0.5883507503155866 0.5895742415220196 0.5904504540076004 0.5879657036618329 0.588811514618489
32 0.5875715970662977 0.587932177176771 0.5892301128234515 0.5903026459571069 0.5879177813743721 0.5885908628795999
33 0.5874528362307253 0.5875963151048 0.5890863903029876 0.5901273428569916 0.5878425312708584 0.5884210831532727
34 0.5873546254277379 0.5872632739263924 0.5889741147139212 0.5900503214767293 0.5877640253488668 0.5882812721787296
35 0.5873034639704628 0.5871977674724492 0.5888041595933614 0.5899197002437206 0.587659279583374 0.5881768741726737
36 0.5872172263842422 0.5871042258893653 0.5887311591531549 0.5897934888536548 0.587552390246369 0.5880796981053572
37 0.587119106327627 0.5869651053197953 0.5886917188036399 0.5896972769673152 0.5874383250227456 0.5879823064882246
38 0.587005404386483 0.5868688345473082 0.5886248804406117 0.5896030645822421 0.5873103683523461 0.5878825104617982
39 0.5869424659458798 0.586667995117681 0.5885550474411105 0.5895164226247775 0.587264019242121 0.587789190074314
40 0.5867724733128002 0.5865844398925376 0.5884990119153112 0.5893608387243794 0.5871995556207399 0.5876832638931537
41 0.5866780571513626 0.586494018372902 0.5884492121287838 0.5892458370997314 0.5871351473250782 0.5876004544155716
42 0.5865720002259022 0.5863918918663823 0.5883188272548189 0.589023018467193 0.5870382611811993 0.587468799799099
43 0.5865146180493968 0.5863532486759886 0.5882448896932975 0.5889177826281856 0.5869306672670965 0.587392241262793
44 0.586499968308343 0.5863092336754586 0.588221051194742 0.5888229542916329 0.5868665549333157 0.5873439524806985
45 0.5864803033475148 0.5862653712712318 0.5881981078431312 0.5886704518569593 0.586824775916479 0.5872878020470632
46 0.5864365438356598 0.5862172430071036 0.588185704040326 0.5885363536106785 0.586753426368112 0.5872258541723759
47 0.5864082034908172 0.5861605477587577 0.5881449580354879 0.5884221275918521 0.5867024991026161 0.5871676671959063
48 0.5863894487440099 0.5861102100069244 0.588114099676069 0.5883129629481921 0.5866817971222043 0.58712170369948
49 0.5863602078232883 0.5860242959587607 0.588075816994403 0.5882570563849623 0.5866596512247347 0.5870754056772298
50 0.5863455223641717 0.5859824267964354 0.5880584698719238 0.5882299897014472 0.5866339066280795 0.5870500630724115
51 0.5863319043500925 0.5859271121937036 0.5880433688335445 0.5881726662305231 0.586620341074709 0.5870190785365145
52 0.5863034656657071 0.5858714106601255 0.5880334644156054 0.5881553794529735 0.5866116224358229 0.5869950685260469
53 0.5862923190335443 0.5858334244142971 0.5880133366264892 0.5881331140040794 0.5866040899834125 0.5869752568123645
54 0.5862783607820398 0.5857489102109352 0.5879714142830721 0.5880811063052942 0.5865950555472128 0.5869349694257109
55 0.5862508741423957 0.5856867739250925 0.5879360776123701 0.5880232403689519 0.5865884164568296 0.586897076501128
56 0.5862348412990589 0.5856279579950825 0.5879187311636471 0.5879965550204024 0.5865839002566664 0.5868723971469715
57 0.5862103335664062 0.5856092803514769 0.5878989576690019 0.5879819392359995 0.586567848059423 0.5868536717764614
58 0.586181136252056 0.5855936346439338 0.587886711679448 0.5879419943079827 0.5865551832439324 0.5868317320254706
59 0.5861660247510575 0.5855695301746325 0.5878607873090963 0.587909768129328 0.5865517665619914 0.5868115753852211
60 0.5861438173626897 0.5855391931089419 0.5878443374867407 0.587880133752092 0.5865460959415013 0.5867907155303931
61 0.5861286343766552 0.5855157045298064 0.5878305169215955 0.5878492457062434 0.5865387874401572 0.5867725777948916
62 0.5861151695012602 0.5855060021122902 0.5877982506071414 0.5878093275685433 0.5865345616219025 0.5867526622822277
63 0.5861055432798832 0.5855007485137542 0.5877659897813645 0.5877849105578891 0.5865267424394821 0.5867367869144746
