idx cobyla_1 cobyla_2 cobyla_3 cobyla_mean
0 29.7150119631184 62.08487256417881 27.981668119646795 39.927184215648005
1 39.16169048610418 23.614266511047134 20.4446982697999 27.74021842231707
2 25.755595631877743 31.191293658882593 50.434774891740815 35.793888060833716
3 37.492658431988474 27.574199371976547 49.57275971065394 38.21320583820632
4 33.95199122498452 19.90664779035202 24.76242600827462 26.20702167453705
5 47.17367381159064 36.96124294922171 83.72090863232549 55.951941797712614
6 33.35458210112762 27.557576229554563 35.96512925272323 32.29242919446847
7 22.766803762865724 11.743744058932124 32.9018694779053 22.470805766567718
8 44.16755654346814 41.9574413887058 21.582410264597534 35.90246939892382
9 26.12547842260316 11.619465596266744 17.21295745033482 18.319300489734907
10 27.46419598220534 16.3402493008309 18.785265512696235 20.863236931910826
11 27.208546153704287 19.00490220184249 28.091886529104848 24.76844496155054
12 20.96100443805368 13.978259514015441 15.803005907001 16.914089953023375
13 18.28508563522639 8.546150401402556 33.68109657558952 20.170777537406156
14 26.310742214903527 9.758394069996232 24.71027241719125 20.259802900697
15 14.526128933810886 7.29068749379062 15.315411876553288 12.377409434718265
16 18.590029687333608 6.908413583393887 22.468115575359505 15.988852948695666
17 20.7483680494994 7.642307149270257 15.387379018652872 14.592684739140843
18 12.96988004437274 6.450865381979705 17.12853314633583 12.18309285756276
19 15.273379340815026 5.67097329155264 24.521789678568034 15.1553807703119
29 44.8189068506844 13.940164949504739 22.13843935896469 26.965837053051274
39 14.855070034695853 7.364412386632859 13.532944548376154 11.91747565656829
49 45.915914271444315 29.654606622392013 11.85633732232107 29.142286072052467
59 9.27523549912775 7.530808847665663 16.406345447961066 11.070796598251492
69 10.891490423686712 4.560693787612557 8.472105150458628 7.9747631205859655
79 17.334849885400278 18.547119672345527 12.755918152498735 16.21262923674818
89 5.913629935809652 3.8179649828430597 7.3764565042817845 5.702683807644832
99 5.207339156025583 7.103595971353233 10.580368974707465 7.630434700695427
109 5.969717662615197 3.8233627257465166 10.236266604497978 6.676448997619897
119 4.322849571256887 3.9949878367264895 5.533890087853273 4.6172424986122165
129 5.577766487134495 5.022433435360818 6.942474884410395 5.8475582689685695
139 5.206581841108179 3.5493122088903633 5.128299102344948 4.628064384114496
149 3.070930867231829 6.18134655577105 9.28966870762684 6.180648710209906
159 3.9802384970462006 2.0775564002053257 6.116940849897417 4.058245249049648
169 9.417421929050823 1.73505173052166 5.017452423661713 5.389975361078065
179 2.592734518096025 1.735051730521715 4.8139979168295035 3.0472613884824145
189 3.684335297834707 4.684686572854275 5.688912043783112 4.685977971490698
199 3.081699764240105 5.0354408553661685 16.19480754236921 8.103982720658495
209 4.190091967086388 2.3834086077664 7.327945046491347 4.633815207114711
219 7.813614382215831 2.1463618778214664 5.067194158379408 5.009056806138902
229 4.54539156608937 6.334129692874084 6.892689696710904 5.924070318558119
239 13.217361239040763 6.999058074475743 6.936649667865904 9.051022993794136
249 3.0953124658016034 4.222356141869235 6.673656633745484 4.663775080472107
259 2.264751254056804 1.8307234723317096 7.489377559514014 3.861617428634176
269 2.2589940871864584 2.3261839412261374 4.022814843402651 2.869330957271749
279 1.928187496606891 3.140910290997901 6.50993057566856 3.8596761210911175
289 1.542099149642063 1.2632227226595665 3.511074253931756 2.1054653754111285
299 1.34561732238738 1.1482242739327753 4.230433956344977 2.2414251842217108
309 1.6245218507373034 1.0350160631967964 6.192994382618045 2.9508440988507147
319 1.6140815917622109 1.0625110689076394 9.402180111852337 4.026257590840729
329 1.2820855448345454 1.022241510765213 4.300307421599289 2.201544825733016
339 1.241962029303328 1.0937198780745427 5.294489839627142 2.5433905823350043
349 1.1762698395193454 0.9347431106031208 1.6085648303842035 1.2398592601688898
359 1.461068987364367 0.9638981303186512 1.7090343523046798 1.3780004899958993
369 1.329074259116645 0.9458756888259634 1.3091017134577112 1.1946838871334398
379 1.2013926994227715 0.720510927051325 2.330658813620051 1.4175208133647157
389 1.125883009243097 0.6891404967333424 1.49195589151419 1.1023264658302099
399 1.1424236476849816 0.7401720228078732 1.378922063189979 1.087172577894278
409 1.0840215363429009 0.6750931198315953 1.5028413016671829 1.0873186526138932
419 1.3688086762659961 0.6798466837194773 1.7050939173144048 1.2512497590999594
429 0.9573680438471177 0.7885272147018382 1.5106268850845639 1.0855073812111733
439 1.2324330550651033 0.874361823551634 1.2269500546126477 1.1112483110764617
449 1.2642103711936807 0.7211483205598358 1.228782289320758 1.0713803270247582
459 1.0930590425578603 1.0566678237815177 1.068421615860201 1.072716160733193
469 1.113632126102176 0.6709424697485525 0.9366959563266242 0.9070901840591175
479 1.0203290315048763 0.7034626754489761 1.019926411924743 0.9145727062928651
489 0.9894305322701885 0.708040805011122 1.0098832273749794 0.9024515215520967
499 1.0229985726252766 0.6158550951994143 1.0034503678957585 0.8807680119068163
509 1.3536596219516703 0.6165239291701322 1.1451529813132078 1.03844551081167
519 1.048138194582921 0.5556324160731663 1.0099662425146685 0.8712456177235852
529 1.0084584268450814 0.5177795224934449 0.8268644271581281 0.7843674588322181
539 0.8884584567439772 0.5376893997941212 0.8459108734058304 0.7573529099813096
549 0.8584386418761318 0.49238033220446387 0.8539906853697434 0.734936553150113
559 0.8471214283212023 0.4795794988144313 1.2162911215738006 0.847664016236478
569 0.8453648043039917 0.46487092866118435 1.026452980402083 0.7788962377890863
579 0.8260732039648357 0.4538104764211825 0.9741492705851005 0.751344316990373
589 0.8343579962397133 0.4482342144086187 0.9434358456708567 0.7420093521063963
599 0.8238037356083571 0.4522890427090265 2.417506980899698 1.231199919739027
609 0.8243535455334335 0.47052944458224977 0.7676172879508371 0.6875000926888402
619 0.8281607051358405 0.44164746420446965 0.7109303489795532 0.6602461727732877
629 0.8027654381364249 0.4517658115646994 0.7472532867052291 0.6672615121354512
639 0.8007502334960014 0.42815575803499506 0.6761760999068056 0.6350273638126007
649 0.8059563767779918 0.3954678919616783 0.6647945795882737 0.6220729494426479
659 0.8009074768102439 0.39922422935641944 0.6564600111026927 0.6188639057564519
669 0.8065933021998785 0.38300676496877867 0.5898198935367749 0.5931399869018107
679 0.7966189750270738 0.38748372169178613 0.6022878953135092 0.5954635306774564
689 0.7924676747839163 0.38976615211301063 0.5956099515117488 0.592614592802892
699 0.7835886269660809 0.3836132470458905 0.5549527276480555 0.5740515338866756
709 0.7802533178324224 0.39745197846351576 0.5403633581430412 0.5726895514796597
719 0.7765261347883256 0.3826178170533296 0.4909368334809251 0.5500269284408601
729 0.7770006932297138 0.3870094047896833 0.49754850448454335 0.5538528675013135
739 0.7710903637816154 0.3757947064143943 0.4840802103951958 0.5436550935304018
749 0.7642414517485095 0.384254375750807 0.4847756442558019 0.5444238239183729
759 0.7504487576361831 0.3777511013369682 0.48582850582467013 0.5380094549326071
769 0.7480727693022267 0.37862048923317 0.4795101465755294 0.5354011350369753
779 0.7430570805946117 0.3575979710336246 0.4408817477694118 0.5138455997992161
789 0.7396483188537839 0.36557153644670315 0.42956380181453874 0.5115945523716753
799 0.7339688615552142 0.35732706465630504 0.4352106815610329 0.508835535924184
809 0.7265461840439804 0.35451934757587117 0.42021149111760037 0.5004256742458173
819 0.7244602398916898 0.3543494112321566 0.4105817444604041 0.49646379852808353
829 0.7211565037540727 0.3607188929258532 0.40009848825417726 0.49399129497803446
839 0.7161503740146662 0.34711171558900544 0.4067897393980461 0.4900172763339059
849 0.7159856963043856 0.3537530124822253 0.3837298624790277 0.48448952375521287
859 0.7121368941602298 0.3339986537355904 0.37817777103371525 0.4747711063098452
869 0.712619681040294 0.3301917057487257 0.4051261405056437 0.4826458424315545
879 0.7222744359215187 0.32002855243727935 0.38448558462869464 0.4755961909958309
889 0.7045627678597829 0.32373263618460657 0.40039012622599157 0.47622851009012707
899 0.7010868667835296 0.3294152822858743 0.3790546090772902 0.4698522527155647
909 0.705719112087656 0.3217827100106828 0.4009138042540053 0.476138542117448
919 0.6945263482536488 0.3261663910238657 0.3720944008441757 0.4642623800405634
929 0.6967428683790624 0.32467938400872154 0.37326871406892936 0.46489698881890434
939 0.6960103508352319 0.3110093693720043 0.3842815368258444 0.4637670856776935
949 0.6944046701208688 0.3332988063680524 0.317965969801488 0.4485564820968031
959 0.6901152566502758 0.3100225802553399 0.29910234365793414 0.43308006018784995
969 0.6839665679468863 0.3106926025359145 0.2893786647444195 0.42801261174240673
979 0.6825147801287169 0.2990866772517067 0.29065160628069775 0.42408435455370713
989 0.682720777733498 0.299245356893647 0.29258365809464243 0.4248499309072625
999 0.667303831551941 0.29972092318253174 0.2964039176997104 0.4211428908113944
1009 0.6655248995921079 0.29500032829350775 0.2820061023832699 0.41417711008962854
1019 0.6694207544902163 0.2888203806627323 0.28769459295363126 0.41531190936886
1029 0.6644891765565129 0.2739382651400718 0.2869419128489881 0.40845645151519094
1039 0.6652340505747003 0.2718845084843707 0.2685273345158082 0.40188196452495967
1049 0.6670273017360816 0.26752071735844296 0.2781214559653945 0.4042231583533063
1059 0.6666650086409798 0.258976645442379 0.2997726600533026 0.4084714380455538
1069 0.6648992575140285 0.2577954945461665 0.3169235194880253 0.41320609051607343
1079 0.664104590489137 0.25583840153475185 0.26272288495579177 0.3942219589932268
1089 0.657863718328528 0.25098303955128776 0.26101127838528854 0.38995267875503475
1099 0.6559623105058565 0.24155299911703285 0.2692724909996424 0.3889292668741773
1109 0.6843541459250667 0.23445832120480536 0.2637262918877604 0.3941795863392108
1119 0.6516310293922195 0.23451121717382356 0.25787815858317703 0.38134013504974007
1129 0.6492782706114515 0.2311887694115786 0.25784479407092814 0.3794372780313194
1139 0.6493117631244935 0.2298313909109096 0.25843312430776655 0.37919209278105653
1149 0.648376054308013 0.2317577143462289 0.22990748434637234 0.3700137510002048
1159 0.648474557048889 0.22962202456074268 0.30977668535930897 0.3959577556563136
1169 0.6465524017579207 0.2206917657023704 0.23629417234060046 0.36784611326696387
1179 0.6424685446022257 0.22052968735201653 0.22694517554351665 0.3633144691659196
1189 0.607131663368689 0.22438296908045835 0.22568180883223413 0.3523988137604605
1199 0.599210452374081 0.21963331540054024 0.22326555045446578 0.347369772743029
1209 0.5900571307624201 0.2194620159587727 0.2235885579044846 0.3443692348752258
1219 0.5865400186088058 0.21155341602550845 0.21944137093421875 0.33917826852284433
1229 0.5767079856428253 0.208183933142418 0.2786167392119086 0.35450288599905067
