idx adam_1 adam_2 adam_3 adam_mean
0 36.733926555483606 18.40701369045081 21.60379267675665 25.581577640897024
1 27.61168576717582 13.497392761460677 16.171292106935425 19.093456878523977
2 20.44419522647667 10.257103194620798 11.9893289069988 14.230209109365424
3 15.178165369919183 8.34349468488791 8.937945459812266 10.819868504873119
4 11.62737616673991 7.296396618499076 6.827037471958541 8.583603419065843
5 9.465198823618406 6.632618813531932 5.422692154306491 7.173503263818944
6 8.278880871790532 6.015805221657812 4.513347385460213 6.269344492969519
7 7.648075077647117 5.34442064272402 3.9357663311195807 5.642754017163573
8 7.224234777643621 4.667540140661822 3.571301872288193 5.154358930197879
9 6.7859529906544 4.075109190409478 3.3348426000557145 4.731968260373198
10 6.243053285745271 3.627167386615778 3.1633054647235035 4.344508712361518
11 5.6006326251120315 3.327367660560209 3.0076776210542504 3.978559302242164
12 4.914565263157692 3.131082115496149 2.832747008875038 3.626131462509626
13 4.254791032375085 2.9736080337185653 2.6222093018417767 3.2835361226451423
14 3.679823196793688 2.8021651551545714 2.380734878002284 2.954241076650181
15 3.2225896886670293 2.5954005161520195 2.1286538515726656 2.6488813521305716
16 2.8874549212720146 2.3639839192684415 1.8923321252651029 2.381256988601853
17 2.6566485549001286 2.1377419384529395 1.695090601858515 2.163160365070528
18 2.5012388657259184 1.9483689540068478 1.551344848638714 2.000317556123827
19 2.3913258255831673 1.8149106613500379 1.4643653493786406 1.8902006121039487
20 2.302654401336583 1.7360769851179412 1.4268839344308333 1.8218717736284524
21 2.2192744167558263 1.6913313676241013 1.4236650420939856 1.7780902754913044
22 2.133250304351993 1.6514843925118239 1.435470305242715 1.7400683340355105
23 2.042807895550065 1.5944475635315534 1.443764260409242 1.693673239830287
24 1.9500601613367108 1.5164123404182572 1.4350062737469529 1.6338262585006402
25 1.859020756070233 1.4311476586137857 1.40315030645267 1.5644395737122296
26 1.7740820718854464 1.3588556245893653 1.349584193307008 1.4941739632606066
27 1.69873173368661 1.3127090218727688 1.2809008694366677 1.4307805416653487
28 1.634410257964986 1.2912628373161448 1.2057681060564192 1.3771470671125166
29 1.5798583096740066 1.2804136760610114 1.132232011831914 1.330834665855644
30 1.5314004608618823 1.2626925890136709 1.066187695779245 1.2867602485515994
31 1.4841948015638775 1.2274347591769603 1.0109891804234363 1.240872913721425
32 1.4339421742430694 1.1757149994072005 0.9677308078809568 1.1924626605104087
33 1.3783092354348343 1.118121572025118 0.9357505153892831 1.144060440949745
34 1.317493952364506 1.0677406997936933 0.9131655359722847 1.0994667293768279
35 1.2537867447392512 1.0327366371043483 0.8974556347727712 1.0613263388721235
36 1.19039966006694 1.0125306652851769 0.8861023045916234 1.0296775433145802
37 1.1300832432911423 0.9993670887176861 0.8771253455946189 1.0021918925344824
38 1.0740830609670715 0.9838463354576681 0.8692653469998948 0.9757315811415449
39 1.021825221731182 0.9605840771366195 0.8617485957193127 0.9480526315290382
40 0.9714143274415212 0.9304067880753695 0.8539065176510217 0.9185758777226374
41 0.9206827577369503 0.8982842277341513 0.8450307190584608 0.8879992348431874
42 0.8683012774447103 0.8691734667101688 0.8345845515566124 0.8573530985704972
43 0.8144662927282013 0.8448926831346774 0.8225302609284828 0.8272964122637871
44 0.7609051564704796 0.8238085541047744 0.8094345638033127 0.7980494247928555
45 0.7102518387934861 0.8028903128166931 0.7962465772078219 0.7697962429393338
46 0.6650889170493531 0.7802154227515624 0.7839249283912905 0.7430764227307353
47 0.6270457317364282 0.7561214727876406 0.7731573964134826 0.7187748669791838
48 0.5962823706719076 0.7324923740747851 0.7642639856616739 0.6976795768027889
49 0.571518724604477 0.7110466109131348 0.7572052456169277 0.6799235270448465
50 0.5505559560658838 0.6920353161892354 0.7516046340428773 0.6647319687659988
51 0.5310627038630777 0.6742430261283631 0.7468058211786817 0.6507038503900408
52 0.5113234242197959 0.6561086398985918 0.7420472620552869 0.6364931087245582
53 0.4906901057974738 0.6369675707131678 0.7367455812340572 0.6214677525815663
54 0.4696088011107071 0.6174333923892839 0.7307344443680537 0.6059255459560149
55 0.44925099057355156 0.5987079913587946 0.7242923643837251 0.5907504487720238
56 0.4309139320960966 0.5814806502929474 0.7179497852309102 0.5767814558733181
57 0.4154277022852026 0.5653548377712466 0.7122267804583884 0.5643364401716126
58 0.40279793633691746 0.5492388276853276 0.7074572037565122 0.5531646559262525
59 0.3922179262279519 0.5323074354019992 0.7037336926251774 0.5427530180850428
60 0.38242749622282607 0.5146979257327006 0.7009165782578033 0.5326806667377767
61 0.37224214044349063 0.4973880417279359 0.6986697002580986 0.5227666274765084
62 0.3610032931302601 0.4814112666471487 0.6965433261414088 0.5129859619729392
63 0.3487535617949869 0.46707296886217686 0.694113957861079 0.5033134961727476
64 0.3360898704820019 0.4537665975781543 0.6911239165657793 0.4936601282086452
65 0.323805579882127 0.4404711439061701 0.6875397559913352 0.48393882659321075
66 0.3125152700439871 0.4264888938587391 0.6835095611849908 0.4741712416959057
67 0.30243227376667947 0.41185839137583363 0.6792738768922273 0.46452151401158015
68 0.2933690652136204 0.39719648113134104 0.67509082664753 0.4552187909974971
69 0.2849159005760732 0.38317799587582135 0.6711858756694066 0.44642659070710033
70 0.2766802042552264 0.3700889543924057 0.6677081401920901 0.43815909961324073
71 0.26846411131651565 0.35775744970882545 0.6646974779353674 0.4303063463202362
72 0.2603099162307251 0.3458303797229696 0.6620895333502412 0.4227432764346453
73 0.25241812803246716 0.3341084350998754 0.659763909795932 0.4154301576427582
74 0.24500193924814506 0.32266391314101595 0.6576005324228315 0.40842212827066415
75 0.2381609826386344 0.31169720071289925 0.6555065537372307 0.40178824569625476
76 0.23183412815805576 0.30131387002191423 0.6534130228856488 0.3955203403552063
77 0.22584286558697872 0.2914355382805999 0.6512669699892275 0.3895151246189354
78 0.2199898707483426 0.2818990028586386 0.649032738696817 0.3836405374345994
79 0.21415442578631172 0.27261905931594455 0.646693980755084 0.37782248861911344
80 0.20833603874058423 0.2636532661526753 0.6442487984322434 0.37207936777516765
81 0.20263099244650426 0.255123131072762 0.641706125909998 0.36648674980975476
82 0.19716336509626353 0.2470862690656721 0.6390910545485614 0.361113562903499
83 0.19201260790635338 0.2394858222595116 0.636449491978714 0.3559826407148597
84 0.18717548550776889 0.23221335512402536 0.6338369127199303 0.35107525111724147
85 0.18257682838446473 0.2252098224111887 0.6312935745384415 0.34636007511136496
86 0.17811609116367016 0.2185028095019196 0.6288258225039719 0.3418149077231873
87 0.17372008096447508 0.21215171584086218 0.6264071929619113 0.3374263299224161
88 0.16937345542845816 0.20616524839554892 0.6239941256397623 0.3331776098212565
89 0.16511438260025676 0.2004765539234698 0.6215436324004531 0.32904485630805985
90 0.161002765497543 0.19499669742765569 0.6190271480808711 0.3250088703353566
91 0.15708168780494966 0.18968762085981103 0.6164395227855697 0.32106961048344346
92 0.1533533223375148 0.18458099553897492 0.6137990607894269 0.31724445955530556
93 0.1497799095364464 0.17972875935930055 0.6111353317263034 0.31354800020735013
94 0.1463056563340457 0.17513934783218196 0.6084712029057138 0.3099720690239805
95 0.1428848963153348 0.17076233293806037 0.6058118415376113 0.3064863569303355
96 0.13950065709140783 0.16653064300815867 0.6031465368774028 0.3030592789923231
97 0.13616529968315738 0.16241308621410253 0.6004577333366157 0.29967870641129185
98 0.1329058369517365 0.15842631922005584 0.5977291031585379 0.2963537531101101
99 0.12974442321049728 0.15460159453986513 0.5949499252021773 0.29309864765084653
100 0.126685438555997 0.15094554806126886 0.5921163733377991 0.2899157866516883
101 0.12371509330345452 0.1474330856086406 0.589229427678053 0.28679253553004935
102 0.1208115790070892 0.14403223708522989 0.5862899838645739 0.2837112666522977
103 0.1179582568049173 0.14072969670959318 0.5832950392645458 0.28066099759301877
104 0.11515191819285044 0.13753174725408068 0.5802384638612507 0.2776407097693939
105 0.11240223088830299 0.13444565812283651 0.5771147381431394 0.2746542090514263
106 0.10972408512663324 0.13146559907792912 0.5739210561123574 0.27170358010563994
107 0.10712828219681951 0.1285768954826675 0.5706561145527685 0.26878709741075185
108 0.10461604354345753 0.12576945294206837 0.567317803028505 0.2659010998380103
109 0.10217973099449813 0.12304281636137267 0.5639019076385423 0.2630414849981377
110 0.099808225753436 0.12039834508819866 0.5604019248977687 0.2602028319131345
111 0.09749302986507061 0.11783012263404752 0.5568098369539874 0.2573776631510352
112 0.09523146197826862 0.11532635688171194 0.5531181184206169 0.25455864576019915
113 0.09302569539371684 0.11287904557355147 0.5493220160704756 0.25174225234591463
114 0.09087908271752422 0.11048966870854857 0.5454199938873091 0.2489295817711273
115 0.08879256952456285 0.10816410324169934 0.5414117387431308 0.24612280383646432
116 0.08676342949683184 0.1059030544207685 0.5372955773417669 0.24332068708645574
117 0.08478672089045775 0.103699046817412 0.5330672543401626 0.24051767401601076
118 0.08285809047975959 0.10154265763499713 0.5287202130870415 0.2377069870672661
119 0.08097591270874013 0.09943011891522736 0.5242466027655944 0.2348842114631873
120 0.079141465540446 0.09736394846602939 0.5196385699496547 0.23204799465204337
121 0.07735726608467723 0.09534716449755735 0.5148893783555283 0.22919793631258764
122 0.07562483320132571 0.09337854647483838 0.5099936133661538 0.22633233101410596
123 0.07394333782177626 0.09145382231832037 0.5049464024473466 0.2234478541958144
124 0.07230985551661956 0.08957007020051143 0.4997426211282138 0.22054084894844828
125 0.0707208450360319 0.08772755017158511 0.4943768511853367 0.2176084154643179
