idx adam_1 adam_2 adam_3 adam_mean
0 782.9660151227911 59.02908208574806 93.93921691811525 311.9781047088848
1 617.8095335772978 29.801169388833813 53.891486074849276 233.83406301366028
2 462.3029198677151 12.762768336745626 26.249298797103556 167.1049956671881
3 324.9479169596499 4.009938499135261 9.542465385580424 112.8334402814552
4 213.28434208916056 1.0170912879303393 2.0011359950559378 72.10085645738228
5 130.1110514208017 1.830393136956612 1.4942455593711574 44.47856337237649
6 73.57312618985927 3.916983548147919 5.154926146080478 27.548345294695892
7 38.57810052423771 5.003493326181499 9.612926395386623 17.731506748601944
8 18.838532828905542 4.561789070579907 12.421385261209668 11.940569053565037
9 8.726837394502475 3.1823462872191484 12.816886684790157 8.242023455503928
10 4.155617921032349 1.7616110268550438 11.184990695226995 5.700739881038129
11 2.532665214076977 1.0451633607545576 8.379247410373729 3.9856919950684215
12 2.332843495179415 1.296237654182316 5.309466829937355 2.9795159930996955
13 2.6881082770931215 2.1266077079533954 2.7317280874761467 2.5154813575075545
14 3.11811295395146 2.810581314352864 1.147524823207617 2.358739697170647
15 3.3816231560637013 2.905494705681131 0.7502858441065199 2.345801235283784
16 3.3976363277935384 2.4577330896609664 1.3799364408389252 2.411768619431143
17 3.1957176476393236 1.7981674861084946 2.515136154884399 2.503007096210739
18 2.873920960075365 1.275822967914252 3.5063470023932286 2.552030310127615
19 2.5571824066453246 1.0835608764950477 3.9550670520280624 2.531936778389478
20 2.357248715871244 1.2079419697815132 3.804959681100914 2.4567167889178907
21 2.339626360753004 1.4882981034204446 3.2193516719447586 2.3490920453727355
22 2.5052232565513672 1.7308581063266244 2.441124331411524 2.2257352314298386
23 2.793295120282112 1.8072367786374905 1.693643506981314 2.0980584686336385
24 3.106237820536265 1.6945304456660462 1.127831488432474 1.976199918211595
25 3.34670598380342 1.4586438422862915 0.8074858527617228 1.8709452262838113
26 3.4505902005067544 1.206381539446574 0.7211725020572154 1.7927147473368479
27 3.4029498982718662 1.0327505363850658 0.8078490815787821 1.747849838745238
28 3.2346023935134003 0.98285464879169 0.9850833262662713 1.7341801228571205
29 3.005173406173312 1.0401775351654883 1.1729159952183932 1.7394223121857308
30 2.780770750782761 1.1435149084291525 1.3104417850467203 1.7449091480862113
31 2.613544276251161 1.2224407617197959 1.3643741930010873 1.7334530769906813
32 2.5284895517110444 1.2318499759729469 1.3299307591760952 1.6967567622866955
33 2.5203563808964735 1.168127382631294 1.2254161785653943 1.6379666473643872
34 2.5603652060310385 1.0622873276607476 1.0828914181880154 1.5685146506266008
35 2.6092692971870854 0.9585326691268867 0.9377653248208482 1.5018557637116068
36 2.631478818056384 0.8916469816918529 0.8198318096713642 1.4476525364732005
